TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,3.02,6.03,5.98,===,===,1.83,===,===
0.250,2.98,5.76,6.82,7.49,===,4.13,3.95,===
0.375,6.69,4.22,9.43,11.34,12.97,7.62,7.18,12.44
0.500,8.11,12.18,8.37,12.57,15.85,8.46,9.12,14.26
0.625,10.72,7.58,5.85,6.07,17.62,4.61,12.80,16.25
0.750,10.14,4.17,1.38,12.71,12.71,1.34,18.41,9.12
0.875,5.37,7.09,4.17,22.00,10.58,1.92,23.37,9.52
1.000,10.41,15.94,5.72,22.39,10.10,5.41,23.10,8.95
1.125,10.63,4.26,4.92,19.25,10.81,5.19,17.79,12.57
1.250,4.44,17.04,7.71,17.70,13.37,2.00,12.62,17.09
1.375,4.88,6.34,13.99,9.79,21.69,2.58,7.18,22.53
1.500,4.70,14.34,18.81,12.13,23.54,3.15,7.05,25.98
1.625,4.88,21.29,20.31,18.63,24.60,5.72,8.15,27.30
1.750,11.69,5.54,14.39,21.77,14.03,5.45,9.04,23.23
1.875,10.27,9.79,6.69,22.22,9.88,2.80,11.34,22.08
2.000,10.41,4.44,7.62,25.93,6.69,6.60,17.75,19.03
2.125,14.65,5.81,5.81,24.07,10.41,5.06,17.35,22.26
2.250,3.11,2.89,8.95,19.30,13.77,8.33,14.92,24.21
2.375,15.27,4.30,11.29,18.15,16.64,13.24,10.67,24.91
2.500,8.24,7.13,9.17,10.23,18.15,12.00,3.37,26.11
2.625,4.13,2.89,5.59,3.99,15.76,9.26,7.00,27.30
2.750,4.57,6.21,4.22,6.91,14.74,9.26,13.24,27.13
2.875,9.88,6.65,2.58,9.26,15.10,5.85,13.46,23.90
3.000,12.35,6.78,2.00,9.57,19.34,5.41,7.97,21.51
3.125,13.28,6.29,2.76,13.41,20.54,9.57,7.40,19.52
3.250,9.83,6.07,5.85,15.10,15.41,10.54,9.35,13.77
3.375,13.77,7.67,7.31,16.91,14.21,10.89,14.70,10.85
3.500,6.78,3.33,5.81,19.43,22.97,11.56,14.03,16.02
3.625,14.08,10.81,5.72,17.70,32.39,11.96,10.32,20.00
3.750,3.77,3.82,7.09,10.89,33.85,8.55,7.71,19.43
3.875,5.90,11.91,12.35,8.42,26.29,5.10,7.49,11.87
4.000,7.62,20.00,10.89,20.18,20.09,2.09,15.32,8.42
4.125,15.01,24.74,19.61,21.86,19.39,6.34,20.09,6.34
4.250,16.51,36.77,25.00,14.65,19.34,8.24,13.02,11.82
4.375,7.49,20.00,18.85,7.84,18.81,7.80,4.48,17.75
4.500,7.40,7.58,4.66,4.70,25.71,6.34,2.76,27.17
4.625,5.76,6.65,11.29,9.17,29.20,10.81,6.25,25.40
4.750,5.94,7.18,13.46,17.31,30.97,13.64,17.04,18.50
4.875,5.90,8.81,10.98,15.32,26.02,9.96,17.09,10.14
5.000,11.16,10.19,3.20,11.91,16.42,2.80,8.46,5.63
5.125,8.55,9.21,6.60,20.89,11.65,2.36,10.27,8.86
5.250,7.89,7.67,2.67,20.67,13.15,2.71,10.85,16.07
5.375,2.80,4.17,2.22,15.36,18.72,4.88,11.42,18.55
5.500,5.67,5.54,3.86,16.55,27.66,4.13,15.49,21.15
5.625,4.66,4.26,6.47,14.65,21.42,6.87,13.72,15.98
5.750,2.62,5.94,6.29,10.19,18.15,6.25,9.17,15.98
5.875,6.78,5.76,4.97,9.92,9.04,5.28,8.59,15.32
6.000,7.40,3.33,9.66,8.20,16.78,7.93,7.53,26.99
6.125,8.06,5.28,9.17,11.07,22.88,5.45,6.74,33.49
6.250,6.91,6.56,7.05,13.59,36.68,9.12,17.75,36.33
6.375,13.41,8.20,8.11,12.35,33.58,16.33,37.17,24.83
6.500,11.56,3.91,6.25,13.77,29.91,13.33,36.99,15.76
6.625,5.06,4.79,3.77,17.40,16.33,4.79,11.65,15.80
6.750,8.42,6.69,8.73,17.44,10.23,6.07,10.19,19.30
6.875,7.13,4.30,5.72,12.00,6.69,5.81,12.57,19.92
7.000,4.79,7.09,6.52,9.39,12.80,8.24,10.58,21.73
7.125,6.47,8.42,9.83,11.51,18.15,7.97,11.69,21.64
7.250,5.85,3.55,4.61,8.55,27.30,2.98,11.91,26.37
7.375,6.56,8.02,4.57,10.01,32.34,1.07,13.28,28.14
