ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
1.92,6.12,3.29,5.37,0.99,7.89,2.89,5.45
3.51,6.43,5.94,15.76,1.61,10.01,5.90,8.24
7.97,4.17,6.56,9.83,3.73,12.62,10.98,5.94
11.51,3.86,13.46,11.69,7.00,13.64,8.99,5.01
14.79,10.36,8.15,12.4,13.37,9.35,6.38,6.29
11.47,9.74,8.9,12.18,17.84,7.40,9.30,6.07
3.64,3.91,2.8,12.97,18.01,8.59,10.50,9.88
2.36,7.22,21.91,9.79,13.90,9.66,12.31,11.51
3.51,4.79,18.06,22.66,9.17,12.31,11.65,9.79
3.07,6.96,30.13,23.99,9.52,10.81,9.96,7.93
8.68,8.77,25.09,20.98,8.81,8.86,7.58,4.08
9.96,6.38,15.58,12.44,9.30,5.54,12.49,3.60
5.5,4.13,12.57,14.21,12.93,6.07,10.94,5.41
8.11,6.87,6.07,13.19,20.58,8.15,7.89,10.72
7.49,4.26,8.95,19.12,27.66,11.56,6.69,7.18
5.01,2.31,7.71,21.91,34.25,10.01,10.01,4.75
6.78,4.04,16.25,18.77,30.66,9.83,8.55,8.24
8.15,6.56,16.51,6.34,29.34,8.99,3.02,6.56
4.66,5.28,12.75,10.89,20.93,12.09,1.61,9.79
7.58,7.31,15.1,17.53,20.09,11.51,3.68,15.01
9.04,5.63,8.59,9.52,18.72,10.98,8.46,14.26
3.07,6.74,19.7,25.93,16.29,6.34,13.37,11.82
8.02,17.44,17.09,16.25,16.11,7.00,16.73,9.52
10.27,16.47,16.69,15.45,13.33,9.52,13.64,8.20
4.52,6.29,9.92,17.53,14.39,11.34,20.14,15.10
6.65,7.93,13.11,6.52,12.26,13.15,22.70,16.42
4.52,13.99,7.97,7.31,10.89,9.66,15.63,10.01
4.35,11.11,10.32,16.64,10.67,11.11,8.95,6.16
10.01,10.45,6.91,19.08,12.09,7.75,7.13,6.38
9.08,16.82,5.06,22.08,13.24,7.62,3.15,5.81
14.74,17.75,14.21,10.01,9.52,10.19,6.03,4.04
16.51,15.94,33.32,6.25,7.22,14.26,13.15,7.71
10.19,11.2,21.15,21.95,13.19,18.72,19.34,7.05
7.22,7.4,28.32,8.81,20.80,17.66,20.14,8.20
13.33,11.34,15.54,19.16,25.49,19.74,26.33,20.31
17.7,7.62,15.89,21.91,21.60,22.17,38.40,24.87
12.84,5.67,6.91,18.99,17.53,26.73,41.85,23.23
5.45,6.74,7.93,21.11,19.78,29.43,21.42,12.40
4.22,16.16,15.14,35.53,15.94,27.70,11.42,12.49
13.19,25.22,18.28,11.65,18.90,27.70,17.40,23.10
12.22,20.62,14.03,29.34,16.64,24.96,19.87,25.31
8.64,10.41,14.79,9.08,23.81,28.41,7.89,11.42
3.15,11.73,1.74,15.27,16.82,22.97,6.43,10.36
12.04,13.19,12.66,8.95,13.11,21.02,6.34,13.59
16.2,12.75,4.61,9.83,14.34,19.08,10.45,11.91
8.81,12.22,12.26,7.8,19.25,20.23,22.79,12.00
6.43,12.09,10.81,22.3,28.85,18.10,28.10,10.19
8.55,11.87,5.1,6.65,23.45,14.74,24.60,10.67
5.19,8.99,11.6,15.94,19.92,10.67,25.44,10.01
5.06,7.44,5.1,4.52,17.00,12.57,20.27,7.75
10.63,5.5,6.6,5.59,19.52,21.38,15.45,12.80
13.81,4.39,11.11,6.43,25.00,29.34,25.80,11.38
14.34,7.8,23.41,9.66,28.01,31.15,36.19,11.25
15.27,11.25,25.05,13.99,33.67,23.85,39.20,32.52
21.15,12.22,11.78,7.8,52.20,18.28,28.85,35.13
14.39,5.14,17.48,12.31,52.73,18.90,8.59,15.98
28.67,8.24,13.68,12.93,56.45,30.04,6.03,11.42
40.35,13.19,39.77,9.43,44.24,36.99,7.13,19.70
32.96,9.74,19.7,5.59,44.86,42.43,18.50,15.05
12.84,9.79,18.9,3.11,53.18,44.07,19.87,6.96
7.4,13.06,22.17,8.42,51.89,39.20,10.45,9.92
11.2,8.64,10.23,3.2,54.59,34.60,13.59,13.72
16.55,15.01,16.07,25.36,46.98,23.76,18.19,18.28
15.32,21.86,18.59,19.92,41.54,26.02,18.55,21.77
8.2,15.32,4.48,12.53,33.45,26.06,10.19,14.34
5.54,8.28,8.68,6.6,25.67,25.98,10.41,12.53
7.53,19.43,10.27,20.8,27.35,23.23,15.67,16.55
21.11,19.56,11.2,12.53,26.95,20.62,17.22,14.96
32.43,12.88,33.63,11.73,24.60,24.34,10.76,20.40
28.76,12.8,20.23,13.99,18.55,30.31,18.72,30.04
14.43,14.65,15.1,22.35,18.10,38.14,17.35,38.76
4.48,11.25,8.86,8.77,17.00,45.75,5.67,26.99
10.05,5.76,3.86,11.73,19.96,38.62,11.11,10.41
16.69,9.74,26.37,9.08,23.63,29.74,20.98,8.02
17.62,16.33,13.77,18.06,27.52,15.85,19.52,11.34
10.58,18.99,5.72,7.53,31.15,11.69,6.07,15.98
3.73,16.47,4.3,12.18,23.54,11.65,5.06,20.85
2.18,7.62,2.14,4.75,19.16,8.90,4.39,17.62
1.74,8.06,2.49,23.01,8.95,7.71,1.78,15.27
2.49,16.25,3.29,9.35,7.22,6.25,2.49,12.13
6.12,19.3,5.5,19.78,5.32,9.43,5.32,24.60
7.49,32.03,9.17,12.26,6.38,12.49,8.11,39.60
4.7,36.9,1.78,36.77,7.75,15.54,6.43,40.17
1.83,28.23,3.6,18.81,7.31,23.19,2.62,27.35
1.3,14.21,1.07,7.27,5.45,26.95,1.21,10.19
1.92,13.5,2.05,20.36,3.60,33.89,1.87,17.31
3.02,18.01,3.91,7.22,6.38,27.39,2.22,23.45
4.35,15.71,2.84,20.85,10.19,20.05,4.70,13.46
3.86,11.73,7.0,8.42,19.34,9.48,10.94,4.97
4.08,8.51,5.28,17.57,19.39,3.33,11.87,11.34
3.82,4.3,4.3,10.5,21.02,4.75,7.09,12.13
4.26,6.96,17.97,31.99,15.80,8.81,10.63,10.58
3.6,5.14,5.37,8.59,17.88,17.70,8.77,10.67
11.65,2.84,9.96,9.43,21.64,19.25,9.92,11.91
20.05,5.45,10.94,9.61,32.43,21.38,22.48,8.73
20.23,2.93,13.81,3.95,32.83,14.79,24.83,4.48
14.61,1.96,15.8,5.37,32.92,10.85,16.60,2.22
8.99,1.87,36.02,3.6,26.55,5.76,37.74,2.98
6.12,2.31,20.8,4.97,20.85,3.91,55.43,4.35
6.74,4.26,14.03,13.46,13.37,11.16,49.20,5.54
11.96,6.12,6.43,7.05,9.88,19.34,25.22,4.22
16.78,5.94,13.46,18.19,13.41,28.50,13.02,8.95
12.0,6.29,10.36,5.06,15.76,35.31,23.23,12.49
5.23,4.22,4.92,6.52,14.92,30.04,18.19,9.39
3.15,4.26,4.7,7.36,9.12,24.78,7.97,6.56
4.39,8.68,6.52,2.27,7.62,18.55,2.53,16.47
4.22,15.98,10.1,24.83,10.94,28.63,9.17,37.08
4.22,17.35,18.1,8.9,19.47,34.11,28.32,45.92
7.97,10.41,23.45,6.03,39.24,40.35,40.62,27.21
11.34,3.64,7.31,2.53,46.23,30.97,35.66,7.89
6.34,2.62,9.26,1.96,45.44,23.50,20.98,2.09
2.62,0.9,3.99,1.38,32.30,10.63,4.30,1.25
1.34,1.21,1.69,0.68,17.22,4.79,2.05,1.07
2.49,2.84,2.18,3.07,9.17,3.37,1.74,1.74
5.1,5.28,4.44,4.08,4.08,4.52,4.35,5.10
9.43,11.82,6.78,4.26,8.95,9.70,14.87,14.65
10.67,12.35,6.16,4.66,13.90,10.45,28.32,25.05
5.23,18.46,11.91,6.96,17.66,15.41,34.33,28.10
2.14,25.27,4.3,22.22,20.76,17.22,25.49,36.46
5.19,20.85,6.34,9.04,19.43,26.95,11.65,34.73
6.16,12.88,3.64,9.3,18.85,26.51,11.16,14.43
7.93,15.1,6.96,14.96,18.19,22.53,15.32,18.41
3.82,19.12,16.2,6.56,28.05,26.20,24.56,17.66
18.1,20.09,10.94,9.43,28.67,29.38,35.93,10.36
31.06,15.85,33.89,7.44,33.49,43.84,42.30,9.74
28.45,11.73,8.15,11.69,23.72,43.36,30.04,4.83
25.27,9.35,14.12,10.23,29.87,42.34,28.10,10.27
26.06,14.56,10.54,32.12,24.16,40.35,32.79,14.56
13.33,17.97,2.71,16.02,29.25,29.25,14.74,12.09
7.18,8.68,6.12,8.37,22.79,30.97,15.27,10.01
4.88,3.15,8.68,10.5,22.53,19.25,19.39,9.30
12.0,3.6,2.58,6.69,19.74,20.18,18.32,12.40
21.73,13.15,2.84,7.09,20.71,13.95,14.83,10.10
25.98,15.01,6.29,12.49,22.53,18.99,17.93,10.36
24.69,12.71,24.16,8.46,21.15,16.42,21.38,17.35
16.07,14.83,5.54,13.37,21.77,17.04,13.37,18.46
9.17,15.49,43.0,14.7,20.18,16.95,13.81,12.35
26.24,11.96,18.28,3.64,24.25,25.00,15.23,6.87
27.52,10.32,25.27,13.02,34.11,26.86,17.48,16.07
20.54,12.35,8.28,7.18,35.44,27.92,16.11,22.53
13.64,21.91,12.88,18.1,32.74,23.68,9.66,26.55
5.23,25.22,3.68,10.76,16.91,29.65,6.52,32.21
8.55,20.76,4.44,15.32,8.95,35.44,14.48,33.80
8.99,8.81,4.97,8.55,6.38,43.45,17.79,30.40
21.86,4.26,22.75,15.27,12.75,46.23,10.89,33.36
24.38,6.38,14.92,20.27,17.84,39.51,14.56,20.40
17.66,12.66,11.38,8.42,20.93,27.44,23.32,12.44
12.09,14.65,40.7,13.24,17.57,18.99,21.82,32.70
