ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
4.88,3.37,4.3,3.73,3.46,5.14,5.98,6.07
6.03,2.22,4.83,2.22,4.35,3.29,8.73,9.12
6.65,1.47,6.12,6.16,4.13,3.95,6.96,4.75
6.07,2.76,5.37,2.4,4.04,6.52,5.06,7.89
7.71,9.39,2.76,4.7,4.17,9.70,9.48,13.95
13.02,14.43,2.93,6.52,5.85,10.10,5.41,8.81
10.01,11.6,2.71,3.68,6.12,8.95,5.90,8.42
7.0,4.08,1.92,5.41,6.74,7.27,8.95,12.88
12.8,10.27,3.91,3.77,7.84,7.80,9.88,15.10
14.03,12.13,6.82,3.64,14.03,14.17,10.72,16.51
12.49,18.28,5.67,12.35,17.35,15.94,11.20,11.42
15.27,27.04,7.58,7.97,21.64,15.45,13.46,14.52
16.25,27.17,5.32,38.49,20.23,10.76,17.22,25.93
10.05,19.08,3.46,9.7,16.25,14.43,16.33,24.21
8.28,16.69,3.82,12.8,10.58,21.24,7.44,13.77
11.78,12.26,4.13,3.29,4.52,30.93,7.71,13.64
9.35,13.59,7.31,8.73,7.36,27.08,9.96,19.03
13.99,14.52,5.67,8.68,10.54,29.51,8.51,20.89
15.1,11.56,5.5,16.78,18.32,23.50,3.55,13.33
9.21,5.67,5.76,6.52,18.24,28.10,5.50,11.20
5.06,6.91,4.26,5.72,16.64,21.24,6.82,10.58
14.87,17.53,2.53,4.97,9.96,17.40,6.29,7.49
16.73,20.31,3.86,4.97,7.71,11.69,5.76,8.59
19.92,11.25,3.37,4.61,6.87,8.90,7.67,14.39
19.3,15.89,3.33,3.68,7.97,9.92,13.19,20.98
12.53,18.24,8.73,12.18,9.17,8.77,14.74,19.08
6.07,12.84,6.34,7.93,9.70,13.46,12.71,11.20
4.7,3.99,3.55,7.75,9.08,13.64,16.91,9.79
3.15,5.37,3.77,5.85,5.23,16.42,12.75,15.32
1.43,5.63,4.92,3.51,3.46,15.98,6.07,20.23
3.07,3.68,5.5,6.07,4.75,15.71,11.65,20.49
4.52,5.72,8.77,5.67,5.81,13.68,15.89,12.22
7.8,9.61,9.04,11.87,8.02,11.51,11.29,3.95
7.44,9.12,6.78,6.21,10.81,11.42,11.07,6.16
10.23,13.33,8.81,5.72,15.94,14.70,22.39,9.83
8.24,11.91,7.18,3.95,16.64,14.08,20.76,7.67
4.35,5.67,6.12,5.01,18.90,15.45,8.42,6.03
8.24,4.13,13.64,10.85,16.47,12.44,10.63,13.95
7.36,4.44,5.94,6.16,18.72,13.86,13.41,17.62
10.1,11.51,12.0,6.56,12.57,10.89,6.34,15.49
12.97,13.15,3.29,2.45,12.00,13.50,6.82,11.56
16.2,14.21,2.67,2.4,7.36,13.11,13.50,7.84
12.88,13.06,3.07,4.22,6.38,19.65,10.54,4.30
15.05,10.85,3.15,3.86,3.99,20.18,7.62,2.18
22.84,18.01,3.37,7.05,3.99,23.01,8.99,8.06
