ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
13.68,10.98,10.23,7.71,1.69,3.82,7.89,8.33
16.86,14.92,5.28,2.84,3.64,5.50,13.02,16.64
8.24,12.62,13.15,12.75,4.92,6.60,12.84,18.41
15.23,16.2,8.81,4.97,8.02,8.37,12.35,16.20
19.34,15.98,10.81,14.3,7.49,7.80,15.05,17.04
10.01,7.89,14.17,9.61,6.56,8.02,19.12,17.22
7.05,8.99,6.34,7.89,5.01,8.95,28.23,27.74
8.42,8.55,14.92,15.67,5.54,10.23,44.51,48.84
3.64,4.22,9.04,5.37,7.27,11.25,49.37,53.97
7.44,9.21,14.08,15.14,6.25,8.73,37.34,36.15
4.75,10.1,7.44,7.4,5.67,6.65,19.25,21.24
3.29,13.72,8.51,5.14,5.23,7.44,6.69,18.01
8.37,13.59,18.94,12.26,6.03,10.10,8.64,13.28
21.11,20.0,12.09,9.96,6.21,13.15,18.06,18.63
25.0,22.75,14.08,13.11,6.25,13.46,17.04,15.67
12.57,11.03,16.95,12.93,6.74,13.19,24.47,13.37
8.02,9.04,7.71,6.38,6.29,12.44,26.68,17.26
9.35,8.2,12.8,5.85,5.81,10.67,18.85,15.76
11.42,8.95,9.61,8.59,4.44,8.86,16.78,13.59
7.71,9.83,6.34,12.53,4.08,6.56,14.39,12.80
3.95,7.75,18.55,14.03,3.46,5.32,22.04,18.72
3.99,6.16,9.96,10.58,4.48,5.59,20.98,19.21
7.18,6.91,16.16,14.08,5.98,6.74,17.75,19.70
14.3,13.99,11.73,15.63,7.62,7.67,27.35,28.10
15.45,12.31,10.14,14.34,9.66,7.44,26.73,21.86
13.19,8.11,5.41,5.32,9.48,6.82,22.88,11.69
13.59,13.81,11.91,12.71,8.99,7.93,32.70,17.31
10.58,5.72,9.74,3.86,8.28,10.94,35.84,18.81
15.23,15.89,13.59,25.75,15.80,20.23,28.10,12.09
21.24,30.84,4.39,12.13,22.22,23.15,24.78,4.48
