ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
4.75,6.29,8.59,9.79,5.90,10.27,4.61,4.22
3.99,6.82,5.72,7.97,7.27,8.59,4.22,8.55
8.06,7.97,13.19,14.74,8.99,9.04,14.03,19.74
7.97,6.47,8.15,10.54,8.46,12.66,28.67,30.04
6.78,7.8,9.74,9.83,7.53,11.87,29.82,27.35
6.21,8.68,4.88,3.68,7.05,13.46,21.69,21.95
2.89,3.86,5.14,7.22,7.80,14.21,16.78,23.37
1.78,6.03,5.23,3.86,9.96,14.30,12.93,17.35
5.23,9.88,4.22,8.28,9.12,13.15,7.09,10.10
7.09,8.15,6.25,10.94,13.46,15.23,7.13,15.85
14.52,18.77,8.95,10.72,20.93,16.38,24.34,37.12
25.31,18.85,25.98,45.52,26.68,21.29,41.77,52.07
25.84,9.35,11.65,11.11,31.81,26.77,40.26,47.51
16.29,13.28,13.81,11.25,24.34,28.59,28.76,25.40
8.59,12.18,6.03,6.96,27.83,34.20,21.07,11.34
5.85,5.85,9.43,3.51,23.32,28.94,19.92,10.50
4.79,5.67,10.14,8.46,30.31,30.97,23.19,12.75
2.09,13.37,4.17,6.47,37.70,30.71,36.33,24.12
10.23,23.45,26.95,29.51,42.03,29.96,43.09,39.16
14.79,24.87,11.11,21.2,48.44,34.07,42.61,50.30
8.68,15.49,8.42,13.72,47.34,27.13,51.81,61.62
28.36,24.38,35.44,16.78,42.34,33.89,47.60,57.51
30.35,23.23,11.03,4.75,38.05,31.37,36.24,47.16
16.11,11.69,12.62,10.27,21.95,33.67,15.54,20.27
8.28,9.92,5.5,4.57,17.88,29.29,6.96,9.04
7.53,5.5,10.19,3.29,7.80,21.69,14.48,16.29
5.28,5.94,8.81,6.87,6.74,15.80,14.79,16.73
6.21,9.57,5.28,2.45,4.44,10.23,15.10,17.44
8.64,12.88,7.05,7.05,8.59,12.04,14.26,16.64
13.77,18.1,4.83,5.59,9.39,12.18,14.79,16.69
12.97,16.2,6.12,6.96,11.69,12.71,13.41,14.48
3.82,5.54,5.72,6.87,9.66,10.94,12.26,13.06
7.09,7.8,3.73,5.5,10.89,10.85,9.48,11.25
7.67,8.11,4.97,6.6,12.00,9.88,7.44,6.60
3.6,11.03,4.08,17.26,18.15,8.11,20.62,6.21
6.16,20.49,4.39,9.39,30.40,12.66,38.45,13.19
8.28,27.39,2.45,33.23,33.58,14.21,37.70,21.46
3.82,24.43,8.06,3.86,32.61,20.09,21.20,23.90
4.35,16.47,11.07,9.35,17.75,13.64,9.21,11.42
10.63,12.53,6.12,4.7,13.41,12.66,5.59,7.89
7.27,9.88,7.8,7.75,13.55,9.79,12.04,16.95
2.89,6.07,5.72,6.91,17.75,13.55,11.07,16.51
5.54,4.39,3.42,6.16,14.61,10.32,9.08,13.19
6.12,4.52,11.69,7.97,12.53,12.84,15.36,15.94
3.02,9.7,4.44,7.31,11.20,17.84,17.13,23.63
3.29,12.13,2.05,4.44,19.21,23.06,13.02,32.52
4.75,8.81,3.46,3.95,18.01,22.22,6.21,31.81
5.81,9.79,5.72,8.06,16.69,14.70,9.39,24.69
4.08,17.66,5.85,3.86,10.98,13.33,11.82,23.06
1.92,18.01,5.23,6.03,12.97,19.08,12.35,21.55
4.79,17.57,13.99,5.67,15.01,21.73,15.32,17.09
8.2,13.55,19.47,11.34,17.00,22.61,10.63,16.33
13.37,15.36,10.76,11.07,18.55,16.78,11.96,10.14
16.64,15.01,10.32,12.71,23.45,17.97,22.88,10.94
18.68,15.49,8.11,11.42,30.00,14.03,24.74,20.93
15.41,15.71,8.55,13.06,32.39,20.27,22.04,23.37
10.27,17.04,16.2,22.61,37.30,22.88,18.19,34.07
4.66,13.81,15.89,7.62,27.61,40.08,17.53,30.49
5.1,4.61,4.22,7.22,24.69,38.23,9.74,13.72
6.91,5.28,10.41,2.31,15.54,34.69,2.45,7.49
7.93,6.74,7.49,7.18,22.17,24.07,9.57,9.66
14.7,7.49,13.55,1.56,28.81,23.01,12.84,11.51
28.63,3.11,19.56,8.02,45.48,22.26,10.94,10.23
32.43,4.79,16.86,13.02,47.47,22.13,21.55,5.50
21.73,8.15,11.47,6.38,46.72,17.62,28.05,8.06
9.43,18.01,16.2,12.4,36.72,17.93,25.00,28.23
12.84,30.71,13.02,17.93,25.62,20.85,11.20,37.17
8.42,34.07,3.42,18.77,17.79,28.10,3.82,33.98
8.68,24.52,5.85,12.49,13.02,45.83,4.52,27.52
8.64,11.38,5.76,10.19,22.17,55.12,13.99,20.71
8.68,11.6,5.76,10.67,27.61,58.17,16.38,12.84
9.66,12.71,4.08,8.37,35.09,55.21,8.37,16.16
8.9,8.95,6.65,5.98,29.65,49.20,9.96,23.10
7.53,6.03,8.59,6.91,27.08,46.01,14.30,30.49
6.87,7.31,4.22,4.22,26.33,44.77,13.90,26.24
6.25,3.91,17.57,4.57,27.35,42.30,8.33,12.80
2.53,3.55,12.62,4.26,31.81,41.28,13.55,11.69
9.74,9.61,12.75,14.83,31.19,35.00,16.51,15.23
14.21,9.35,8.46,4.26,25.00,25.62,8.68,10.94
15.67,4.57,9.17,10.54,17.79,19.25,10.98,13.41
15.32,6.91,14.96,12.13,7.97,9.57,10.50,13.90
9.17,5.63,3.07,5.54,10.05,11.29,10.01,13.64
6.69,4.57,15.71,10.1,14.03,19.43,20.89,23.37
15.85,14.21,3.15,3.37,16.86,24.12,23.59,25.00
17.84,17.22,3.6,8.37,18.28,27.35,19.61,15.85
12.62,15.23,16.55,5.06,14.61,21.38,19.61,16.55
5.59,9.48,4.66,8.11,10.41,16.82,12.71,17.40
2.89,5.1,12.13,7.13,6.52,12.18,7.71,22.70
6.21,3.77,13.95,11.07,6.38,14.65,10.19,27.26
8.28,4.48,9.04,7.4,9.88,19.56,12.31,23.28
9.17,4.04,11.51,6.56,14.56,26.77,6.56,16.60
16.91,4.44,10.63,9.39,26.15,37.21,8.02,19.03
22.22,10.32,22.13,12.22,30.13,39.29,18.41,21.64
12.44,7.49,9.79,6.74,37.34,45.39,16.20,15.36
3.68,3.07,6.69,4.3,24.03,28.94,14.39,18.19
11.96,5.63,4.7,4.83,25.67,28.89,20.93,28.01
10.32,4.44,10.23,4.3,24.65,24.96,25.75,30.09
9.35,7.05,4.57,11.96,46.94,47.65,22.70,25.14
11.56,7.31,5.45,4.83,48.84,51.98,18.32,20.31
13.81,10.1,5.85,2.89,50.96,54.72,18.01,24.03
9.08,11.91,3.73,9.26,38.18,43.76,18.15,24.74
7.75,13.11,3.6,1.61,33.58,39.60,10.67,13.41
7.49,12.04,4.66,8.64,29.16,37.70,11.78,16.07
5.37,11.65,3.33,3.51,26.33,35.57,13.77,14.56
2.09,7.4,7.31,10.27,29.47,39.91,11.91,7.40
2.84,3.15,7.44,6.07,31.15,43.09,8.37,6.74
3.68,2.76,7.18,4.83,27.08,38.98,8.51,8.64
9.17,6.43,6.69,4.7,19.78,31.68,8.55,6.07
10.89,8.37,7.0,2.89,10.27,18.77,8.20,5.85
11.38,7.13,5.63,5.98,8.06,15.85,7.31,6.74
9.88,5.67,6.91,4.52,7.89,10.23,3.99,3.07
10.89,8.37,7.53,8.81,16.29,15.18,8.15,5.85
14.03,11.2,4.57,4.97,25.53,24.52,19.65,14.12
15.45,11.34,7.62,5.59,31.64,31.06,27.48,22.70
11.47,6.69,15.14,7.09,41.19,41.81,14.52,14.21
8.99,3.51,5.72,9.17,37.56,35.88,7.49,10.27
8.24,6.25,9.35,4.13,50.04,48.00,18.85,27.52
6.91,5.19,7.22,3.42,39.64,40.00,14.70,25.27
8.55,7.93,6.6,6.34,40.13,41.72,5.54,12.44
9.74,11.91,12.57,9.21,22.26,22.35,7.53,7.09
10.1,7.89,6.82,6.07,19.16,14.96,14.17,11.87
10.63,8.15,10.41,10.67,28.10,16.73,20.14,14.56
9.48,9.17,4.97,5.14,36.37,25.62,19.21,15.76
9.88,6.78,8.15,10.89,39.73,28.23,6.38,7.05
9.08,5.9,5.41,4.61,31.77,25.67,8.68,7.05
9.35,7.93,3.24,4.35,25.05,15.80,8.11,8.24
11.16,10.81,6.96,6.69,26.59,14.61,8.68,6.34
13.02,8.37,2.58,13.37,27.35,13.15,17.00,11.07
9.3,4.88,5.14,8.95,41.77,25.18,28.36,30.88
8.06,11.07,5.1,30.84,40.79,27.61,29.07,35.75
6.47,10.76,7.18,3.95,40.70,29.91,10.89,18.59
6.21,13.68,7.36,11.07,26.73,20.67,16.60,12.18
7.09,12.49,5.72,15.8,24.96,18.81,28.32,24.16
4.39,27.04,6.82,14.7,38.01,27.13,20.23,28.76
5.41,37.52,5.01,36.94,49.06,36.46,11.47,37.70
8.68,23.81,7.75,9.3,62.15,47.82,24.29,39.24
10.27,5.23,4.13,16.64,61.98,52.16,32.21,29.78
9.35,6.91,6.96,7.0,53.97,49.24,35.04,34.73
6.6,2.4,7.8,8.37,46.63,42.96,28.72,28.63
4.97,2.0,1.92,2.8,27.92,32.34,14.92,10.45
4.61,3.07,6.25,3.6,25.71,25.80,8.81,8.02
10.05,7.44,9.83,6.47,15.23,21.55,3.24,10.45
10.81,7.49,2.76,4.88,12.53,15.49,3.64,8.68
8.28,7.62,8.33,8.77,11.96,19.47,9.04,8.37
12.93,7.31,11.78,9.52,17.53,26.77,26.46,23.01
26.77,14.7,26.42,27.35,24.12,30.44,37.03,28.89
22.7,14.83,11.87,9.83,33.80,36.10,32.34,22.75
9.17,9.35,9.66,14.92,36.63,27.30,26.33,23.59
3.95,6.65,5.32,2.53,49.95,34.33,26.59,29.38
5.1,4.83,5.9,9.3,42.61,28.14,30.71,30.13
5.19,2.36,3.2,5.23,45.48,36.19,21.29,18.01
3.02,3.73,8.24,5.45,27.57,26.11,17.70,15.76
2.49,7.09,7.44,4.7,20.36,20.93,10.32,13.55
2.14,9.83,8.2,5.14,8.95,9.43,4.39,9.61
3.82,8.33,4.61,5.54,6.69,3.86,7.71,8.81
4.75,6.6,6.07,7.89,6.29,2.76,6.16,4.66
10.89,7.0,16.2,3.64,11.34,11.38,12.49,7.44
23.63,8.37,10.1,12.13,15.36,21.82,18.63,18.32
33.45,5.76,41.41,13.15,26.55,31.06,18.28,29.43
24.21,3.68,4.83,5.67,29.12,35.84,13.90,25.09
5.41,3.77,17.93,10.81,30.35,25.62,8.06,15.63
7.05,5.67,5.14,3.91,22.57,19.34,16.16,17.97
2.71,6.07,11.78,14.08,29.56,22.84,26.73,28.98
7.93,11.16,5.67,10.23,32.65,31.81,29.43,32.03
13.77,20.36,5.23,3.24,41.19,39.16,26.55,21.29
15.76,24.12,6.16,14.3,31.24,30.13,24.60,15.85
12.57,18.68,7.44,7.05,24.21,22.57,18.24,23.37
8.73,10.76,5.94,9.21,13.06,13.86,11.96,20.23
7.97,4.7,6.91,4.88,9.12,9.08,10.23,13.15
7.97,6.38,7.4,7.97,9.39,10.41,10.63,8.95
5.23,2.84,9.17,10.45,13.24,12.75,8.20,5.32
3.64,4.83,4.97,13.68,20.40,18.59,4.83,6.82
2.71,9.35,5.23,15.45,32.48,21.55,6.69,26.55
9.17,23.85,2.36,27.04,38.93,23.50,14.08,44.86
17.0,25.53,28.28,16.07,44.95,24.47,15.58,44.24
18.1,16.42,6.82,10.98,35.31,19.87,12.66,24.16
12.97,6.69,13.5,8.77,26.77,18.72,7.93,6.38
6.74,3.68,5.98,5.85,12.44,11.03,8.15,7.44
4.57,4.7,7.0,6.82,5.54,10.14,5.54,5.94
3.33,3.91,5.14,3.82,7.18,8.99,10.27,5.59
5.14,8.24,3.46,3.42,10.41,13.19,11.11,9.04
3.68,7.53,10.05,8.02,13.11,15.85,8.86,10.41
7.4,12.0,13.19,17.57,16.29,16.78,21.20,19.87
16.38,21.07,24.74,22.3,15.63,16.38,36.19,37.96
22.57,26.11,18.06,37.3,23.85,13.06,39.69,44.15
20.31,19.34,26.29,29.25,31.95,19.52,30.22,31.81
10.32,7.18,5.37,16.29,43.58,22.97,21.15,15.63
4.13,12.49,7.4,10.89,62.51,37.78,23.28,19.56
2.36,19.08,3.86,21.64,65.60,36.24,24.29,37.52
12.97,25.49,10.89,25.89,72.28,45.30,25.40,42.83
19.74,22.57,4.48,10.36,64.01,38.89,37.70,33.85
16.86,9.21,30.18,30.4,52.96,39.11,56.58,49.37
16.78,3.77,12.84,13.24,50.70,37.34,64.59,61.49
18.32,4.66,4.26,15.05,35.66,32.26,30.93,43.05
18.37,8.59,5.54,24.03,36.02,35.93,38.01,43.14
12.8,4.88,30.35,33.23,24.16,26.95,55.96,55.21
12.57,13.64,5.59,10.58,23.15,37.87,44.33,43.36
11.51,15.1,14.65,14.21,18.85,32.83,26.24,24.38
5.14,5.98,7.13,7.18,15.89,35.84,9.08,10.27
5.37,4.75,4.79,5.1,12.49,24.07,4.52,7.36
4.57,3.24,6.21,3.07,8.51,18.59,9.88,10.81
3.99,2.62,5.59,4.17,6.52,11.87,13.19,14.39
1.69,1.61,6.6,3.33,5.85,7.97,15.98,18.19
4.13,4.79,1.69,3.86,7.49,6.03,13.72,18.77
9.52,7.84,5.72,5.98,11.25,4.35,12.80,14.17
7.8,4.61,5.67,4.66,13.77,2.89,14.52,9.57
6.21,8.55,2.58,5.98,15.89,4.22,9.61,5.54
14.03,11.47,7.8,3.86,18.55,11.29,8.24,5.32
12.62,9.04,2.09,5.67,22.84,20.05,11.91,17.26
7.27,8.15,4.48,4.35,37.43,36.90,16.33,27.74
10.58,12.44,2.45,8.15,47.82,49.15,25.31,34.38
12.93,8.95,8.33,9.79,53.26,56.23,26.42,25.58
11.56,2.8,5.14,8.11,59.77,67.86,26.24,23.85
10.01,3.42,6.6,6.87,51.50,60.56,24.56,27.97
3.99,1.96,3.86,4.61,47.69,59.10,20.76,22.66
4.7,5.1,10.05,5.06,29.87,40.84,22.30,23.50
3.86,7.97,3.77,4.57,28.67,34.11,29.16,33.01
6.38,10.58,4.97,3.37,32.21,30.88,23.28,29.65
9.3,13.77,5.32,11.78,41.41,36.06,29.51,36.46
11.03,11.42,6.74,6.16,60.65,53.35,35.22,30.75
8.77,18.94,15.41,11.56,62.99,56.32,26.95,21.86
11.91,30.84,23.37,19.3,75.03,67.82,20.09,35.35
12.49,34.29,15.1,23.59,62.29,51.94,13.99,43.80
8.37,25.27,8.06,10.89,54.90,54.46,8.11,33.67
2.53,13.81,8.06,14.61,41.28,38.58,9.21,19.47
7.62,10.05,7.67,5.01,27.04,33.58,7.22,5.14
16.29,14.17,5.85,4.88,25.36,27.79,7.27,7.97
20.14,19.08,14.92,7.49,15.94,20.45,22.88,17.17
21.64,23.94,22.75,25.0,14.08,15.58,33.45,28.32
22.97,24.38,28.14,23.32,14.17,15.32,35.88,26.55
16.69,14.87,14.34,15.05,26.51,26.24,21.38,15.36
8.37,4.48,16.16,22.35,25.18,30.18,14.39,8.46
7.75,10.32,11.42,19.43,25.14,31.95,19.83,14.74
11.29,12.49,8.33,24.16,21.73,28.05,12.18,9.92
20.09,5.59,29.82,44.15,30.44,36.63,12.13,19.70
35.22,17.93,13.15,37.17,29.78,33.49,13.59,28.45
32.3,31.81,38.01,25.05,30.40,32.74,11.20,25.84
16.73,27.3,7.44,16.25,25.36,22.08,10.05,22.88
8.02,11.56,10.85,6.87,34.64,27.04,11.34,18.37
9.83,7.18,5.14,2.84,38.54,30.44,8.42,8.86
15.49,12.44,7.62,4.52,42.92,36.37,24.12,17.40
12.88,13.64,9.12,5.01,42.61,38.18,27.48,17.93
6.03,9.83,9.3,4.83,30.40,27.52,15.54,16.73
6.96,8.33,4.83,6.74,23.23,19.87,18.06,28.14
8.55,15.05,12.09,12.75,10.58,8.95,11.91,18.59
8.9,21.42,10.19,12.8,7.13,9.88,18.15,19.83
16.25,16.78,22.48,27.66,10.85,10.27,37.25,50.74
21.07,6.69,22.92,28.1,17.40,15.18,44.73,56.05
16.69,5.14,12.31,13.41,42.07,36.63,45.30,45.61
11.56,9.61,11.6,10.01,52.91,53.62,26.99,21.33
10.63,12.22,4.13,2.45,61.76,66.49,15.45,12.71
8.81,7.36,4.61,5.14,57.51,61.84,10.19,11.29
4.48,5.23,6.69,3.82,43.93,45.97,8.59,8.24
4.57,9.48,6.38,6.25,33.76,30.13,14.30,11.91
7.44,4.88,4.75,4.26,15.89,14.61,14.96,14.92
10.01,4.3,8.95,6.12,11.42,18.94,10.19,9.96
5.06,7.71,1.78,4.57,11.38,28.14,7.18,4.66
3.42,7.49,6.91,6.21,12.13,28.54,11.82,8.11
6.6,7.27,6.16,3.42,15.27,25.80,7.40,6.82
7.4,5.01,4.17,5.98,18.01,22.61,19.52,18.06
24.74,9.61,11.91,14.43,26.90,22.61,33.32,36.77
31.24,4.88,33.32,13.24,30.58,29.16,28.72,50.30
18.24,11.69,11.73,11.11,38.45,34.33,13.68,47.03
6.34,15.41,13.86,7.31,30.84,36.55,2.09,26.82
14.21,14.48,11.87,3.2,28.01,31.02,13.86,26.02
16.95,10.89,8.2,12.62,16.42,21.95,22.61,24.43
16.51,8.59,8.42,9.08,16.95,23.85,29.74,27.35
13.41,8.15,6.16,6.12,24.47,33.80,25.36,23.01
9.92,7.75,10.27,5.63,23.28,30.66,15.23,16.02
9.08,5.63,9.48,6.91,22.04,24.52,15.98,12.57
8.2,5.5,18.01,10.63,23.99,23.41,27.79,19.39
8.77,17.35,19.52,22.88,28.94,28.23,42.43,46.67
19.16,28.72,20.93,17.09,32.26,29.38,34.03,54.64
20.27,21.38,12.49,14.87,20.93,23.59,20.09,37.43
20.89,12.4,7.67,4.83,17.53,25.27,17.62,19.43
32.03,24.83,15.85,5.9,22.48,38.32,34.38,24.78
41.85,38.4,14.83,26.95,23.37,34.38,45.04,39.51
30.97,29.07,7.62,9.12,35.09,41.81,35.62,33.18
14.61,19.87,8.99,6.78,32.26,33.10,19.03,14.87
23.99,17.53,8.77,8.02,43.84,36.86,37.61,27.61
31.59,21.46,9.12,22.66,30.13,22.30,55.21,41.72
23.72,17.4,15.27,17.13,31.64,19.74,54.19,41.28
10.19,12.26,6.43,4.26,21.11,26.59,24.83,26.59
6.34,6.29,5.67,9.66,21.69,31.24,5.98,18.99
8.86,3.73,9.21,7.67,12.62,27.66,5.01,14.43
3.24,7.09,4.66,6.16,11.38,15.10,3.15,14.92
7.93,13.33,6.6,5.06,7.97,8.46,9.74,23.32
8.33,4.61,9.96,15.85,8.11,8.77,13.55,24.83
2.4,8.99,10.1,5.67,13.28,11.65,15.14,22.48
4.22,12.26,9.3,8.42,21.20,13.02,9.04,14.21
4.66,6.65,6.52,3.2,24.78,15.41,6.60,7.62
3.95,3.95,9.48,5.45,24.47,12.57,15.05,7.75
3.82,5.37,8.2,3.86,18.50,10.41,9.61,9.08
7.49,5.85,4.44,6.87,13.28,6.96,6.43,4.79
9.35,5.19,1.74,3.46,6.69,6.12,13.90,5.94
6.16,3.11,10.81,6.74,8.11,11.91,17.00,15.10
7.67,6.12,8.73,8.42,10.50,15.01,20.31,18.19
12.53,16.69,29.51,13.55,11.65,15.05,31.86,25.31
16.51,15.94,17.22,11.34,17.97,18.01,37.74,39.82
17.53,13.15,11.34,7.31,29.47,23.59,25.89,39.20
11.51,14.08,5.9,4.66,34.16,34.82,11.73,25.71
4.08,8.68,7.44,6.52,26.73,29.96,9.92,20.18
3.11,5.59,3.64,4.75,20.23,35.84,14.03,18.10
2.22,1.96,3.07,4.26,22.00,35.57,23.41,26.11
4.13,4.44,7.89,5.32,33.72,49.55,23.50,28.14
2.4,7.53,5.32,4.52,41.90,58.70,30.66,31.86
8.24,9.04,14.43,11.42,44.37,63.04,22.13,25.75
18.19,17.93,12.04,11.11,43.53,64.63,18.15,27.39
16.82,18.24,16.95,12.35,34.29,56.49,31.64,48.00
9.52,13.37,27.92,27.26,27.48,48.09,53.53,71.75
11.11,27.97,19.92,10.45,18.28,35.40,60.25,74.41
15.36,38.09,34.07,15.63,18.85,29.47,60.03,72.90
15.01,29.29,16.95,16.16,21.69,28.63,54.19,58.62
7.62,11.91,7.89,6.34,36.33,41.32,33.89,34.38
4.7,5.01,4.26,4.52,31.42,38.09,10.23,13.02
5.45,3.02,4.04,4.22,27.79,35.22,8.37,7.49
3.55,4.26,8.24,8.33,13.33,19.74,12.44,7.09
5.98,6.12,7.53,3.99,11.20,12.66,11.78,7.27
4.04,8.33,18.37,7.13,15.05,9.48,7.13,18.63
19.74,22.35,17.26,9.43,21.69,9.74,19.65,32.88
31.15,31.28,24.69,14.83,24.74,10.14,27.30,37.78
21.69,27.57,8.81,27.61,31.02,13.77,20.23,33.49
10.41,16.2,3.82,14.61,29.51,18.50,13.19,20.62
18.19,15.8,2.58,13.5,27.97,15.05,6.91,16.20
13.15,14.79,3.07,6.07,20.45,13.90,10.05,14.83
6.25,4.48,11.16,7.09,20.14,16.47,8.90,14.26
4.48,3.82,6.43,4.3,25.22,23.50,4.30,5.94
7.8,10.63,6.16,5.06,23.81,19.87,4.83,5.19
13.46,16.95,9.35,10.76,21.86,14.61,13.55,13.37
10.54,10.72,2.76,3.91,14.92,11.03,15.49,22.30
3.07,5.01,11.51,8.59,15.67,20.67,10.23,15.49
7.4,10.94,6.52,2.58,18.15,24.87,11.11,11.11
6.82,7.4,8.64,9.7,17.57,25.22,14.03,16.51
1.65,3.29,7.36,4.92,14.43,20.40,13.19,14.96
4.57,9.3,4.04,3.86,7.53,13.46,8.73,7.53
7.18,9.17,6.47,5.85,5.59,8.46,7.93,14.48
11.07,9.08,5.94,7.97,7.93,3.60,6.47,19.12
12.62,12.35,5.37,4.79,11.42,2.40,7.67,13.41
10.58,14.52,2.0,8.06,11.87,2.49,19.16,12.26
7.27,12.49,2.93,6.34,10.72,3.29,18.19,11.34
4.79,6.34,2.62,3.24,6.96,6.12,7.62,4.92
2.58,4.52,3.91,6.52,9.66,11.65,6.25,9.12
6.96,2.05,6.91,8.77,14.87,18.77,9.66,16.02
10.32,5.19,2.05,4.83,27.04,31.33,17.22,19.30
10.1,3.99,4.88,17.66,26.73,31.64,24.56,10.10
7.31,4.39,4.35,5.67,21.15,25.93,24.78,8.20
1.92,4.3,7.58,4.48,10.89,13.24,19.47,13.06
7.31,4.7,4.08,6.74,6.87,7.84,9.96,5.81
10.19,8.06,8.06,6.38,7.97,6.29,7.89,6.47
10.14,11.91,3.46,7.22,11.96,7.75,8.77,10.05
11.11,15.71,7.8,6.12,14.39,9.52,14.12,11.60
13.24,14.17,3.02,2.45,16.82,9.52,16.38,11.56
13.33,8.86,7.31,4.04,11.82,7.89,16.55,10.72
6.03,3.02,5.67,5.63,10.23,6.91,14.12,11.73
4.26,4.92,2.76,4.26,12.00,7.27,13.86,17.35
6.91,14.08,3.6,4.7,20.00,7.75,22.17,26.82
4.3,12.97,6.29,14.17,23.68,8.64,28.36,26.33
8.15,3.73,6.03,10.23,25.36,14.39,20.98,12.00
8.51,7.4,4.35,8.46,16.73,14.48,14.03,4.88
5.19,7.75,7.67,10.41,13.41,17.75,10.19,4.35
4.57,7.18,5.01,6.87,10.76,17.31,9.61,12.53
6.65,5.67,3.46,8.15,15.63,21.20,17.00,21.64
5.94,12.62,10.63,9.88,27.44,28.19,13.28,14.17
18.24,25.8,6.78,20.89,30.13,26.51,37.39,22.44
25.27,30.04,16.6,21.2,35.35,32.08,48.49,37.65
8.11,15.71,6.16,14.39,26.20,27.70,38.76,39.07
27.88,19.65,6.56,16.38,39.20,43.27,39.16,56.58
35.04,24.74,13.86,26.95,39.24,41.72,41.59,56.98
12.26,12.75,7.97,3.15,50.35,57.60,36.15,36.90
10.54,10.98,7.09,7.71,40.66,46.81,21.69,19.47
9.43,8.99,6.12,5.23,37.12,47.47,11.56,6.87
6.87,7.67,3.82,8.37,32.21,30.62,6.82,12.75
8.81,10.5,2.18,3.33,24.34,21.20,14.70,18.15
5.28,6.52,5.06,5.45,19.70,10.50,22.92,21.51
3.68,6.78,2.53,8.06,9.88,3.64,22.97,21.38
3.33,4.97,4.97,6.65,7.84,2.49,13.24,13.72
5.76,5.85,4.52,9.83,4.83,2.58,6.43,7.89
7.93,10.67,8.73,9.43,3.99,2.27,6.38,7.05
5.81,9.48,3.33,6.78,5.10,2.53,6.74,6.34
2.8,5.01,8.59,8.11,7.31,3.24,3.29,3.46
1.52,2.0,5.85,2.93,9.08,4.13,4.26,7.53
1.34,1.12,7.09,7.8,8.46,4.04,7.00,10.32
4.22,1.69,3.86,3.64,5.94,3.86,11.42,13.55
5.81,2.0,3.11,2.89,5.10,5.94,13.28,17.53
2.45,7.53,4.04,3.11,4.66,7.58,9.83,16.82
4.61,12.53,7.58,3.37,6.60,10.19,4.26,10.14
7.36,11.42,5.14,5.98,9.43,11.11,11.11,11.03
8.37,6.38,16.47,5.28,17.44,20.67,15.23,16.60
10.23,6.96,5.9,3.6,20.80,22.22,9.70,12.44
9.61,6.25,7.18,2.71,25.18,27.61,6.34,11.07
6.07,3.46,6.82,7.18,17.97,18.19,7.62,9.57
5.45,9.26,3.51,4.52,16.86,18.46,5.14,5.37
4.26,11.34,8.33,8.59,16.38,15.80,10.54,11.56
3.68,10.05,4.22,5.06,22.39,21.91,18.63,22.70
5.06,8.37,14.7,10.98,26.95,25.84,20.27,25.18
8.15,5.94,7.97,6.21,33.45,40.48,12.35,13.41
13.02,3.55,12.8,8.95,25.80,42.43,15.54,5.94
13.02,2.98,12.71,11.87,19.43,46.76,16.20,5.59
6.82,6.69,9.92,2.18,15.85,36.41,13.72,11.16
4.35,14.7,13.33,17.35,17.48,30.97,4.75,13.24
6.82,12.8,12.35,8.06,20.27,27.61,4.22,10.23
11.03,10.19,10.27,10.05,11.11,23.23,8.11,12.57
16.91,17.31,15.85,12.71,14.39,31.73,14.96,17.40
6.82,11.47,11.42,7.84,14.34,30.58,18.19,17.57
7.36,12.26,16.69,16.91,22.53,32.08,25.40,10.72
7.71,27.17,27.13,15.8,21.02,28.76,50.30,25.80
13.55,29.43,4.61,24.34,27.30,33.98,51.10,38.93
14.3,22.44,9.57,8.2,32.34,55.65,16.69,29.43
18.15,16.11,7.8,14.79,45.70,64.45,16.38,17.48
19.92,17.53,9.92,13.72,44.82,67.51,29.69,22.35
11.91,17.13,9.26,11.65,50.66,57.86,22.92,14.30
4.48,9.35,9.35,8.28,38.45,43.58,10.67,4.83
6.12,3.42,3.99,8.42,31.46,31.55,4.83,5.94
8.33,8.73,8.15,1.92,16.95,15.89,13.41,12.88
7.13,11.11,9.88,4.35,12.26,12.44,16.82,17.17
4.52,6.6,10.23,6.03,10.98,10.54,14.12,19.83
