ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
3.2,9.35,4.7,13.68,11.16,26.11,12.75,14.08
3.64,15.71,12.53,15.27,20.00,20.80,19.70,23.10
6.12,25.0,9.04,24.65,33.89,27.30,19.25,33.23
10.94,21.64,15.67,21.55,35.71,29.51,24.52,31.42
13.5,12.18,17.09,14.56,33.94,35.84,29.96,19.52
10.1,9.17,8.33,7.44,20.27,29.69,19.61,8.95
10.81,16.25,8.73,8.59,13.28,25.18,6.34,6.69
10.41,13.46,6.21,17.53,7.84,15.76,6.03,9.66
7.67,6.6,4.04,16.73,4.88,9.08,6.87,10.58
8.11,2.09,6.52,12.09,4.08,8.51,4.88,8.73
10.27,1.96,3.02,6.07,5.37,8.81,3.73,7.53
12.22,7.93,3.95,3.95,5.94,8.28,4.08,8.06
16.11,13.28,3.33,10.76,6.07,8.46,6.43,8.99
14.83,10.58,11.25,6.87,8.68,12.26,12.93,15.05
13.33,8.59,7.05,16.38,17.75,25.53,39.60,23.10
22.75,11.82,32.21,8.86,21.20,30.18,55.08,22.84
30.09,6.21,8.28,10.89,24.87,33.89,47.74,17.84
21.46,7.4,17.22,8.37,16.20,22.92,25.58,12.88
5.32,9.39,4.79,2.27,17.53,17.88,7.31,9.74
4.3,3.64,8.77,8.46,13.11,12.71,7.89,7.05
7.27,8.64,4.97,16.42,21.95,18.06,9.04,5.01
15.14,8.55,10.36,4.17,20.36,18.37,11.69,18.46
32.57,12.18,24.83,20.27,24.74,24.52,18.37,45.97
49.02,17.04,25.4,22.26,15.58,21.15,14.87,54.46
39.33,16.86,20.23,4.44,19.83,33.23,5.59,41.46
17.04,13.59,9.66,8.95,19.78,31.77,6.96,25.18
13.77,9.43,8.95,4.44,28.89,34.11,6.60,12.88
11.65,10.85,6.07,5.59,21.82,25.58,12.22,15.05
10.72,15.54,3.11,9.39,21.38,19.92,12.97,23.81
13.55,17.79,3.6,13.28,15.18,19.96,15.76,25.00
12.0,23.15,7.27,10.5,15.58,20.23,23.06,15.58
4.3,31.28,15.18,22.66,14.03,28.50,46.14,15.63
9.96,26.51,17.79,21.51,15.36,23.99,47.78,32.30
9.61,12.84,7.62,5.06,19.12,19.08,19.52,32.43
6.52,8.06,11.29,12.62,20.14,12.84,7.49,13.95
5.19,2.93,3.42,9.35,14.56,11.29,6.82,11.20
6.03,5.67,11.56,10.45,9.43,11.51,4.48,8.64
7.22,4.92,4.79,7.89,4.57,8.33,2.76,3.55
5.28,2.53,6.78,4.75,4.70,6.52,2.62,3.95
8.37,8.06,6.69,5.37,4.30,6.78,3.42,7.00
14.43,17.04,9.74,14.17,4.52,7.89,4.70,12.40
15.01,20.76,2.62,7.09,5.50,11.96,14.21,21.73
6.34,15.1,6.82,15.76,11.60,20.23,23.41,29.12
6.29,11.03,11.11,5.37,19.56,28.28,16.73,21.42
14.34,10.32,9.08,9.12,21.69,30.18,33.76,26.86
20.49,14.08,25.36,17.79,15.94,24.87,64.76,54.77
20.18,16.6,7.71,7.44,12.80,19.74,52.91,48.49
11.11,11.11,9.7,7.44,15.10,20.71,18.46,19.30
2.27,4.39,10.63,8.95,19.12,23.99,6.82,5.01
1.96,4.61,4.39,6.25,14.87,19.83,6.69,6.52
1.96,6.38,11.25,9.66,12.13,13.55,6.43,10.27
6.52,12.35,2.93,5.19,10.41,7.31,5.85,15.58
12.62,11.87,7.84,4.79,14.30,13.86,8.59,14.08
16.07,3.29,5.14,9.12,13.46,28.50,20.62,8.64
17.22,9.88,21.64,3.77,14.52,40.39,31.19,7.36
11.73,16.91,18.59,40.48,21.33,46.28,23.59,22.57
2.4,14.26,8.68,4.48,28.67,46.23,12.13,37.21
8.02,6.56,10.32,15.32,33.45,46.81,9.12,30.58
5.72,2.62,6.34,4.75,25.62,40.62,12.40,18.15
4.13,4.08,9.35,12.53,20.27,29.69,11.03,10.63
9.83,10.94,5.37,6.47,24.16,22.53,7.62,13.19
9.26,9.12,9.12,8.24,29.12,22.04,10.01,13.64
9.04,6.12,3.24,12.22,38.98,24.87,18.55,17.70
