ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
8.64,1.56,9.57,4.08,8.33,7.05,14.48,9.48
11.38,1.69,5.37,3.42,11.42,14.26,29.20,13.86
11.87,4.13,4.97,1.96,12.49,19.43,33.05,16.73
9.83,6.56,4.52,3.55,12.84,21.11,26.42,16.69
7.31,7.09,2.4,3.86,13.59,19.39,19.39,13.50
7.22,5.59,8.73,3.82,14.08,11.56,17.70,11.60
5.98,4.13,2.76,3.86,13.06,7.36,17.57,10.85
6.16,5.41,4.52,4.52,10.41,4.75,10.76,10.01
4.52,6.52,7.4,8.86,10.27,7.18,15.14,17.26
11.38,7.36,5.85,4.08,13.28,11.60,24.78,25.18
14.52,4.75,12.66,8.33,20.00,13.68,14.43,20.00
9.52,3.2,8.2,1.87,31.02,19.43,14.30,7.49
10.23,7.27,7.0,5.94,34.64,17.44,29.29,13.59
9.08,6.69,6.96,5.5,33.89,18.06,20.18,15.27
8.46,6.21,3.46,9.26,31.50,15.58,6.56,13.99
15.8,6.16,5.19,6.43,26.73,16.60,19.70,13.11
17.09,2.27,7.13,2.98,27.13,20.67,30.13,9.26
10.27,6.43,7.4,8.42,23.06,20.27,24.03,5.41
3.55,8.95,3.11,6.82,25.00,18.55,13.59,4.52
3.77,9.7,7.09,8.24,23.99,13.06,4.17,2.67
11.51,7.31,3.73,4.48,20.18,12.35,3.46,6.34
13.15,4.88,5.9,5.76,13.41,16.20,11.51,13.59
9.21,7.49,6.03,5.67,11.11,21.29,16.11,19.52
6.96,9.43,9.43,4.44,15.71,23.63,10.76,18.28
3.11,4.26,2.31,3.46,18.63,23.19,14.39,14.43
6.78,3.29,3.15,4.52,24.52,20.62,14.03,12.35
7.31,1.83,4.92,5.23,22.92,20.49,8.95,7.05
2.45,2.67,10.1,3.15,30.35,22.30,14.08,5.94
2.18,6.65,3.6,5.28,34.82,22.44,19.08,11.73
4.48,9.52,8.81,1.3,43.53,23.15,11.60,14.03
8.55,6.16,2.89,5.37,47.16,20.76,6.29,8.73
12.53,2.09,7.36,4.13,38.98,21.07,10.01,5.45
14.03,4.35,3.99,4.39,30.75,22.53,12.31,7.44
16.47,5.19,7.0,6.69,17.31,24.83,23.59,4.88
9.43,2.49,2.89,2.0,17.66,26.02,28.98,10.14
3.07,1.43,6.52,8.81,16.55,22.57,36.94,21.55
9.48,3.29,4.52,3.64,18.28,19.21,40.53,24.47
10.76,4.97,7.8,8.81,18.59,16.02,29.91,20.31
10.5,6.91,3.82,2.14,17.88,14.08,14.96,13.50
17.22,7.27,7.18,7.84,14.96,13.50,13.02,11.07
21.2,6.38,2.27,2.8,12.84,12.04,36.77,14.39
21.73,6.12,3.33,6.87,12.04,12.66,50.35,13.06
14.52,6.03,7.09,5.85,12.57,10.36,47.07,12.80
12.18,8.24,6.91,4.83,14.70,10.67,38.45,17.22
11.2,10.45,4.75,2.8,17.84,9.79,32.34,17.53
10.5,7.89,5.06,4.52,18.46,9.21,32.88,17.35
3.46,4.04,1.83,3.07,17.13,6.78,33.45,26.86
5.94,3.46,2.8,5.19,11.20,6.56,29.56,30.18
8.46,4.44,4.83,6.52,9.70,6.29,25.53,22.00
9.17,5.06,8.9,5.28,7.67,6.78,25.62,22.22
6.07,4.7,2.67,1.25,12.09,7.53,22.44,18.41
5.5,6.29,7.22,4.35,15.23,8.81,15.36,5.63
4.3,3.68,8.24,3.68,15.89,9.66,10.81,7.27
6.34,3.07,10.67,5.1,16.51,10.10,13.99,10.27
6.21,2.67,6.78,4.35,15.80,10.32,15.63,9.52
4.48,2.18,3.68,6.78,17.13,9.70,16.42,16.64
5.98,5.94,2.93,3.77,20.36,7.36,17.48,24.60
4.13,7.36,5.98,3.33,21.24,3.91,26.64,29.91
6.29,5.32,2.8,4.79,23.28,5.54,34.87,27.48
10.85,2.89,4.7,4.3,23.06,7.44,33.98,20.14
13.11,4.44,2.71,2.89,23.85,13.77,36.63,21.69
13.99,7.22,3.33,2.4,18.94,12.00,29.74,15.01
13.99,10.27,7.36,6.25,11.69,10.67,10.85,9.43
13.28,10.58,7.4,6.07,11.51,15.36,13.77,15.23
11.91,6.34,7.58,6.34,15.18,23.99,14.87,10.67
10.41,2.45,11.16,7.62,17.66,30.13,7.89,6.82
10.01,3.68,1.96,2.71,15.05,25.44,5.85,13.68
7.44,3.77,2.71,3.68,18.81,20.54,10.01,17.75
5.54,2.93,3.68,5.63,31.19,21.51,12.40,21.60
8.77,4.08,4.75,2.89,33.67,20.36,9.70,14.96
7.36,3.68,4.39,3.42,35.48,21.64,8.95,5.06
7.93,2.89,4.39,2.45,23.37,18.10,5.37,6.47
11.25,2.05,9.12,2.14,15.80,16.11,6.78,15.14
10.58,3.68,4.48,4.35,8.68,12.31,11.11,18.72
4.75,2.31,4.92,4.48,8.46,8.11,16.02,13.37
14.7,2.45,5.28,2.49,10.81,5.72,22.66,7.62
18.28,2.14,2.4,2.84,9.57,3.77,20.23,10.85
13.86,2.4,1.65,3.82,6.21,2.58,12.93,9.30
11.29,3.99,1.65,2.58,8.73,2.00,10.10,6.91
7.8,4.75,2.89,3.37,13.55,1.92,13.33,16.11
8.77,6.78,4.17,5.76,16.16,2.18,18.94,26.51
10.76,7.22,6.34,7.8,14.03,3.77,21.86,24.38
8.59,6.78,8.64,2.58,8.51,8.99,17.40,16.82
5.63,5.94,8.15,4.35,6.29,16.73,15.89,6.52
6.34,5.06,9.74,2.62,4.66,21.29,18.10,10.41
6.87,5.14,5.59,6.03,6.60,24.21,10.01,15.05
4.26,2.27,3.2,3.42,8.51,28.14,3.46,11.11
6.47,2.58,4.79,5.5,15.58,30.22,5.67,9.83
9.08,4.52,7.36,2.93,17.17,36.37,4.30,8.64
7.36,5.63,5.45,5.9,19.87,32.52,7.49,7.13
4.97,4.08,4.3,3.2,15.80,28.98,6.56,8.42
10.41,3.42,3.77,4.83,13.02,18.24,7.75,7.75
9.79,5.19,6.03,3.24,11.51,10.01,10.45,7.89
6.47,3.95,3.82,5.06,11.47,7.67,11.60,5.45
23.68,5.59,6.74,5.01,15.94,6.82,11.20,4.88
28.19,10.32,7.62,5.63,15.58,8.73,18.06,5.23
18.68,8.42,3.29,2.0,15.32,7.53,20.80,5.98
7.36,4.13,2.31,5.81,12.22,7.13,13.72,4.17
5.85,4.13,5.37,2.71,10.67,3.91,7.40,2.76
9.26,4.83,12.53,2.49,13.19,6.82,10.05,5.19
