ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
4.61,3.82,6.52,5.63,2.36,6.52,3.29,3.29
9.66,7.93,16.25,16.33,3.91,4.61,8.33,6.56
9.21,6.56,6.87,3.42,5.67,2.05,11.51,7.62
14.39,15.05,13.46,12.75,7.18,2.58,6.47,5.32
22.97,21.51,8.59,7.09,7.75,4.04,7.80,13.37
15.45,12.97,10.63,16.95,7.62,6.43,18.85,24.21
4.7,7.89,10.45,6.69,10.23,10.85,17.62,21.29
9.88,10.58,8.73,14.3,12.00,12.49,9.08,10.85
12.13,9.12,15.63,10.41,16.07,14.08,21.24,28.45
7.05,8.55,10.58,13.33,19.65,13.02,19.61,30.40
6.6,8.51,7.89,15.32,20.54,12.66,7.49,11.38
8.99,9.17,14.96,14.17,19.21,11.91,14.83,8.24
6.47,7.75,8.59,9.74,15.23,11.29,18.46,14.92
7.05,8.46,15.67,18.41,18.59,13.19,19.21,14.52
12.22,16.78,8.2,13.77,20.62,17.31,16.47,13.77
17.31,22.08,9.21,8.42,20.09,17.17,16.16,14.74
17.4,17.75,4.97,9.39,14.61,15.27,14.48,12.44
17.4,17.17,8.24,6.47,10.58,10.89,14.34,11.96
10.1,10.54,7.71,10.94,14.26,14.30,17.09,14.65
6.34,7.75,21.2,18.99,16.02,15.85,13.06,12.22
16.69,14.96,16.95,7.09,22.70,22.75,10.41,10.23
15.05,12.0,14.96,12.88,25.89,26.55,17.66,16.38
6.82,7.84,38.89,20.27,28.94,30.27,18.81,18.68
4.08,9.52,20.05,20.62,32.48,32.92,12.04,12.84
4.08,6.74,22.0,16.16,28.14,27.08,6.78,9.66
3.95,4.17,10.19,11.87,24.43,22.17,7.00,8.68
16.07,16.38,10.41,6.82,16.69,13.55,8.64,8.33
24.07,23.9,7.09,8.86,14.26,12.49,9.74,13.33
22.92,23.23,16.6,10.98,11.65,11.38,18.06,22.53
17.09,20.05,6.78,3.91,10.05,12.35,21.69,22.13
16.82,20.18,4.3,7.53,12.18,13.55,18.06,14.39
9.66,11.42,7.09,7.18,15.45,15.89,17.48,13.90
7.18,7.67,8.95,8.77,24.16,18.46,15.18,13.28
8.37,13.19,7.09,7.8,25.49,17.53,18.15,17.57
5.94,9.48,12.66,15.85,31.86,23.45,14.12,13.59
9.66,11.11,9.39,12.53,33.98,25.00,4.97,4.92
6.96,7.18,8.95,9.08,31.24,25.98,6.87,6.52
8.77,5.28,19.92,19.87,30.49,24.07,7.71,5.37
7.58,7.36,8.99,8.64,21.69,18.72,10.10,8.11
2.98,8.42,17.22,15.1,20.31,17.75,16.16,13.50
3.55,9.83,9.7,9.43,12.97,9.79,11.16,9.21
4.13,9.12,19.12,13.28,10.81,9.30,5.28,6.29
4.97,8.51,19.47,15.8,15.23,14.30,12.18,10.10
7.67,8.95,7.36,7.67,31.33,29.38,12.53,8.06
10.58,21.77,14.79,22.7,36.68,36.24,15.63,7.80
7.49,34.95,13.24,12.49,36.28,41.06,13.95,30.80
5.76,31.33,6.87,30.18,20.14,31.46,8.37,45.44
10.98,18.06,20.0,18.94,16.64,28.94,9.30,37.61
11.51,15.32,10.76,9.39,19.78,23.41,12.09,21.38
9.57,11.29,27.57,30.35,20.45,22.08,15.98,19.92
11.47,4.13,11.91,10.32,22.53,22.53,14.56,18.81
11.96,10.81,19.21,22.39,16.51,23.94,14.52,18.55
6.47,14.21,10.1,10.45,16.55,25.05,21.15,22.75
4.79,12.53,18.85,34.42,17.04,27.26,17.09,15.67
5.28,4.7,16.55,19.21,15.58,24.43,7.09,6.52
7.31,4.83,11.2,12.44,13.41,20.40,2.98,3.46
7.8,5.37,21.15,19.65,7.80,12.88,6.96,7.62
4.44,8.33,5.54,6.47,5.98,8.77,11.07,11.96
10.58,16.38,14.48,9.35,6.03,8.77,8.68,10.01
12.4,17.62,5.54,7.53,9.26,11.73,8.73,7.97
3.2,8.33,16.29,13.5,9.74,10.89,9.74,7.89
12.0,13.64,7.31,6.21,10.50,10.10,8.55,5.72
15.32,18.72,10.89,9.3,8.55,5.63,5.98,3.02
8.46,13.37,10.72,9.08,7.62,4.52,2.89,4.30
3.37,9.96,12.49,13.46,6.65,3.51,7.05,8.59
9.7,13.11,18.59,18.5,7.00,4.61,10.72,10.01
11.91,16.86,11.03,7.0,8.59,7.36,9.61,6.43
8.33,13.99,6.87,8.64,9.88,10.27,5.98,5.63
1.96,3.55,9.66,9.08,12.66,14.87,4.48,9.21
7.44,14.7,4.61,4.57,10.50,16.16,6.96,8.68
7.4,16.33,22.84,21.77,9.88,14.96,8.59,8.24
7.62,8.37,22.13,25.89,5.23,11.11,6.91,8.68
5.72,10.23,10.85,9.83,4.08,7.84,9.04,12.71
5.81,5.1,12.35,14.48,4.17,8.59,12.09,15.67
14.48,8.28,25.93,26.2,4.57,8.64,6.60,10.14
11.69,6.07,11.16,8.37,4.48,6.78,8.33,6.52
5.37,3.86,34.87,33.05,3.20,4.08,18.24,14.65
5.63,5.23,8.33,10.32,2.84,2.45,19.34,13.81
10.19,9.3,26.99,30.84,2.80,2.22,17.17,12.18
11.96,10.5,5.41,6.21,3.51,2.49,19.03,15.76
9.21,8.59,10.14,8.02,5.94,4.26,18.59,17.40
3.2,2.4,23.23,18.94,10.19,6.07,14.56,14.61
7.18,6.12,10.67,14.65,12.31,7.67,7.97,7.67
5.54,4.7,21.24,18.81,16.95,9.92,6.34,6.74
10.89,11.6,21.86,17.62,15.63,10.14,4.97,5.72
16.29,15.89,17.26,11.38,16.95,10.76,2.93,4.30
9.83,9.3,23.1,24.34,13.46,8.86,9.96,9.88
7.53,7.49,18.63,13.55,15.85,12.31,10.05,12.09
11.65,10.72,10.41,6.6,19.16,17.53,14.48,16.86
19.74,16.91,26.15,29.25,24.21,21.29,20.45,18.81
21.69,16.69,9.74,8.68,31.55,26.82,17.35,16.38
19.39,15.1,10.14,16.47,30.27,24.25,12.93,13.50
12.35,12.18,17.97,18.01,34.69,29.38,15.89,14.61
8.95,11.78,7.22,6.21,24.12,21.24,19.96,18.06
11.96,11.65,14.7,11.6,18.85,17.75,17.48,17.04
16.95,10.32,6.82,6.38,7.75,7.67,15.98,15.58
25.31,19.43,17.7,13.68,5.06,6.21,8.77,7.36
23.72,20.31,8.02,11.91,4.04,5.32,3.51,2.40
12.93,10.72,28.67,27.13,4.08,9.30,3.77,1.74
6.91,5.63,9.21,13.95,2.89,10.27,8.15,5.32
13.15,14.12,9.74,8.06,3.11,12.66,8.73,8.81
17.62,18.77,13.46,17.79,3.42,14.21,9.12,11.03
15.32,15.85,13.99,12.75,3.86,13.55,12.35,13.11
10.67,11.51,7.71,8.28,4.04,12.13,10.23,10.76
7.05,10.05,9.26,10.23,5.19,10.23,6.87,8.06
13.41,16.33,8.86,13.15,9.66,11.51,12.71,16.29
15.76,18.9,20.05,20.31,14.03,15.67,22.75,22.00
10.5,14.34,6.29,8.46,25.53,27.08,27.79,20.67
8.15,11.87,19.65,17.62,28.59,31.50,27.21,16.95
5.19,8.42,10.23,13.37,40.35,46.45,11.96,11.11
6.25,7.31,14.17,11.73,46.10,48.58,22.61,21.91
6.87,8.55,23.81,20.18,48.75,52.47,29.60,23.54
8.11,11.82,7.44,6.12,44.95,46.06,12.22,8.77
6.74,11.03,16.82,14.87,27.30,29.07,8.77,8.33
5.37,6.38,8.11,11.25,22.84,22.17,19.21,17.57
4.75,2.76,5.41,6.78,31.42,27.57,23.94,22.00
