ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.84,3.86,3.73,3.42,2.53,7.44,3.51,4.30
8.28,2.98,6.34,10.27,6.25,9.96,9.26,8.51
11.69,4.75,6.69,4.04,9.43,12.66,16.20,18.85
10.27,12.53,11.6,8.77,16.51,22.30,18.85,23.68
7.22,14.39,11.25,6.87,21.95,32.12,15.01,19.74
6.56,8.59,12.35,4.13,22.22,38.09,29.69,9.83
12.09,1.78,33.23,4.04,18.46,46.50,43.98,3.99
17.09,2.49,7.22,5.5,11.96,36.55,38.80,6.91
11.38,2.09,11.87,8.46,9.79,32.34,21.86,11.82
3.15,3.51,8.81,4.04,10.01,14.26,9.35,19.65
3.24,5.5,4.61,2.36,8.73,8.59,5.59,16.33
7.05,5.9,13.28,8.11,10.23,3.95,3.29,6.78
9.52,7.18,7.84,6.03,9.92,4.04,5.67,7.80
8.95,6.82,9.12,8.68,11.34,6.07,6.03,7.97
7.0,6.91,5.06,3.37,10.63,6.96,9.08,6.52
4.97,6.25,5.76,6.47,9.52,11.51,13.86,8.15
3.55,7.31,2.45,3.37,6.12,13.55,9.70,10.58
1.38,8.9,4.92,8.68,4.13,11.91,3.82,8.42
4.08,5.01,9.92,7.97,2.05,8.02,4.44,6.47
6.91,3.91,1.87,7.0,2.00,5.14,4.22,4.75
5.76,7.13,11.07,9.96,4.75,4.61,5.50,7.18
3.15,5.63,10.1,10.63,7.13,5.28,6.25,11.25
1.65,10.5,8.95,8.2,10.85,5.63,5.28,13.41
1.38,13.77,15.71,11.65,9.96,10.67,3.51,11.07
2.09,9.83,2.98,5.9,8.99,14.08,2.89,7.44
6.82,6.16,3.29,7.8,6.65,16.25,6.82,8.68
8.42,6.65,2.53,4.3,6.78,13.19,11.47,12.04
4.66,4.75,7.8,9.35,7.44,9.92,14.48,14.26
3.77,2.62,3.73,10.63,6.82,10.41,10.98,11.29
6.43,0.99,7.36,4.66,5.37,13.99,7.05,7.62
8.24,3.33,12.31,7.22,4.39,16.86,6.91,5.76
4.79,3.15,9.48,5.67,5.19,20.14,7.84,8.24
2.18,3.73,5.23,8.55,7.49,22.26,11.38,9.57
3.91,5.28,6.43,6.91,8.33,22.92,11.16,9.88
2.71,4.35,8.15,10.1,7.49,21.51,8.20,8.81
4.83,4.08,12.22,8.06,7.09,16.86,5.28,6.47
5.72,4.92,9.74,3.33,8.95,12.66,8.68,4.30
3.51,3.55,7.31,5.5,12.88,10.10,8.55,4.35
2.76,4.7,3.37,2.71,18.15,8.73,4.70,13.15
4.66,4.17,9.92,2.71,18.99,10.01,3.77,15.49
5.01,2.14,11.29,13.64,17.09,10.23,4.39,10.50
4.88,4.52,12.88,4.88,12.49,8.99,3.46,7.40
9.26,7.53,13.37,10.5,8.37,6.91,3.24,2.53
15.67,9.61,12.53,12.44,11.20,7.49,3.99,4.22
16.11,12.09,10.45,8.37,16.60,9.43,5.85,10.94
10.19,15.01,23.5,13.15,21.11,19.12,7.58,17.48
4.88,17.22,7.93,13.37,23.37,24.21,13.33,24.60
3.37,22.17,18.63,5.9,19.30,28.94,14.39,24.83
2.14,26.64,5.5,38.45,19.96,31.99,13.11,15.67
5.14,22.53,9.79,4.97,17.62,35.04,10.54,5.32
7.49,13.46,7.53,17.31,20.85,31.59,6.25,12.31
6.43,6.16,5.9,4.79,15.58,22.57,14.74,16.55
7.05,4.66,6.12,3.02,14.74,10.41,20.98,10.50
8.55,2.58,3.82,1.83,17.93,10.89,20.49,8.90
2.67,6.12,15.27,4.66,23.41,12.66,17.97,10.72
8.06,8.73,8.15,9.88,25.40,12.31,16.02,13.41
10.54,7.58,11.11,8.73,22.92,17.26,10.98,21.07
9.52,4.61,5.81,26.68,19.30,23.37,3.86,41.72
5.72,14.12,3.2,18.99,17.93,34.56,5.85,43.98
3.07,15.85,10.98,7.53,17.00,41.99,6.16,24.69
4.75,10.36,7.09,14.65,15.05,40.13,3.91,11.38
8.37,9.92,8.64,4.26,17.09,40.00,7.13,13.90
10.27,9.66,10.98,13.64,17.70,43.00,7.80,17.26
9.3,7.71,8.55,4.57,28.72,49.02,2.84,13.55
7.93,2.84,10.85,8.59,30.04,50.12,4.04,6.78
4.44,1.65,4.97,2.49,29.07,48.36,6.21,9.30
3.2,3.82,19.16,4.22,18.94,37.83,15.27,16.07
6.38,9.35,11.56,6.25,16.02,35.97,28.72,11.51
6.74,13.11,7.0,5.5,20.49,24.03,32.88,8.20
7.44,10.32,5.59,3.55,23.99,18.28,17.57,16.33
7.84,2.36,2.98,6.96,23.99,10.98,5.90,17.04
8.68,8.24,5.41,10.54,20.62,10.76,5.81,9.83
6.87,17.22,5.81,14.74,22.08,16.02,13.28,4.97
10.45,17.09,5.37,20.31,27.44,25.36,15.41,2.98
17.66,5.9,6.78,7.0,25.49,29.07,14.96,4.13
19.03,7.44,6.29,6.21,18.72,25.09,16.02,3.60
16.38,18.94,9.17,5.19,8.46,17.57,14.70,9.48
