ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
6.07,5.14,6.43,4.52,7.71,15.14,10.45,9.70
2.4,2.58,7.53,6.52,8.33,14.56,13.11,14.03
8.28,5.54,4.66,14.48,15.94,16.33,9.43,9.12
9.39,10.14,7.0,5.19,21.29,18.24,17.93,21.82
6.38,24.12,8.86,26.46,30.53,22.13,22.75,46.50
9.96,30.84,6.03,15.94,31.86,24.65,10.76,43.71
7.13,23.63,5.9,6.78,25.00,29.25,2.09,33.98
1.92,7.93,2.18,4.79,15.71,34.69,1.47,25.00
2.0,8.46,1.87,5.63,6.29,35.09,2.53,11.25
1.12,3.86,1.38,0.94,4.52,29.74,1.07,3.02
1.34,1.21,2.14,1.92,3.91,21.33,1.34,2.89
1.65,1.38,6.82,1.52,2.98,12.57,3.02,1.96
9.7,1.43,7.27,2.0,2.93,7.44,6.87,0.99
21.02,3.42,18.59,3.29,8.73,4.30,17.04,4.44
21.95,4.83,13.64,3.46,12.40,11.69,18.99,7.00
11.42,4.75,7.62,3.82,19.78,15.32,11.29,11.65
3.07,2.67,4.75,1.34,18.10,20.40,2.93,8.15
2.8,2.14,2.22,3.11,17.79,14.26,3.02,3.64
1.34,2.76,2.05,1.83,10.41,14.83,1.83,3.68
1.12,2.22,0.72,2.14,6.16,10.05,1.07,2.14
1.47,1.03,1.12,1.69,3.42,9.39,1.56,1.65
1.38,1.43,2.49,1.69,2.71,5.37,1.47,1.47
1.65,3.02,4.44,2.62,2.80,4.04,2.76,2.53
6.6,3.11,5.45,2.22,3.99,5.85,5.06,4.75
15.85,5.32,9.88,3.2,8.95,9.74,11.51,5.85
17.66,6.43,12.66,4.48,10.14,13.77,15.45,4.22
9.92,4.83,3.99,9.21,18.55,13.28,14.48,2.45
3.86,3.91,6.12,5.37,22.00,12.40,5.67,5.37
8.64,5.45,8.2,5.41,34.69,16.60,17.53,11.65
7.93,7.53,7.67,13.77,40.97,25.14,24.38,22.88
32.48,28.41,9.04,10.89,44.15,30.66,36.50,34.64
47.07,39.6,14.52,35.75,41.94,34.33,52.03,37.39
34.42,30.04,11.03,5.63,42.74,42.87,46.14,28.59
16.07,18.06,8.37,11.65,42.52,47.29,27.48,12.53
11.03,13.86,3.95,4.92,58.62,67.64,22.00,2.67
8.33,14.79,4.7,25.05,56.05,69.67,16.60,9.52
5.81,6.52,2.62,10.19,57.51,75.56,7.49,16.42
4.88,1.96,7.09,11.91,43.71,68.52,8.46,13.59
6.78,5.14,5.28,6.29,34.60,58.79,9.74,8.37
5.32,5.85,5.01,10.98,26.02,44.42,4.70,5.10
3.42,2.0,1.87,2.4,21.86,29.20,2.49,3.07
5.67,6.29,3.77,5.32,20.80,25.14,7.75,6.16
6.74,9.35,6.21,4.17,21.82,29.78,9.12,9.88
5.06,8.28,4.92,2.84,20.09,33.80,4.57,5.67
3.24,3.02,6.6,6.69,15.05,27.21,8.06,3.29
3.29,5.1,8.95,12.09,13.24,21.69,9.48,2.98
4.7,6.25,2.53,4.57,14.03,21.24,9.21,6.38
5.01,3.37,8.24,9.57,17.62,23.59,10.14,9.61
2.76,2.98,3.6,3.68,22.57,34.38,6.21,8.68
1.83,5.14,8.51,7.4,28.23,46.14,4.39,5.45
