ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
7.53,8.06,4.75,7.09,9.52,11.42,4.66,8.20
9.88,13.86,4.61,4.75,16.86,14.30,9.35,14.48
4.61,9.79,2.14,3.29,29.87,25.36,11.07,17.04
6.07,5.37,3.24,3.24,30.75,26.73,3.91,7.80
10.54,7.27,3.07,2.49,35.57,29.60,6.25,6.82
10.27,7.4,2.84,3.15,23.32,18.28,7.05,10.32
8.02,4.52,2.67,5.76,19.78,12.75,3.73,5.32
2.31,7.05,2.76,1.83,8.64,5.76,10.81,10.23
5.94,11.78,3.42,3.29,8.28,6.87,14.70,24.47
9.48,13.02,3.24,1.25,5.32,9.04,10.58,22.26
4.52,5.19,5.14,4.17,6.74,8.06,7.75,8.20
8.33,5.81,5.23,4.88,10.36,8.46,10.67,4.44
11.91,5.1,5.9,8.11,18.41,8.11,11.42,8.51
8.02,6.34,4.22,1.69,22.35,12.88,8.51,8.64
5.06,8.81,2.0,4.44,25.71,13.06,4.52,7.09
6.78,5.85,5.01,2.98,20.54,14.03,6.07,15.76
9.35,9.21,5.59,3.46,18.85,9.26,12.97,28.41
9.66,12.97,4.35,2.89,10.50,7.09,14.21,29.51
6.65,10.14,8.59,6.34,7.67,7.05,15.32,24.87
4.7,8.2,2.71,1.38,6.21,12.62,15.23,14.65
4.92,8.55,5.9,2.0,7.93,17.53,10.27,4.35
5.98,8.42,4.57,6.82,10.89,20.31,9.26,6.03
6.29,9.39,4.61,6.21,15.18,23.63,9.30,3.82
2.67,7.0,4.13,5.41,14.43,21.20,11.60,6.12
7.18,3.07,5.54,6.91,13.72,19.61,11.38,8.33
8.99,7.13,6.74,6.43,8.68,11.34,9.35,10.72
5.98,6.52,2.31,4.66,9.57,8.11,13.81,18.50
2.62,4.79,3.6,6.29,15.27,5.72,17.13,17.93
2.98,18.37,8.9,11.34,23.45,6.25,13.72,17.09
10.19,28.89,8.28,13.24,28.45,14.96,12.31,23.45
18.24,27.92,34.82,19.39,31.37,21.77,24.38,28.63
15.63,11.78,7.49,9.12,28.01,34.25,31.37,24.87
9.21,4.79,7.97,11.03,28.81,36.86,24.65,17.93
2.67,4.66,4.75,3.99,24.60,36.41,14.65,12.09
2.89,6.12,4.13,3.55,23.94,31.90,15.27,12.44
8.55,6.07,4.35,4.52,15.54,22.66,9.79,11.87
7.62,6.87,3.15,4.52,9.39,19.34,7.67,10.05
3.68,7.53,8.33,7.84,3.64,11.29,8.20,9.17
4.88,6.69,5.76,7.44,4.83,7.93,9.61,12.00
5.63,4.66,6.47,7.18,8.11,5.72,15.54,14.03
3.64,4.22,1.65,1.74,9.17,4.52,18.06,14.56
6.12,5.54,3.82,1.65,8.28,4.79,9.48,17.75
14.87,13.81,5.06,7.05,6.74,8.46,15.58,19.39
24.69,17.53,8.11,7.4,7.75,15.18,24.03,22.30
23.59,13.86,5.67,6.6,9.43,20.09,12.49,20.27
8.9,4.44,7.93,6.29,9.96,21.51,9.66,13.33
6.78,5.5,7.36,7.71,12.44,23.10,13.68,11.78
5.72,3.46,4.88,5.72,19.21,26.90,12.04,6.25
4.83,8.06,5.54,4.44,21.95,27.39,14.56,19.25
7.89,9.21,5.1,4.83,28.59,30.27,23.01,28.63
7.31,3.99,3.64,4.92,22.48,22.84,23.37,26.86
9.57,5.9,4.35,6.65,29.47,28.41,14.26,22.22
9.96,7.49,3.68,3.42,24.87,24.65,8.99,20.18
6.16,6.69,2.27,5.45,31.86,34.16,10.85,22.00
5.59,7.31,4.57,2.53,29.16,31.99,7.05,17.22
7.13,7.53,3.37,4.44,28.28,30.44,2.84,9.92
6.43,8.15,3.77,2.67,25.18,25.80,4.70,6.78
7.31,8.9,1.65,3.24,21.77,22.04,8.20,8.06
6.6,5.59,2.27,3.15,19.03,18.81,11.51,8.55
4.52,5.1,3.82,4.61,18.94,19.83,9.79,10.05
4.39,3.68,3.6,7.27,14.87,16.82,15.32,25.09
8.95,4.35,4.88,6.25,14.08,18.15,30.66,38.76
7.71,7.13,4.39,5.67,8.86,15.76,32.70,33.89
4.97,2.71,11.34,8.77,6.47,15.71,17.09,13.24
5.06,3.02,1.92,7.53,5.37,13.28,14.65,17.88
5.28,1.96,6.82,7.0,4.79,11.51,24.60,23.76
3.99,5.23,5.81,7.58,7.40,11.03,24.91,23.99
4.92,4.79,2.71,2.71,8.59,12.53,15.58,15.76
3.91,2.76,4.48,4.22,9.57,13.72,6.29,7.71
4.66,2.31,6.56,11.65,6.56,12.75,12.49,13.72
4.3,3.64,2.93,3.77,5.23,11.11,11.87,16.47
7.36,4.61,2.18,3.99,5.59,8.42,10.54,13.41
8.81,5.94,3.64,5.19,8.06,6.52,11.56,10.81
10.72,10.27,3.82,7.27,10.85,7.75,8.81,9.39
9.48,11.34,6.69,3.42,11.69,14.30,6.78,5.94
11.16,12.04,3.86,4.92,11.56,19.43,2.80,9.92
14.61,13.46,9.66,6.69,11.03,29.51,6.69,11.51
15.85,11.82,7.58,6.12,10.85,29.65,8.20,8.81
12.93,7.67,8.24,5.59,9.43,27.79,6.47,5.50
8.2,2.84,8.77,7.13,6.52,19.65,8.68,10.32
5.37,4.08,4.26,6.52,5.41,15.45,10.63,11.56
3.07,3.77,2.4,2.76,5.63,14.70,9.08,10.94
1.87,3.24,4.26,3.64,6.34,12.04,7.22,9.92
1.74,3.46,2.76,2.67,5.67,11.47,3.91,6.91
1.92,4.22,2.76,5.01,6.29,9.79,12.57,16.33
0.9,6.03,2.18,2.4,7.27,15.01,19.70,25.44
3.6,3.02,4.57,5.72,7.44,20.18,17.97,25.27
6.6,5.45,6.03,6.03,6.82,23.37,13.99,16.07
7.36,8.02,8.02,10.27,6.56,24.96,14.79,10.58
9.61,8.24,2.93,4.79,8.15,22.35,12.09,12.97
9.26,5.28,3.77,4.79,8.55,18.63,11.07,15.05
10.85,7.09,4.52,4.66,11.29,15.94,16.69,15.36
9.88,8.11,4.13,3.55,11.25,11.60,20.27,17.79
2.67,3.42,2.67,2.36,14.56,13.06,20.98,18.24
5.19,1.3,2.0,3.2,16.64,16.47,16.16,13.06
7.4,4.57,2.36,4.88,17.17,17.44,13.59,4.08
8.15,10.05,2.93,3.02,21.20,23.90,14.70,9.66
7.67,12.09,5.98,4.97,18.63,21.33,12.26,9.04
6.16,9.26,4.75,4.35,20.58,28.63,9.79,4.66
7.67,3.15,9.48,5.23,15.94,27.08,9.26,11.03
8.95,3.86,5.23,5.72,14.26,29.60,14.12,17.62
9.43,7.62,3.73,3.77,12.84,27.52,17.31,23.72
9.66,9.35,5.59,5.23,11.42,23.41,13.95,23.94
10.19,11.38,3.86,3.86,14.12,24.60,9.79,19.78
9.26,11.03,4.66,5.94,13.95,20.98,9.30,16.07
8.81,8.86,5.06,5.45,18.50,27.79,12.18,14.48
3.11,3.51,7.62,6.16,17.97,27.70,13.55,12.22
9.3,9.74,8.24,10.23,16.78,29.03,10.41,6.21
12.0,13.99,4.39,4.04,12.71,24.69,12.26,14.12
9.04,14.26,3.82,3.6,10.23,22.00,15.27,18.59
6.74,14.61,6.82,2.53,12.62,22.39,13.68,9.43
8.86,16.64,2.98,2.14,11.96,20.23,23.63,11.25
10.76,13.77,6.03,5.72,11.65,15.89,26.90,18.28
11.34,8.24,5.14,4.3,7.00,10.36,19.39,18.28
8.95,4.3,1.61,4.26,5.59,11.11,8.90,9.35
5.94,3.77,4.88,2.89,4.52,14.52,6.74,5.72
6.47,7.05,3.91,5.41,7.00,18.81,8.02,10.58
9.17,10.94,5.76,7.31,10.45,21.64,3.60,7.53
8.46,13.9,4.92,3.33,8.73,16.86,3.95,9.88
4.04,11.29,2.98,4.04,7.36,14.87,4.22,15.67
6.6,10.05,8.81,10.72,8.33,19.25,5.19,25.49
7.84,11.16,6.16,5.01,11.34,27.17,7.75,29.69
4.61,8.02,5.37,10.76,14.56,33.54,13.95,27.48
3.82,5.67,4.57,5.67,14.34,31.46,15.01,19.12
3.15,3.91,3.37,6.69,13.15,24.47,7.93,14.48
2.76,1.92,2.89,3.86,10.10,16.86,4.44,15.94
2.76,3.77,3.73,4.08,9.43,11.38,7.53,8.24
2.58,8.11,10.27,7.13,14.83,15.41,15.23,13.99
8.81,14.3,6.12,4.26,25.05,24.16,15.85,24.91
19.52,29.87,24.07,8.55,30.04,20.76,26.02,41.59
22.66,37.56,12.97,14.3,33.80,16.16,41.28,52.87
16.29,27.7,10.63,8.02,36.15,15.80,40.39,41.19
8.95,10.45,3.68,6.12,38.40,22.30,31.15,24.29
6.21,5.63,3.07,5.32,43.00,29.29,24.38,23.32
6.47,11.87,3.64,2.27,37.21,27.79,13.55,18.15
7.09,15.23,2.62,7.18,32.08,23.99,10.41,14.56
8.9,15.32,4.88,3.86,22.35,19.78,7.13,10.98
7.22,9.7,3.64,4.97,19.43,14.87,13.55,16.47
4.13,3.37,2.14,1.83,17.75,15.58,16.69,24.29
3.55,2.27,4.22,3.68,14.30,13.68,8.15,13.95
2.84,2.18,4.35,4.48,10.67,13.77,11.34,7.05
3.91,5.94,3.15,2.89,9.52,9.43,16.78,14.65
4.04,7.97,7.36,7.36,10.36,9.35,16.78,16.29
8.51,9.43,3.99,3.37,12.26,8.90,10.76,10.45
11.78,8.59,2.93,3.91,12.66,11.78,6.69,8.37
13.33,8.46,4.13,4.57,11.78,14.12,9.04,12.88
12.4,7.49,7.44,4.66,9.04,16.07,7.93,13.59
9.61,4.22,1.78,4.13,7.05,12.57,4.61,7.27
3.37,7.18,2.62,3.07,7.53,9.52,3.42,9.74
6.52,13.46,5.28,4.26,11.91,5.81,11.82,26.59
12.93,16.64,4.52,4.57,12.57,7.75,19.34,31.90
10.98,12.53,11.11,8.02,12.18,8.42,21.55,24.65
4.66,4.26,3.95,5.76,8.90,8.55,12.57,11.87
11.16,7.84,3.73,3.64,7.84,7.89,10.01,7.97
14.92,12.49,4.7,5.54,8.73,9.79,18.50,17.62
9.7,12.88,4.52,3.51,10.36,10.63,15.32,19.08
2.98,9.88,6.34,6.29,12.09,9.79,7.75,14.79
9.21,4.3,3.91,2.49,12.22,6.07,2.36,8.90
14.96,8.77,6.52,6.43,11.56,6.38,4.75,8.28
11.73,6.56,3.42,2.62,15.01,8.51,12.80,11.25
5.76,8.86,7.0,4.22,23.06,17.57,17.44,10.27
9.92,13.28,2.31,3.6,29.87,20.18,18.99,7.05
5.23,9.79,4.22,4.08,39.91,29.60,16.64,8.95
4.13,15.18,2.27,3.2,41.23,27.44,23.81,25.80
7.75,22.84,9.08,26.06,39.77,32.52,29.12,31.95
9.04,22.08,7.58,10.05,31.64,30.66,16.82,13.59
