ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.67,8.46,5.19,12.35,9.08,17.17,9.57,13.68
2.84,10.81,10.67,13.02,16.42,24.78,12.49,36.63
2.36,15.89,5.94,19.34,24.34,38.40,12.84,49.86
1.92,22.79,8.2,8.37,26.55,51.76,12.57,35.66
5.81,16.02,5.06,3.64,25.49,58.09,11.07,14.83
8.2,8.68,3.77,8.24,19.74,65.69,9.61,11.69
7.84,7.09,5.85,6.69,16.20,60.21,7.75,12.00
4.75,5.9,2.67,6.25,12.62,57.51,5.37,5.45
2.14,2.36,3.29,4.17,9.70,43.14,6.52,9.66
1.83,3.24,2.27,3.33,7.93,37.65,5.28,7.58
3.02,3.68,5.81,8.9,7.05,26.99,3.46,4.97
3.99,9.96,8.33,11.25,9.92,30.09,8.33,15.05
13.86,18.28,15.05,25.44,15.18,30.44,27.13,31.42
25.89,10.67,14.61,27.3,23.06,39.73,50.74,39.33
28.36,8.51,9.26,16.11,26.64,42.74,62.38,39.38
28.32,16.73,28.32,18.77,35.31,53.93,55.48,26.73
27.79,13.41,17.66,14.26,38.58,56.23,29.56,5.54
16.78,5.45,10.76,7.36,38.98,49.24,13.72,5.90
2.18,2.0,3.99,3.86,30.40,34.16,4.66,5.32
2.09,1.92,1.16,2.45,21.07,19.43,2.67,3.33
3.68,5.94,2.22,2.4,14.12,13.95,2.27,3.64
6.56,9.26,2.71,5.06,12.97,12.18,3.55,4.97
6.52,9.26,4.3,4.97,12.35,12.88,5.14,5.01
3.86,5.41,1.56,4.04,14.96,14.83,5.94,5.98
1.87,2.05,3.37,2.27,10.27,11.34,5.28,5.45
2.45,2.36,2.14,1.96,13.28,13.72,3.51,2.49
1.87,3.55,2.0,4.48,9.35,11.03,2.31,2.62
0.81,6.16,1.78,7.89,8.64,11.51,1.52,5.67
1.74,20.23,1.83,14.03,4.88,12.97,1.61,21.95
3.11,32.96,2.09,26.46,5.41,17.66,5.06,33.85
5.59,28.85,7.18,5.59,8.51,21.42,7.27,41.15
14.83,22.13,11.29,16.11,13.37,24.56,31.46,45.04
20.8,22.7,25.58,16.02,23.94,26.06,51.50,42.47
17.17,17.93,11.69,9.52,24.56,31.11,50.79,34.82
10.27,11.56,11.82,4.75,23.54,24.07,32.70,16.60
9.39,7.93,7.93,4.22,16.07,16.02,6.38,8.99
8.55,15.18,6.56,5.19,16.69,7.22,4.52,8.42
9.88,17.09,3.82,3.42,13.86,5.90,4.48,6.03
9.74,11.56,4.88,7.49,12.35,7.49,6.25,7.27
7.8,5.54,3.33,5.1,14.30,8.90,8.90,7.18
3.95,4.39,4.13,5.06,16.60,9.70,6.60,7.13
7.09,4.97,6.65,10.05,16.29,7.97,11.25,14.96
16.6,15.18,6.07,9.04,13.64,4.88,27.97,31.90
27.83,27.57,18.9,24.03,14.61,8.51,30.04,30.18
32.83,31.81,17.48,22.39,27.04,23.32,25.98,20.85
24.21,21.38,9.08,7.97,35.35,37.92,29.03,25.22
5.94,5.94,4.79,10.72,39.16,45.44,21.86,20.76
6.91,9.35,6.96,6.29,37.65,46.01,13.15,14.61
23.45,26.51,17.35,20.14,25.93,33.41,22.04,25.05
38.05,38.85,15.41,15.23,18.15,23.28,50.12,45.79
36.1,34.78,20.8,19.43,17.04,17.93,63.88,54.81
19.25,18.32,4.7,4.88,24.65,22.97,43.71,38.09
10.45,8.95,6.29,6.25,38.18,35.13,18.01,17.26
18.06,18.9,12.97,16.33,50.66,48.49,14.21,14.74
27.26,28.63,16.11,12.49,60.52,59.15,15.10,18.50
22.39,26.64,17.84,20.4,65.38,65.65,19.52,20.09
7.31,14.92,15.1,13.11,72.64,73.30,17.84,11.87
10.45,8.73,9.21,11.07,68.08,71.58,13.11,12.22
20.89,15.85,17.22,7.97,59.59,65.03,27.74,26.68
27.35,25.22,15.05,16.78,39.47,47.91,27.44,18.46
28.81,27.79,25.22,20.93,30.80,39.16,30.62,20.54
23.41,23.59,5.37,6.29,41.63,47.60,38.18,33.10
17.22,17.09,14.61,13.68,46.98,48.58,32.21,28.67
12.57,8.59,6.16,6.78,46.01,43.80,20.76,16.33
5.14,4.44,6.6,3.2,38.23,32.48,12.31,9.66
3.29,1.16,2.98,3.37,27.44,21.38,7.62,4.92
3.46,6.25,3.15,4.61,20.85,17.88,6.21,1.52
2.53,8.02,4.08,3.91,12.62,15.58,4.97,5.59
4.26,6.82,3.42,4.3,13.55,25.80,3.11,9.12
8.46,9.88,7.49,5.67,15.14,26.46,4.79,6.52
6.12,8.86,5.14,4.66,16.95,28.14,12.44,7.00
2.4,5.85,4.08,11.96,15.89,18.94,16.73,13.64
7.44,7.53,5.72,10.19,19.21,17.22,14.48,13.86
16.82,11.69,5.9,10.41,18.32,11.11,12.26,11.29
16.78,15.01,22.48,23.45,21.15,11.20,36.99,32.96
10.67,22.22,22.35,16.64,18.59,11.96,66.36,55.56
18.99,21.82,7.53,7.36,25.80,23.23,64.01,55.17
16.64,17.04,14.26,6.29,31.37,32.43,52.51,49.20
9.88,17.35,32.12,34.64,37.34,39.64,67.46,67.77
8.55,5.85,16.95,12.31,50.12,51.41,63.84,66.89
20.93,18.59,24.52,28.54,52.82,56.76,59.46,61.14
23.06,27.04,30.8,16.33,56.10,60.34,60.16,52.16
