"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.30,5.90,3.15,===,===,0.94,===,===
0.250,1.69,3.42,3.55,13.02,===,1.43,1.96,===
0.375,4.44,8.24,2.40,4.52,6.82,2.84,2.89,6.29
0.500,4.79,5.37,4.22,7.05,7.40,4.97,3.86,9.12
0.625,13.68,8.81,6.38,7.75,7.58,6.91,6.16,13.19
0.750,7.62,3.73,8.02,5.28,8.37,7.00,13.64,17.22
0.875,16.91,4.88,7.53,2.18,5.54,6.34,18.99,19.21
1.000,16.69,10.98,3.99,1.56,6.87,4.61,16.82,19.30
1.125,11.82,2.45,4.44,5.06,7.58,2.31,9.57,15.94
1.250,11.11,3.86,6.78,8.90,14.87,2.89,3.24,15.32
1.375,12.71,11.20,3.99,8.06,16.47,5.06,5.94,14.03
1.500,4.52,6.87,4.22,10.32,20.27,7.53,7.53,12.75
1.625,11.91,10.85,4.88,18.63,18.37,7.71,6.69,11.11
1.750,4.13,4.52,2.22,21.86,16.25,7.22,4.08,12.66
1.875,4.35,16.42,9.30,21.82,16.64,6.87,9.48,17.13
2.000,14.87,2.80,14.03,31.46,11.69,9.66,29.25,17.62
2.125,25.05,25.93,18.37,46.63,12.53,18.06,55.21,19.16
2.250,17.84,20.23,21.11,43.93,14.39,21.15,63.26,18.90
2.375,13.28,10.41,14.61,33.10,27.97,16.11,44.68,29.87
2.500,12.04,11.03,7.27,18.46,30.13,8.24,21.24,32.08
2.625,7.53,9.48,9.39,4.88,27.48,3.55,8.37,36.59
2.750,11.29,4.48,11.47,6.47,14.83,3.15,7.36,25.67
2.875,3.29,6.34,8.06,18.85,10.41,8.59,4.97,20.23
3.000,2.31,3.91,6.34,25.18,10.10,9.26,9.79,9.48
3.125,4.08,6.47,9.83,28.72,8.37,7.31,15.45,5.67
3.250,9.88,7.58,11.73,24.29,9.57,9.79,13.28,3.51
3.375,3.73,4.08,9.21,11.20,6.96,10.76,9.17,4.48
3.500,5.67,7.31,3.60,8.06,7.62,5.19,8.15,5.01
3.625,4.66,8.90,6.21,18.72,7.22,8.11,11.82,8.46
3.750,5.72,2.36,12.88,20.27,8.95,15.23,12.13,10.32
3.875,3.33,6.60,16.73,15.71,13.59,15.54,8.24,15.58
4.000,5.06,9.88,13.95,11.38,21.46,12.44,4.57,17.13
4.125,4.83,12.80,10.45,7.89,25.05,11.51,3.07,18.19
4.250,5.50,6.52,7.75,6.25,27.79,8.73,2.40,17.22
4.375,6.65,8.51,4.13,6.21,23.23,6.47,5.72,14.83
4.500,1.65,3.73,3.99,6.60,17.26,5.10,9.52,12.93
4.625,6.21,8.90,2.58,7.31,10.10,4.83,10.14,8.59
4.750,6.65,3.91,1.52,12.75,7.36,5.59,5.19,5.23
4.875,15.67,17.75,4.66,21.15,12.31,3.73,7.62,9.70
5.000,5.50,14.70,6.82,33.32,16.29,11.29,29.29,15.36
5.125,37.34,23.23,10.45,41.01,25.00,22.17,48.97,33.14
5.250,8.77,27.88,13.50,48.49,25.18,25.14,49.59,41.41
5.375,16.51,8.28,10.14,45.17,27.88,18.99,32.21,52.29
5.500,6.52,13.77,3.46,26.37,18.28,11.69,11.96,54.86
5.625,8.20,7.97,6.47,11.29,17.04,10.19,6.38,44.55
5.750,5.37,6.07,5.32,7.13,18.01,7.05,13.33,37.34
