TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,2.58,5.10,6.25,===,===,1.16,===,===
0.250,3.73,3.55,5.10,24.65,===,3.91,1.92,===
0.375,5.10,3.73,2.93,16.02,22.44,7.97,9.26,11.16
0.500,8.06,8.46,7.58,22.39,22.66,10.41,24.21,20.49
0.625,3.51,8.59,9.61,28.63,29.29,7.84,30.84,31.99
0.750,3.46,3.37,10.41,23.06,38.40,7.27,24.12,40.62
0.875,2.98,5.10,14.34,11.03,36.68,11.69,10.98,37.56
1.000,6.25,4.88,15.14,4.88,28.63,13.64,7.40,30.40
1.125,5.23,5.59,15.10,7.62,15.98,13.24,11.11,17.00
1.250,4.44,5.14,7.36,6.96,15.94,5.01,12.49,16.78
1.375,1.92,9.70,5.76,10.01,17.70,3.42,13.02,17.70
1.500,10.63,6.16,10.81,17.70,31.64,3.95,14.21,29.47
1.625,7.62,23.54,26.46,25.49,34.11,5.32,19.70,33.58
1.750,30.49,31.59,44.37,19.52,42.30,24.34,19.03,34.78
1.875,33.27,28.36,46.94,25.53,31.90,32.52,30.80,25.00
2.000,10.67,13.90,26.24,26.82,35.75,21.20,31.02,17.48
2.125,11.69,13.68,11.96,14.74,30.71,6.78,13.55,15.71
2.250,4.39,3.91,8.86,11.78,30.27,4.57,3.60,14.21
2.375,9.74,8.15,12.35,9.66,20.40,12.88,3.68,11.82
2.500,3.42,3.55,10.05,9.70,12.75,10.45,7.44,10.01
2.625,13.99,7.62,4.57,14.26,8.33,3.68,9.21,7.84
2.750,6.07,5.54,8.64,7.00,6.43,8.55,7.80,6.78
2.875,8.95,6.12,5.28,3.91,12.18,8.06,5.76,4.88
3.000,9.04,7.49,2.09,8.33,16.91,5.98,9.08,5.14
3.125,8.77,3.64,7.31,14.30,24.52,10.81,17.26,7.36
3.250,12.00,5.10,10.63,18.19,35.62,27.79,31.15,16.47
3.375,26.99,1.69,7.67,9.12,38.76,34.64,38.09,22.22
3.500,8.77,4.61,3.51,7.80,40.39,20.89,31.64,29.07
3.625,10.85,2.93,4.39,17.40,35.53,7.93,17.97,28.89
