TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,3.20,3.37,2.89,===,===,1.69,===,===
0.250,3.20,2.00,1.52,5.98,===,4.48,4.75,===
0.375,9.57,4.08,1.56,9.48,7.05,8.64,14.48,8.33
0.500,5.37,3.42,1.69,13.86,14.26,11.38,29.20,11.42
0.625,4.97,1.96,4.13,16.73,19.43,11.87,33.05,12.49
0.750,4.52,3.55,6.56,16.69,21.11,9.83,26.42,12.84
0.875,2.40,3.86,7.09,13.50,19.39,7.31,19.39,13.59
1.000,8.73,3.82,5.59,11.60,11.56,7.22,17.70,14.08
1.125,2.76,3.86,4.13,10.85,7.36,5.98,17.57,13.06
1.250,4.52,4.52,5.41,10.01,4.75,6.16,10.76,10.41
1.375,7.40,8.86,6.52,17.26,7.18,4.52,15.14,10.27
1.500,5.85,4.08,7.36,25.18,11.60,11.38,24.78,13.28
1.625,12.66,8.33,4.75,20.00,13.68,14.52,14.43,20.00
1.750,8.20,1.87,3.20,7.49,19.43,9.52,14.30,31.02
1.875,7.00,5.94,7.27,13.59,17.44,10.23,29.29,34.64
2.000,6.96,5.50,6.69,15.27,18.06,9.08,20.18,33.89
2.125,3.46,9.26,6.21,13.99,15.58,8.46,6.56,31.50
2.250,5.19,6.43,6.16,13.11,16.60,15.80,19.70,26.73
2.375,7.13,2.98,2.27,9.26,20.67,17.09,30.13,27.13
2.500,7.40,8.42,6.43,5.41,20.27,10.27,24.03,23.06
2.625,3.11,6.82,8.95,4.52,18.55,3.55,13.59,25.00
2.750,7.09,8.24,9.70,2.67,13.06,3.77,4.17,23.99
2.875,3.73,4.48,7.31,6.34,12.35,11.51,3.46,20.18
3.000,5.90,5.76,4.88,13.59,16.20,13.15,11.51,13.41
3.125,6.03,5.67,7.49,19.52,21.29,9.21,16.11,11.11
3.250,9.43,4.44,9.43,18.28,23.63,6.96,10.76,15.71
3.375,2.31,3.46,4.26,14.43,23.19,3.11,14.39,18.63
3.500,3.15,4.52,3.29,12.35,20.62,6.78,14.03,24.52
3.625,4.92,5.23,1.83,7.05,20.49,7.31,8.95,22.92
3.750,10.10,3.15,2.67,5.94,22.30,2.45,14.08,30.35
3.875,3.60,5.28,6.65,11.73,22.44,2.18,19.08,34.82
4.000,8.81,1.30,9.52,14.03,23.15,4.48,11.60,43.53
4.125,2.89,5.37,6.16,8.73,20.76,8.55,6.29,47.16
4.250,7.36,4.13,2.09,5.45,21.07,12.53,10.01,38.98
4.375,3.99,4.39,4.35,7.44,22.53,14.03,12.31,30.75
4.500,7.00,6.69,5.19,4.88,24.83,16.47,23.59,17.31
4.625,2.89,2.00,2.49,10.14,26.02,9.43,28.98,17.66
4.750,6.52,8.81,1.43,21.55,22.57,3.07,36.94,16.55
4.875,4.52,3.64,3.29,24.47,19.21,9.48,40.53,18.28
5.000,7.80,8.81,4.97,20.31,16.02,10.76,29.91,18.59
5.125,3.82,2.14,6.91,13.50,14.08,10.50,14.96,17.88
5.250,7.18,7.84,7.27,11.07,13.50,17.22,13.02,14.96
5.375,2.27,2.80,6.38,14.39,12.04,21.20,36.77,12.84
5.500,3.33,6.87,6.12,13.06,12.66,21.73,50.35,12.04
5.625,7.09,5.85,6.03,12.80,10.36,14.52,47.07,12.57
5.750,6.91,4.83,8.24,17.22,10.67,12.18,38.45,14.70
5.875,4.75,2.80,10.45,17.53,9.79,11.20,32.34,17.84
6.000,5.06,4.52,7.89,17.35,9.21,10.50,32.88,18.46
6.125,1.83,3.07,4.04,26.86,6.78,3.46,33.45,17.13
6.250,2.80,5.19,3.46,30.18,6.56,5.94,29.56,11.20
6.375,4.83,6.52,4.44,22.00,6.29,8.46,25.53,9.70
6.500,8.90,5.28,5.06,22.22,6.78,9.17,25.62,7.67
6.625,2.67,1.25,4.70,18.41,7.53,6.07,22.44,12.09
6.750,7.22,4.35,6.29,5.63,8.81,5.50,15.36,15.23
6.875,8.24,3.68,3.68,7.27,9.66,4.30,10.81,15.89
7.000,10.67,5.10,3.07,10.27,10.10,6.34,13.99,16.51
7.125,6.78,4.35,2.67,9.52,10.32,6.21,15.63,15.80
7.250,3.68,6.78,2.18,16.64,9.70,4.48,16.42,17.13
7.375,2.93,3.77,5.94,24.60,7.36,5.98,17.48,20.36
7.500,5.98,3.33,7.36,29.91,3.91,4.13,26.64,21.24
7.625,2.80,4.79,5.32,27.48,5.54,6.29,34.87,23.28
7.750,4.70,4.30,2.89,20.14,7.44,10.85,33.98,23.06
7.875,2.71,2.89,4.44,21.69,13.77,13.11,36.63,23.85
8.000,3.33,2.40,7.22,15.01,12.00,13.99,29.74,18.94
8.125,7.36,6.25,10.27,9.43,10.67,13.99,10.85,11.69
8.250,7.40,6.07,10.58,15.23,15.36,13.28,13.77,11.51
