TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.03,2.53,2.00,===,===,0.90,===,===
0.250,1.74,1.47,1.74,1.83,===,0.99,1.47,===
0.375,2.09,1.69,1.16,1.61,3.51,2.84,2.93,3.02
0.500,4.39,3.77,2.09,3.91,4.22,4.97,4.08,4.13
0.625,2.93,2.93,3.15,7.09,5.76,5.19,3.91,5.23
0.750,3.02,3.29,2.40,8.06,5.98,3.33,2.80,5.67
0.875,1.78,2.31,2.14,6.56,5.32,2.36,2.84,5.10
1.000,4.48,6.29,2.49,4.22,4.66,2.49,3.02,4.26
1.125,4.52,2.62,2.62,3.99,5.10,2.45,5.28,3.64
1.250,3.24,5.94,2.62,3.68,9.12,3.02,4.22,8.37
1.375,2.80,7.67,4.48,3.51,11.16,1.92,2.67,12.04
1.500,3.55,6.16,6.34,7.89,14.17,3.02,7.58,17.70
1.625,4.88,6.21,5.10,9.35,11.11,4.08,7.40,16.91
1.750,5.59,6.82,1.16,6.56,9.96,2.31,3.64,14.26
1.875,5.28,3.11,4.35,3.99,5.54,4.48,1.56,8.90
2.000,8.24,7.09,5.54,3.68,3.60,5.06,2.27,5.41
2.125,3.29,3.60,6.65,2.98,4.26,4.57,1.61,7.18
2.250,5.72,4.70,8.15,2.89,6.07,5.59,2.58,9.35
2.375,9.26,5.94,7.93,3.15,10.76,7.22,4.04,13.46
2.500,3.77,3.86,5.10,1.83,12.40,7.71,3.73,14.56
2.625,3.42,6.56,5.37,5.23,13.02,5.23,5.50,13.81
2.750,1.83,3.77,5.01,9.17,11.42,2.67,9.43,10.76
2.875,5.06,5.94,2.49,11.47,9.21,3.91,12.31,6.96
3.000,1.56,4.92,3.24,10.94,7.75,5.81,11.25,7.13
3.125,4.66,6.78,2.18,8.81,5.90,4.83,7.84,7.71
3.250,9.70,8.33,0.81,6.87,4.39,3.20,5.54,7.89
3.375,5.37,3.20,2.18,4.75,3.82,4.30,3.55,6.60
