TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.83,3.68,5.28,===,===,1.56,===,===
0.250,2.53,2.27,3.33,4.39,===,2.49,3.51,===
0.375,4.97,3.07,3.68,3.68,5.85,7.05,7.49,7.84
0.500,9.21,4.61,3.82,1.56,7.05,10.58,7.36,8.95
0.625,4.52,3.02,4.17,2.71,7.09,7.53,5.28,8.68
0.750,4.17,4.83,4.26,4.30,7.09,3.77,4.61,6.29
0.875,3.86,4.52,3.55,8.42,8.86,3.82,7.84,7.40
1.000,10.14,7.71,5.41,15.41,12.49,5.37,18.68,14.74
1.125,3.73,2.14,3.20,13.24,14.61,4.44,17.40,19.92
1.250,11.65,8.02,5.41,8.99,15.76,6.21,9.61,22.97
1.375,3.07,3.60,5.50,10.89,16.64,4.04,14.26,21.46
1.500,12.71,12.18,9.48,10.32,22.00,10.27,12.40,24.56
1.625,12.18,9.08,14.61,20.93,24.74,16.55,20.71,25.98
1.750,30.66,29.07,25.09,33.63,35.84,15.58,30.71,38.98
1.875,11.29,7.75,23.15,36.37,39.07,14.26,35.13,40.57
2.000,10.36,8.90,10.94,23.06,42.56,11.20,21.02,47.12
2.125,3.60,9.26,4.39,11.60,39.07,3.99,10.19,37.92
2.250,4.79,4.70,3.20,6.96,34.69,6.07,9.57,32.70
2.375,3.91,6.82,5.54,15.10,35.04,7.97,14.43,29.25
2.500,12.26,9.48,11.11,26.42,35.09,10.76,22.22,31.28
2.625,6.74,4.92,12.31,20.58,42.43,9.48,15.27,43.09
2.750,3.68,3.33,8.15,5.54,37.56,2.71,3.99,40.35
2.875,7.13,4.92,3.15,3.15,35.79,3.15,2.67,38.67
3.000,5.76,4.44,3.73,7.40,25.40,3.73,5.14,24.91
3.125,6.43,12.26,2.71,16.42,28.45,3.42,10.10,26.51
3.250,4.92,2.18,8.73,24.38,38.80,5.06,19.34,35.09
3.375,15.23,34.16,15.76,23.41,42.03,5.85,21.82,38.45
3.500,6.34,3.15,18.72,12.66,45.75,6.52,13.19,45.88
3.625,6.87,8.42,13.11,4.08,36.50,9.12,6.65,34.64
3.750,3.15,3.73,4.92,6.82,28.59,5.81,5.14,35.84
3.875,3.99,4.17,2.67,6.12,22.17,2.80,7.27,27.35
4.000,5.28,4.75,6.47,7.05,13.68,7.49,8.33,25.31
4.125,6.87,5.06,7.71,9.92,12.31,10.01,8.68,19.12
4.250,3.86,4.75,6.38,6.12,6.52,9.35,5.98,13.81
4.375,3.46,1.25,3.95,5.67,5.94,6.43,2.22,10.41
4.500,2.45,2.89,2.93,6.12,5.37,5.67,4.17,8.24
4.625,2.22,4.44,2.84,2.71,7.62,4.61,4.13,8.73
4.750,8.64,3.82,3.91,7.31,8.11,5.10,2.49,9.48
4.875,4.22,5.50,4.26,7.75,7.13,4.44,4.30,8.46
5.000,2.18,4.52,3.33,6.34,6.43,2.98,8.42,9.21
5.125,3.42,2.05,2.80,8.46,5.85,7.62,13.55,12.71
5.250,9.83,8.46,6.29,10.19,7.36,12.35,14.74,15.32
5.375,3.64,3.42,5.59,6.91,8.28,8.33,8.02,17.40
5.500,9.21,7.22,4.79,5.50,8.06,4.97,9.83,15.18
5.625,7.18,4.48,7.97,14.87,7.80,7.44,24.87,15.54
5.750,4.26,2.36,6.56,16.64,5.85,5.59,25.40,15.45
5.875,6.65,2.84,5.81,9.79,4.52,5.67,11.03,13.11
6.000,5.06,1.38,5.94,4.66,3.24,2.89,2.98,9.30
6.125,2.67,5.23,6.69,3.55,4.44,3.33,2.93,5.01
6.250,1.92,4.04,3.55,5.23,3.82,3.46,2.00,4.39
6.375,5.01,3.73,2.76,12.04,5.72,4.08,9.66,8.11
6.500,7.31,1.87,4.61,17.09,7.44,7.27,18.06,11.60
6.625,2.36,3.64,2.93,16.95,11.51,6.82,21.07,17.31
6.750,2.05,2.31,1.65,12.35,15.94,3.60,16.02,18.81
6.875,4.83,3.82,1.61,6.43,17.09,2.71,6.25,17.79
7.000,3.37,2.49,2.89,5.54,18.50,4.52,3.77,15.80
7.125,4.88,5.01,7.00,7.22,16.38,5.63,3.46,13.33
7.250,7.27,9.52,11.11,13.90,21.29,8.15,9.35,17.97
7.375,17.75,20.05,13.28,26.46,28.54,9.48,25.22,25.00
7.500,21.95,26.29,17.35,37.56,35.26,9.70,40.13,33.98
7.625,5.67,4.66,20.71,39.07,47.43,17.57,38.40,49.46
7.750,9.48,8.02,20.58,30.66,46.41,19.30,26.82,50.79
7.875,6.91,8.02,12.49,19.39,43.53,11.91,20.27,48.18
8.000,5.41,4.52,3.42,12.66,31.90,3.37,15.67,35.88
8.125,4.52,5.37,4.83,5.59,23.85,5.94,8.37,30.00
8.250,5.59,5.90,7.53,10.23,15.85,8.42,9.04,22.66
8.375,4.30,2.45,5.50,14.34,7.22,6.65,10.45,13.68
8.500,2.67,3.86,2.80,6.47,4.79,3.55,3.77,6.52
8.625,3.73,3.02,1.38,5.19,5.67,2.00,4.35,5.81
8.750,1.92,1.47,2.27,10.54,8.99,2.76,9.17,6.74
