TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.25,5.19,9.35,===,===,0.99,===,===
0.250,1.03,3.20,5.10,4.22,===,1.25,1.47,===
0.375,2.14,2.71,4.83,3.55,8.28,5.45,3.46,2.58
0.500,3.29,3.46,9.96,9.12,13.15,9.08,2.18,6.21
0.625,4.70,5.72,12.04,16.95,17.84,9.83,5.63,8.64
0.750,5.67,11.73,8.24,18.10,26.86,6.34,9.43,12.13
0.875,5.63,5.23,3.99,13.41,26.90,1.65,5.72,13.86
1.000,7.40,9.35,9.52,7.49,25.05,4.17,4.35,13.50
1.125,7.93,7.49,6.34,5.59,17.13,4.97,6.60,13.41
1.250,6.56,4.70,4.04,8.59,10.23,5.10,5.98,8.64
1.375,3.07,4.17,6.07,15.98,7.22,3.77,6.38,7.31
1.500,4.04,4.26,4.79,18.19,3.86,4.92,7.40,5.06
1.625,2.98,4.61,6.60,15.98,4.30,10.23,6.47,7.27
1.750,4.92,1.83,6.91,20.45,7.09,11.91,8.33,8.15
1.875,5.32,5.90,6.12,18.37,9.43,10.54,9.35,8.73
2.000,4.30,6.65,6.82,8.55,10.27,10.72,9.79,8.51
2.125,3.82,4.08,9.79,7.84,7.93,11.34,8.95,8.15
2.250,8.81,5.76,14.65,11.51,6.03,11.51,9.21,6.52
2.375,4.35,4.79,16.60,15.23,6.65,13.72,9.88,4.44
2.500,7.58,5.54,15.45,23.76,10.01,18.85,11.60,2.84
2.625,4.88,5.81,8.37,24.83,10.98,15.10,11.96,3.15
2.750,5.81,5.28,13.55,18.06,10.45,6.03,13.02,4.92
2.875,5.19,5.28,26.33,12.22,14.30,15.94,10.94,5.23
3.000,5.28,7.09,21.42,12.62,17.66,14.17,9.57,5.63
3.125,8.73,8.46,11.20,17.44,21.86,3.37,12.09,4.44
3.250,2.05,7.22,6.07,26.06,18.01,4.26,16.82,3.91
3.375,10.01,10.14,4.08,24.43,18.72,10.54,13.90,4.17
3.500,7.22,8.95,7.80,14.30,22.35,13.95,5.28,7.44
3.625,7.31,5.32,6.96,11.42,26.82,12.00,6.78,10.45
3.750,6.38,4.39,1.56,9.30,31.33,5.59,5.67,13.86
3.875,7.58,12.40,5.23,7.84,28.14,5.41,8.20,15.10
4.000,3.95,13.99,2.62,13.06,28.14,8.33,14.08,16.33
4.125,7.75,12.62,3.99,20.00,25.40,10.72,14.17,15.89
4.250,3.11,24.03,9.61,22.35,30.40,11.07,8.86,17.57
4.375,3.99,7.18,13.59,25.98,31.46,7.36,7.27,16.16
4.500,2.76,8.64,15.49,20.58,27.48,6.78,7.62,15.63
4.625,7.18,5.98,18.10,14.08,18.99,11.25,7.71,10.32
4.750,5.01,3.55,12.04,7.18,12.53,6.52,3.68,10.81
4.875,5.41,2.93,10.19,9.43,17.09,10.19,6.52,12.75
5.000,10.63,10.19,13.72,17.04,36.10,12.75,11.56,26.37
5.125,4.88,2.76,14.39,23.68,50.39,11.16,17.13,38.49
5.250,8.46,6.82,12.00,18.19,58.40,8.15,16.02,47.29
5.375,3.15,5.32,7.58,6.21,57.07,4.52,10.41,52.51
5.500,3.33,5.23,5.32,4.26,41.99,4.44,5.76,39.91
5.625,6.25,3.55,7.40,10.14,28.89,6.60,8.55,34.64
5.750,9.08,8.15,8.02,13.24,10.50,6.25,13.06,16.64
5.875,5.28,5.50,6.74,15.58,8.11,6.56,12.84,12.97
6.000,8.20,7.09,5.94,10.89,7.67,6.12,9.74,5.01
6.125,11.73,9.48,7.27,4.08,10.72,6.03,3.33,5.10
6.250,6.12,7.58,9.26,8.06,8.24,7.53,2.36,4.79
6.375,7.80,3.86,9.26,13.15,6.82,6.16,3.11,6.60
6.500,4.35,2.00,8.68,16.02,4.52,7.58,5.94,6.47
6.625,11.34,4.88,12.18,12.09,6.87,12.71,9.12,6.87
6.750,7.71,11.56,14.30,6.65,9.12,11.42,8.06,8.73
6.875,4.30,5.50,13.33,4.97,11.07,4.57,7.18,12.00
7.000,6.60,8.95,10.23,4.26,15.18,3.95,11.07,15.49
7.125,3.46,3.42,7.62,6.34,17.44,5.23,13.46,21.11
7.250,2.62,4.79,8.42,10.50,17.22,2.93,12.62,24.03
7.375,9.74,11.60,5.28,9.39,12.80,3.24,9.12,25.49
7.500,9.21,7.89,18.06,23.01,9.43,7.67,8.51,26.37
7.625,7.53,28.54,27.66,39.91,9.61,6.82,7.62,25.71
7.750,8.73,7.49,18.68,37.39,12.18,4.39,5.59,23.23
7.875,9.21,9.43,8.33,22.88,17.00,3.11,4.70,20.45
8.000,3.64,6.38,4.52,9.21,20.85,3.24,9.39,16.82
8.125,24.96,17.93,9.61,14.12,22.92,3.37,16.64,17.00
8.250,5.45,5.67,10.58,16.86,25.22,2.58,18.01,17.00
8.375,12.80,11.47,6.21,12.53,23.63,1.83,12.13,12.26
8.500,4.83,6.87,6.43,12.04,18.41,3.02,9.92,8.81
8.625,7.93,7.58,9.66,24.29,10.23,5.01,10.27,9.21
8.750,2.71,8.02,11.78,30.49,6.87,5.72,9.21,11.42
8.875,7.89,10.45,11.16,22.26,5.81,5.76,6.52,16.25
9.000,11.82,9.26,10.54,17.70,6.56,3.91,11.82,10.89
9.125,4.35,5.90,16.20,25.05,7.58,6.78,16.82,9.12
9.250,26.24,7.58,25.58,26.82,12.35,11.87,20.62,7.05
9.375,18.24,8.46,25.89,23.45,22.57,10.01,23.06,17.09
9.500,7.89,10.67,14.03,14.65,38.36,4.52,19.47,28.98
9.625,3.64,6.82,2.53,4.52,43.27,5.32,16.33,34.51
9.750,3.99,3.37,4.39,12.49,48.13,6.56,16.86,33.76
9.875,6.16,5.94,11.34,22.48,39.38,9.04,14.70,30.00
10.000,7.13,9.08,14.61,22.84,35.35,10.01,9.92,28.41
10.125,10.63,12.62,13.11,12.31,34.03,7.84,6.74,24.91
10.250,8.64,10.10,9.83,9.43,29.25,8.15,4.88,22.48
10.375,5.19,6.96,8.20,14.52,33.23,7.53,6.38,16.69
10.500,5.01,4.17,7.67,6.43,26.24,5.59,7.75,13.19
10.625,3.99,8.24,6.91,6.60,19.56,2.18,11.11,7.58
10.750,5.59,3.20,7.71,10.63,14.70,4.35,10.05,7.89
10.875,1.61,5.72,6.43,8.33,14.17,6.56,6.16,11.11
11.000,3.37,5.01,7.00,5.94,20.23,5.50,9.74,12.84
11.125,4.48,4.35,9.79,6.29,24.25,5.37,12.93,17.93
11.250,1.92,2.58,13.37,9.17,20.58,7.97,11.56,16.95
11.375,4.22,4.88,15.98,14.08,19.30,8.99,11.65,17.31
11.500,8.24,8.73,12.40,18.81,14.56,6.52,17.66,17.79
11.625,5.01,6.12,11.42,18.50,17.79,3.51,14.61,19.78
11.750,6.91,11.56,8.06,19.87,19.34,3.86,10.50,22.70
11.875,4.66,9.92,5.28,12.44,24.87,4.61,11.11,24.03
12.000,7.18,4.44,13.37,9.39,21.46,7.22,9.35,23.76
12.125,4.04,10.01,14.08,16.29,27.21,7.40,7.40,29.51
12.250,10.14,5.67,6.52,13.95,24.69,6.07,3.60,29.43
12.375,6.47,5.90,12.53,9.17,33.94,12.13,8.86,38.36
