TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,B,B,B,B,A,A,A,A,A,B,B,B,B,A,A,A
0.125,===,===,===,===,===,===,===,===,1.47,13.33,6.91,===,===,1.16,===,===
0.250,===,===,===,===,===,===,===,===,1.83,5.19,8.24,10.10,===,1.61,2.18,===
0.375,===,===,===,===,===,===,===,===,3.29,6.82,11.29,5.50,12.66,4.48,7.84,5.94
0.500,===,===,===,===,===,===,===,===,4.75,8.06,13.15,15.98,16.16,8.15,15.49,12.75
0.625,===,===,===,===,===,===,===,===,7.58,10.32,8.24,15.54,15.18,7.84,13.90,14.56
0.750,===,===,===,===,===,===,===,===,4.61,4.44,3.42,6.87,14.74,7.53,6.52,16.11
0.875,===,===,===,===,===,===,===,===,5.45,16.82,5.23,10.98,10.76,7.49,10.45,15.41
1.000,===,===,===,===,===,===,===,===,6.38,4.75,10.81,23.01,17.97,8.73,20.80,29.96
1.125,===,===,===,===,===,===,===,===,4.79,8.46,15.98,28.72,25.62,8.77,27.57,37.74
1.250,===,===,===,===,===,===,===,===,9.48,7.09,17.75,15.32,36.59,8.11,18.28,48.53
1.375,===,===,===,===,===,===,===,===,10.41,6.16,13.77,4.70,32.65,7.27,10.54,38.54
1.500,===,===,===,===,===,===,===,===,23.19,15.98,8.64,8.20,28.28,3.82,11.69,28.94
1.625,===,===,===,===,===,===,===,===,5.63,11.38,4.79,9.74,22.08,2.53,13.50,14.03
1.750,===,===,===,===,===,===,===,===,13.50,16.60,7.05,8.46,14.56,2.22,10.10,5.50
1.875,===,===,===,===,===,===,===,===,7.31,8.81,8.86,11.38,10.63,3.37,9.61,3.77
2.000,===,===,===,===,===,===,===,===,1.96,16.11,9.30,10.01,5.37,4.44,7.09,3.42
2.125,===,===,===,===,===,===,===,===,3.24,10.36,10.01,5.32,4.92,3.68,3.73,2.98
2.250,===,===,===,===,===,===,===,===,9.17,6.56,6.07,6.87,5.50,2.76,3.02,3.33
2.375,===,===,===,===,===,===,===,===,3.46,11.73,4.83,7.93,4.44,4.44,4.04,4.79
2.500,===,===,===,===,===,===,===,===,8.86,10.05,7.62,5.37,4.83,5.32,5.54,8.06
2.625,===,===,===,===,===,===,===,===,8.02,11.20,6.74,7.05,6.03,4.39,7.31,9.83
2.750,===,===,===,===,===,===,===,===,4.66,8.55,7.44,10.45,9.57,2.40,8.15,10.63
2.875,===,===,===,===,===,===,===,===,3.82,9.83,11.82,11.65,9.30,6.29,9.92,11.20
3.000,===,===,===,===,===,===,===,===,5.98,12.13,12.80,8.37,8.55,8.20,9.52,10.01
3.125,===,===,===,===,===,===,===,===,8.20,7.05,8.15,3.02,7.53,4.61,6.52,10.14
3.250,===,===,===,===,===,===,===,===,3.02,10.63,5.37,3.60,6.38,4.92,5.01,7.31
3.375,===,===,===,===,===,===,===,===,15.27,4.17,5.01,3.24,6.47,5.72,5.01,5.59
3.500,===,===,===,===,===,===,===,===,11.87,13.37,3.37,4.57,5.50,2.76,6.12,3.64
3.625,===,===,===,===,===,===,===,===,7.09,9.88,5.41,6.96,5.01,6.38,6.16,3.51
3.750,===,===,===,===,===,===,===,===,6.16,11.78,4.83,7.44,6.25,7.75,4.57,4.44
3.875,===,===,===,===,===,===,===,===,9.08,8.59,3.02,10.58,6.60,7.71,6.56,4.92
4.000,===,===,===,===,===,===,===,===,7.44,9.70,7.22,10.81,7.31,13.59,8.90,4.13
4.125,22.85,27.22,36.47,50.49,17.25,17.25,29.73,43.63,10.72,16.38,8.15,15.01,10.63,12.00,17.22,8.42
4.250,23.32,27.14,36.86,50.49,18.82,18.82,29.88,42.84,7.93,4.22,3.29,26.95,15.14,7.49,32.30,12.66
4.375,24.67,27.06,37.73,50.29,20.94,20.94,30.43,41.96,22.84,26.15,11.78,37.92,26.06,23.28,47.74,26.33
4.500,26.45,27.45,39.14,49.61,23.45,23.45,32.08,41.67,24.12,21.46,17.00,33.14,31.64,26.77,48.40,30.31
4.625,27.70,27.76,40.55,49.22,25.73,25.73,34.35,41.57,6.78,10.45,12.44,18.59,32.08,14.83,28.41,37.92
4.750,28.09,27.76,41.25,49.31,27.29,27.29,36.55,42.94,14.61,7.22,5.54,8.11,30.62,3.20,7.71,34.25
4.875,27.91,27.76,40.94,50.10,27.92,27.92,37.25,45.49,9.30,11.16,8.11,5.32,22.44,5.98,5.23,27.88
5.000,27.74,28.63,40.71,51.47,28.86,28.86,37.18,47.65,9.52,4.70,18.01,8.81,22.22,12.09,4.75,20.27
5.125,27.42,30.43,41.33,52.65,30.67,30.67,37.57,49.12,3.46,4.22,22.35,8.95,14.92,16.91,4.92,12.13
5.250,27.13,32.08,42.43,53.14,32.47,32.47,39.14,51.08,12.49,8.02,17.40,7.00,12.57,15.89,6.25,12.66
5.375,26.84,33.02,43.84,53.24,34.20,34.20,41.57,53.14,4.83,3.99,9.70,16.42,8.73,12.35,15.76,13.11
5.500,26.81,33.49,45.33,53.82,35.22,35.22,43.61,54.80,4.75,10.98,9.43,19.56,7.75,11.20,14.39,14.21
5.625,26.70,33.57,46.12,54.61,36.16,36.16,44.71,55.49,5.72,4.35,11.65,12.80,7.93,10.05,4.61,13.77
5.750,26.63,33.88,46.27,55.10,36.86,36.86,44.78,55.29,7.09,11.56,10.89,8.59,7.18,9.66,2.58,10.76
5.875,26.88,34.27,45.96,55.49,37.65,37.65,44.86,54.51,6.47,16.02,8.81,4.48,6.87,11.38,6.25,10.10
6.000,27.45,34.43,45.88,56.57,38.35,38.35,45.65,54.71,10.27,9.92,10.98,7.58,9.30,9.61,11.47,9.52
6.125,28.16,35.53,46.75,58.82,39.14,39.14,47.37,56.57,14.87,9.74,18.59,8.86,18.41,7.05,19.47,15.23
6.250,29.09,37.73,49.18,61.76,40.94,40.94,49.88,58.43,27.04,13.55,33.05,10.76,28.63,21.64,32.48,20.76
6.375,30.05,40.39,52.31,64.41,43.22,43.22,52.78,60.69,17.70,13.19,33.72,29.38,31.99,28.28,41.54,22.39
6.500,30.77,43.29,55.61,66.86,45.88,45.88,56.08,62.75,10.94,15.41,15.45,38.18,28.32,19.87,41.15,21.33
6.625,30.91,45.49,58.43,69.41,47.61,47.61,58.59,64.71,7.80,9.12,6.43,25.71,21.11,9.35,29.07,17.93
6.750,30.70,46.59,60.24,71.86,47.84,47.84,60.08,66.47,5.45,3.24,12.04,14.39,13.77,8.37,9.83,13.15
6.875,30.37,47.06,60.94,72.94,47.76,47.76,60.63,67.84,4.39,8.28,7.67,15.76,10.54,7.13,10.72,11.29
7.000,30.48,47.61,62.35,74.80,47.45,47.45,62.04,70.49,12.44,16.91,7.71,28.85,11.34,4.04,23.41,11.03
7.125,30.80,48.08,63.69,76.57,46.59,46.59,63.53,73.24,5.81,6.91,11.16,31.99,21.02,3.95,29.16,19.39
7.250,31.37,48.47,63.92,77.06,45.25,45.25,63.92,74.31,7.89,20.45,6.87,22.44,26.99,3.29,18.50,23.59
7.375,31.37,48.71,63.37,76.96,43.53,43.53,63.69,74.61,6.38,3.68,9.17,10.23,40.66,3.51,9.26,34.29
7.500,30.34,49.02,62.04,77.16,41.41,41.41,63.29,75.39,15.14,16.11,15.27,11.34,41.15,8.37,18.55,33.94
7.625,29.16,49.02,61.33,77.75,39.45,39.45,62.43,75.59,5.28,9.83,15.49,10.72,49.64,10.05,12.84,40.48
7.750,28.34,49.25,62.20,78.92,39.06,39.06,62.04,76.08,15.85,28.28,20.40,21.02,39.91,21.29,14.87,32.39
7.875,28.70,50.82,63.61,79.12,40.31,40.31,62.12,75.98,7.89,17.84,31.59,35.04,32.48,37.25,33.72,27.30
8.000,29.66,53.25,66.27,79.71,42.82,42.82,63.76,75.69,34.29,21.82,39.47,48.27,22.04,38.85,43.18,19.70
8.125,30.70,54.90,69.02,80.20,45.02,45.02,66.51,76.27,6.82,6.43,28.59,45.79,15.67,25.89,30.35,15.23
8.250,31.37,55.69,70.82,81.08,46.27,46.27,68.63,77.06,15.10,7.40,6.78,23.45,18.77,10.98,9.43,13.95
8.375,31.41,54.98,70.98,81.86,45.96,45.96,68.71,77.16,6.96,6.03,8.86,14.87,17.31,3.95,7.58,9.74
8.500,31.27,53.96,69.25,81.86,44.63,44.63,67.22,76.67,3.11,6.74,9.17,11.20,16.33,3.24,6.07,6.96
8.625,31.16,53.33,67.53,82.16,43.29,43.29,65.49,76.37,1.87,3.07,4.17,6.69,10.81,1.30,4.44,6.87
8.750,31.34,52.78,65.88,82.75,42.12,42.12,64.24,76.67,2.18,12.18,3.82,3.73,12.93,2.40,6.03,8.24
8.875,31.44,52.24,64.94,82.55,40.94,40.94,63.45,77.94,3.64,5.37,2.45,2.98,11.87,2.62,3.33,11.11
9.000,31.12,51.37,64.16,82.65,39.84,39.84,62.67,78.82,2.71,5.01,2.45,4.52,15.85,2.80,2.71,10.72
9.125,30.55,50.98,63.76,82.75,38.67,38.67,61.18,79.12,7.53,12.13,7.93,4.92,12.04,4.22,3.51,11.38
9.250,29.84,49.80,63.53,82.84,37.33,37.33,58.90,78.53,5.01,7.44,12.40,6.12,19.52,6.07,6.12,10.98
9.375,28.84,48.24,62.59,82.55,35.29,35.29,56.55,77.75,6.82,9.57,13.46,16.60,20.18,6.69,8.51,10.72
9.500,27.81,46.12,60.86,82.06,32.78,32.78,53.88,75.88,3.29,3.42,8.86,18.90,30.97,3.95,8.77,14.70
9.625,26.63,43.45,58.75,81.86,30.12,30.12,51.06,75.39,9.04,9.48,2.93,12.22,26.68,2.76,7.89,12.57
9.750,25.70,41.33,56.86,82.06,28.24,28.24,48.55,75.59,4.30,4.79,4.17,3.51,25.93,3.77,5.28,14.34
9.875,25.31,40.55,55.22,82.16,27.45,27.45,47.06,75.88,6.65,7.97,4.92,3.46,17.88,3.68,4.26,10.50
10.000,24.96,40.94,54.51,82.45,26.98,26.98,46.04,76.18,2.67,2.98,13.81,6.07,11.91,4.44,4.35,9.26
10.125,24.14,41.88,53.10,81.76,26.75,26.75,43.84,75.20,6.25,6.52,17.62,9.57,9.52,5.41,4.04,6.12
10.250,23.21,42.75,52.39,81.76,26.82,26.82,41.65,73.63,4.22,3.55,10.58,14.92,12.53,6.47,5.14,4.04
10.375,22.39,42.82,51.76,81.96,26.90,26.90,39.37,72.06,10.98,8.68,7.44,19.74,17.48,5.81,7.31,5.50
10.500,21.82,42.35,50.98,81.86,26.75,26.75,37.41,70.69,6.52,7.13,10.19,16.02,20.62,3.95,8.15,7.49
10.625,21.46,41.57,50.12,80.88,26.43,26.43,35.53,69.51,6.34,10.76,7.22,8.81,19.70,5.06,7.22,13.55
10.750,20.89,40.55,48.39,79.12,25.88,25.88,34.27,68.82,4.44,8.24,5.01,5.19,17.70,8.37,13.37,16.42
10.875,19.86,39.37,46.12,77.94,24.63,24.63,33.25,68.43,6.52,13.95,6.38,10.72,19.92,9.96,21.20,18.01
11.000,18.50,38.75,45.57,78.24,22.75,22.75,32.24,68.73,5.28,7.71,15.89,15.10,18.63,9.35,22.00,15.45
11.125,17.33,38.90,45.80,78.63,20.71,20.71,31.45,69.02,4.83,17.66,30.97,33.41,24.03,8.28,23.06,13.33
11.250,16.65,38.98,46.04,78.63,18.59,18.59,30.90,69.31,7.27,15.01,32.30,49.73,16.25,8.90,24.91,20.80
11.375,16.61,38.98,46.35,78.43,17.10,17.10,30.67,69.80,2.93,7.84,23.54,41.77,14.03,12.93,25.93,27.66
11.500,17.75,40.08,47.53,79.41,17.33,17.33,31.37,70.39,11.47,5.28,19.65,14.03,18.28,13.19,17.26,36.28
11.625,19.86,41.73,49.41,81.08,18.59,18.59,32.47,70.98,6.21,41.46,18.55,24.47,27.70,7.97,7.80,40.79
11.750,21.82,43.45,51.84,82.65,19.84,19.84,33.10,71.86,26.77,8.64,14.39,23.59,39.91,2.36,6.03,41.15
11.875,23.24,44.94,53.96,83.92,20.86,20.86,34.12,72.84,10.14,20.31,8.15,12.62,44.07,6.74,9.92,50.30
