TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,2.58,7.13,8.20,===,===,1.69,===,===
0.250,4.26,3.60,5.06,4.17,===,1.25,3.24,===
0.375,4.35,5.81,4.97,6.16,29.65,2.40,8.42,10.36
0.500,10.63,3.33,10.58,19.16,32.48,8.55,17.04,21.11
0.625,6.96,16.51,14.34,22.75,29.51,15.01,16.20,25.71
0.750,9.21,9.04,11.47,10.50,29.69,14.34,5.90,27.35
0.875,13.37,10.72,6.65,13.59,18.94,5.81,11.11,19.52
1.000,7.09,10.45,6.87,12.80,17.17,2.58,10.54,14.43
1.125,15.23,8.81,10.27,7.27,14.30,9.21,8.02,9.83
1.250,11.34,19.70,11.56,4.39,17.04,13.19,5.45,14.96
1.375,10.27,4.97,10.23,5.98,22.44,12.09,12.22,20.23
1.500,9.08,7.22,10.94,7.93,22.26,17.88,16.25,28.54
1.625,8.11,26.95,9.70,4.83,24.16,16.11,8.81,28.45
1.750,9.08,14.43,7.18,8.15,17.00,9.04,2.80,22.79
1.875,15.63,18.55,5.85,10.98,12.22,12.84,3.24,15.10
2.000,5.81,23.72,11.25,7.40,6.29,19.30,5.54,12.57
2.125,11.65,6.03,4.75,6.21,4.97,17.48,3.33,11.60
2.250,12.40,13.15,11.69,6.03,7.53,16.42,7.05,10.32
2.375,4.97,7.44,17.88,4.52,17.22,14.61,15.71,12.26
2.500,9.35,8.20,15.27,14.34,22.17,14.26,27.39,18.28
2.625,15.89,8.15,15.63,22.66,29.07,18.55,35.57,24.78
2.750,13.06,18.19,12.66,15.80,27.57,14.48,27.26,21.20
2.875,22.39,17.48,6.91,5.14,22.44,5.98,18.24,15.67
3.000,17.88,12.93,5.50,6.65,14.43,2.05,14.34,12.66
3.125,15.32,25.14,10.63,7.05,6.82,4.35,8.81,12.71
3.250,11.34,5.63,16.86,13.68,11.03,11.60,18.63,21.51
3.375,29.78,7.27,16.42,20.40,14.26,15.18,22.35,23.85
3.500,13.11,8.64,5.72,12.40,17.62,7.80,15.58,24.96
3.625,17.84,7.49,15.01,7.40,14.92,7.22,8.95,19.61
3.750,20.54,19.21,22.17,9.17,11.78,11.73,5.81,18.32
3.875,7.97,10.10,12.97,9.66,8.51,8.15,3.73,15.27
4.000,12.80,5.90,4.75,7.49,6.21,5.06,12.66,12.49
4.125,9.08,3.33,8.42,7.75,5.85,5.41,16.33,9.26
4.250,10.94,6.91,6.25,9.92,4.83,9.17,9.08,11.42
4.375,16.86,7.09,4.08,14.92,4.39,7.93,8.68,16.55
4.500,7.36,8.24,3.77,13.68,3.60,7.80,13.95,17.48
4.625,15.89,16.73,3.77,7.89,4.26,9.35,11.78,15.27
4.750,11.34,3.64,2.31,5.63,4.35,11.87,6.65,10.89
4.875,13.64,10.98,2.00,4.92,4.48,8.81,11.11,13.24
5.000,11.34,3.20,3.24,4.97,4.13,4.44,10.50,22.22
5.125,4.92,7.36,8.37,4.39,3.11,9.57,4.61,24.74
5.250,7.75,26.59,16.29,6.16,2.62,11.51,4.22,27.04
5.375,13.37,15.23,15.36,7.36,4.61,10.54,9.08,23.41
5.500,5.50,20.05,7.71,6.21,6.56,6.78,9.79,21.69
5.625,11.34,23.54,10.10,3.86,11.73,10.54,5.59,23.37
5.750,3.73,4.88,11.03,7.18,12.66,8.28,8.99,19.65
5.875,8.24,22.17,8.51,7.89,15.80,2.49,10.36,18.28
6.000,11.56,13.46,3.86,6.12,13.11,3.99,12.09,11.25
6.125,5.10,7.97,9.39,6.87,13.77,6.21,13.15,9.43
6.250,21.46,12.88,10.10,15.23,10.98,10.54,12.84,12.71
6.375,9.30,10.10,12.44,20.05,15.14,10.58,18.01,21.82
6.500,12.49,6.82,10.85,11.91,15.45,5.32,15.23,22.08
6.625,6.25,16.20,8.33,11.38,21.60,2.53,7.75,22.04
6.750,6.34,12.09,11.82,16.38,17.57,9.12,13.95,13.06
6.875,29.20,51.72,14.92,37.43,14.48,11.51,30.71,9.48
7.000,15.05,18.55,11.51,42.56,10.81,7.89,28.67,9.21
7.125,25.00,17.04,3.77,21.20,12.57,8.95,10.01,13.28
7.250,10.45,14.08,10.14,6.47,17.66,11.42,8.06,21.38
7.375,5.90,9.30,12.35,5.72,14.61,10.63,10.76,19.30
