TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.38,15.94,32.48,===,===,0.99,===,===
0.250,2.53,7.40,22.66,31.64,===,1.65,1.03,===
0.375,5.28,7.89,4.48,16.51,6.38,2.76,3.33,2.00
0.500,9.12,13.72,8.73,12.88,6.78,3.82,6.96,3.42
0.625,8.24,6.29,7.00,18.55,10.45,4.97,15.54,5.94
0.750,8.24,10.63,4.48,22.17,19.16,4.79,24.25,12.40
0.875,6.69,7.49,8.42,22.79,26.02,6.47,22.61,20.23
1.000,7.49,8.86,14.12,13.11,30.31,6.87,13.41,27.66
1.125,12.40,7.22,10.50,14.61,33.18,7.89,18.77,39.91
1.250,23.15,17.40,13.41,33.45,30.88,11.03,48.18,45.22
1.375,27.70,12.66,23.90,37.48,37.08,10.27,55.21,50.92
1.500,6.82,10.45,23.68,36.50,43.93,12.57,37.61,58.17
1.625,13.68,8.46,15.14,32.88,50.79,9.21,18.37,57.42
1.750,10.27,7.58,11.51,24.91,53.57,5.94,9.74,63.08
1.875,7.09,6.34,7.22,12.53,47.21,3.02,14.26,49.42
2.000,8.33,10.85,7.00,15.27,36.77,7.80,20.40,38.98
2.125,19.78,14.83,20.49,28.98,26.29,24.38,28.72,29.96
2.250,18.90,20.54,26.11,36.59,17.35,30.22,38.32,24.83
2.375,12.04,7.80,19.65,35.00,19.56,19.08,48.49,35.53
2.500,8.73,8.33,18.46,26.06,23.06,5.41,37.56,41.32
2.625,8.77,16.47,31.28,30.88,25.67,8.24,31.55,40.97
2.750,29.29,21.33,31.19,34.20,30.40,12.26,43.98,33.05
2.875,5.50,9.21,18.46,42.43,31.02,9.04,44.60,21.46
3.000,12.97,10.58,9.17,38.76,23.94,7.62,27.74,15.01
3.125,8.33,8.55,11.03,20.98,15.10,5.28,9.79,11.91
3.250,1.92,8.20,12.31,15.54,14.48,4.70,7.00,11.91
3.375,4.70,6.38,11.78,13.59,18.85,2.67,6.47,13.02
3.500,1.83,5.59,7.00,7.31,26.46,2.18,6.78,13.64
3.625,4.30,6.16,6.29,3.73,25.93,6.25,5.14,10.89
