TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.87,5.63,9.92,===,===,1.34,===,===
0.250,1.96,4.08,6.69,5.01,===,1.87,2.80,===
0.375,4.44,6.29,4.39,7.53,6.65,3.82,6.12,7.22
0.500,2.76,5.28,3.15,12.66,10.54,3.99,7.80,9.66
0.625,5.06,3.60,2.40,9.52,10.23,4.35,5.50,9.92
0.750,5.63,5.28,4.79,5.28,9.26,5.37,5.10,8.37
0.875,3.55,3.46,6.96,3.42,5.19,4.70,3.07,5.14
1.000,2.89,5.72,4.17,3.29,5.19,1.92,1.34,4.22
1.125,2.71,3.24,3.86,2.89,6.16,3.99,2.40,3.33
1.250,13.24,15.10,10.01,5.94,10.10,9.39,7.31,4.39
1.375,5.94,2.93,10.45,4.44,11.91,11.60,7.84,4.30
1.500,8.73,6.03,4.52,4.88,10.54,7.97,4.83,4.97
1.625,9.35,7.13,4.04,7.00,7.27,3.86,7.09,5.72
1.750,6.21,6.07,8.42,4.83,5.85,6.69,7.36,8.90
1.875,6.25,5.76,7.27,5.50,6.69,6.56,4.66,8.59
2.000,6.12,9.17,2.71,5.54,7.22,2.76,2.71,9.79
2.125,6.96,8.77,3.42,4.17,5.94,4.57,3.73,6.16
2.250,6.47,9.30,4.35,7.18,8.15,6.29,3.68,5.76
2.375,4.75,6.38,8.02,9.12,13.95,9.26,5.01,7.18
2.500,3.73,3.73,11.20,6.43,17.09,12.26,3.55,10.27
2.625,8.20,7.71,8.64,8.46,21.33,11.03,11.20,12.80
2.750,2.71,3.64,3.02,13.41,16.20,5.23,14.03,10.41
2.875,5.76,5.45,4.57,8.64,15.49,6.38,6.96,7.67
3.000,2.62,3.91,5.32,3.86,8.15,8.42,2.40,5.90
3.125,2.76,8.51,4.97,2.93,6.12,8.86,2.45,4.30
3.250,3.11,3.37,5.59,3.99,5.81,8.64,5.28,4.13
3.375,4.57,5.45,3.95,7.71,7.53,7.05,4.13,2.89
3.500,5.67,3.24,2.71,7.36,8.90,3.73,2.76,2.62
3.625,9.35,9.26,2.05,7.36,8.28,2.53,4.17,2.58
3.750,4.57,9.04,6.21,8.64,6.78,4.88,6.38,2.49
3.875,5.41,3.33,5.76,6.82,6.16,3.42,6.74,1.96
4.000,4.97,6.21,6.07,5.94,4.04,4.17,6.82,2.27
4.125,4.08,4.26,8.68,5.19,3.82,5.76,5.37,2.67
4.250,4.88,6.29,9.08,3.82,2.98,5.45,2.89,5.32
4.375,2.67,4.92,7.93,3.07,3.07,4.17,3.11,5.98
4.500,6.60,2.05,8.51,6.96,3.42,6.96,6.52,8.81
4.625,9.52,9.08,9.12,7.62,6.38,10.23,5.41,7.58
4.750,6.47,2.93,5.54,6.16,7.84,8.95,3.95,10.98
4.875,14.43,12.18,8.68,4.13,10.81,3.86,7.13,9.79
5.000,5.01,6.65,18.85,4.66,11.38,9.70,10.23,9.57
5.125,7.53,9.79,23.23,6.56,13.59,15.45,4.52,7.93
5.250,4.61,3.86,18.46,7.40,24.29,13.81,5.06,18.72
5.375,7.40,6.65,11.96,3.95,28.89,8.55,5.41,26.20
5.500,5.50,3.68,7.67,3.20,38.49,4.26,2.84,34.11
5.625,5.45,2.49,4.70,4.88,30.27,3.42,4.75,27.79
5.750,7.05,8.90,4.35,3.33,24.29,6.65,7.58,20.85
5.875,3.29,5.98,4.48,6.47,14.79,3.77,7.27,14.79
6.000,8.86,6.96,9.96,6.25,14.48,5.10,7.58,15.10
6.125,5.81,2.67,13.77,5.01,24.56,11.11,4.17,25.71
6.250,9.57,10.76,11.51,2.22,25.75,10.94,5.54,24.83
6.375,1.87,4.79,7.62,2.67,29.03,7.53,5.54,24.43
6.500,2.93,5.01,7.44,7.31,20.76,6.12,7.27,15.54
6.625,1.12,2.84,5.63,8.37,23.37,4.70,5.54,15.45
6.750,2.49,10.23,2.62,7.27,16.91,4.83,4.61,10.85
6.875,5.01,2.89,2.18,6.96,14.30,5.81,5.81,7.13
7.000,4.92,10.45,2.62,9.30,8.46,5.06,7.40,6.21
7.125,5.41,4.88,5.72,9.61,8.15,3.20,7.80,6.69
7.250,2.36,4.66,8.42,4.30,7.09,5.98,4.30,8.64
7.375,5.50,9.43,10.81,7.31,7.22,8.86,6.47,6.34
7.500,7.09,4.57,9.74,7.31,6.34,8.24,8.81,5.10
7.625,3.33,2.40,8.77,3.42,7.31,7.49,7.53,3.99
7.750,6.38,4.92,11.56,3.15,7.84,10.50,6.03,5.19
7.875,5.94,5.01,10.41,4.04,9.21,8.59,8.55,6.65
8.000,3.42,1.74,4.04,9.96,12.93,5.14,13.81,10.89
8.125,9.17,9.66,10.10,21.64,23.23,10.76,25.75,18.15
8.250,5.01,5.72,11.87,36.50,30.49,10.85,41.68,24.03
8.375,10.41,11.11,8.37,31.28,33.36,7.18,33.98,27.17
8.500,4.70,5.32,9.30,13.37,29.96,7.71,10.89,26.90
8.625,6.29,9.48,12.93,9.08,22.08,9.30,8.28,21.91
8.750,5.54,3.37,14.12,8.77,14.03,10.19,8.90,15.32
8.875,5.50,4.92,10.41,7.58,7.09,8.68,6.56,7.80
9.000,14.03,9.61,8.15,6.52,6.07,6.87,2.84,5.76
9.125,5.67,7.00,7.22,10.89,7.97,6.12,7.09,7.49
9.250,5.59,5.98,4.39,11.96,8.55,4.70,9.04,11.11
9.375,6.43,4.66,1.78,10.36,8.51,5.50,9.83,11.11
9.500,6.69,7.84,2.62,7.44,7.93,5.67,8.02,13.33
9.625,5.10,5.85,5.67,6.16,6.91,5.72,8.37,9.39
9.750,5.90,3.99,7.62,7.13,5.63,5.59,9.39,9.08
9.875,5.90,4.13,5.19,7.00,10.67,2.49,8.24,10.05
10.000,6.47,4.26,5.41,5.67,14.92,2.40,5.63,11.91
10.125,4.79,7.13,5.76,4.26,28.28,2.18,6.16,20.58
10.250,5.45,7.27,6.34,6.47,30.80,3.91,4.44,21.46
10.375,7.22,8.11,10.50,11.38,42.21,8.24,7.36,31.99
10.500,4.70,5.81,11.47,13.24,43.71,10.58,9.43,32.30
10.625,6.21,5.54,8.95,10.85,43.14,9.12,7.44,33.45
