"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.74,10.85,5.37,===,===,0.94,===,===
0.250,1.83,2.71,5.14,8.95,===,1.78,1.69,===
0.375,3.60,4.22,4.57,8.42,24.34,5.10,2.58,4.97
0.500,3.46,10.14,9.66,7.00,25.71,8.37,3.60,6.34
0.625,4.13,5.72,14.08,11.34,26.51,8.06,4.92,7.13
0.750,3.15,22.39,12.75,13.37,22.08,4.92,5.01,6.12
0.875,4.83,7.80,7.67,10.01,16.20,2.80,4.52,5.76
1.000,2.89,14.34,3.77,14.21,19.39,4.04,11.20,9.52
1.125,9.21,5.01,2.84,27.17,30.80,2.27,19.70,20.23
1.250,4.08,16.86,9.61,38.14,33.18,3.60,23.32,28.36
1.375,7.22,9.57,12.71,34.38,36.77,5.76,13.99,39.77
1.500,8.46,4.79,10.72,20.49,25.36,9.08,7.93,33.45
1.625,8.86,9.48,8.11,15.32,22.84,8.11,5.10,27.39
1.750,8.86,8.02,5.23,19.25,14.74,3.77,4.97,13.95
1.875,4.61,4.39,4.13,18.32,9.57,2.80,3.02,8.68
2.000,4.70,4.17,4.17,15.94,5.32,6.29,6.16,5.37
2.125,7.80,12.22,4.39,11.60,3.15,13.02,7.05,5.90
2.250,11.16,3.82,8.37,7.27,4.26,14.43,7.36,7.36
2.375,6.78,7.00,10.05,8.77,4.79,11.82,6.47,12.31
2.500,5.76,3.07,7.93,11.56,11.03,8.55,3.95,12.62
2.625,13.95,13.95,9.30,17.09,16.11,10.81,7.89,12.88
2.750,5.19,2.93,7.53,17.97,31.28,19.03,19.08,13.90
2.875,27.79,16.47,5.76,11.87,31.46,23.81,29.38,12.53
3.000,5.14,13.55,3.51,15.01,31.11,19.34,25.80,10.81
3.125,20.23,9.96,7.31,15.89,19.43,5.50,11.69,8.81
3.250,5.76,9.21,11.11,10.01,16.95,2.89,23.37,11.82
3.375,5.81,2.89,8.90,20.58,27.21,6.07,31.90,25.27
3.500,5.14,7.97,8.77,21.86,32.65,11.96,25.49,28.63
3.625,5.67,3.42,3.42,15.05,32.08,10.98,17.13,30.80
3.750,7.67,7.31,6.91,6.87,19.21,8.73,11.91,16.91
3.875,4.92,6.56,9.21,3.11,11.11,11.16,11.07,17.17
4.000,6.12,5.06,5.94,6.87,13.90,8.64,13.41,20.14
4.125,4.79,10.89,3.11,14.30,20.23,10.05,19.12,27.88
4.250,12.18,3.91,2.45,21.15,30.75,14.26,26.95,33.80
4.375,26.68,11.03,2.67,16.78,36.81,16.07,33.10,31.64
4.500,10.76,6.38,4.92,5.72,33.67,11.87,22.17,30.66
4.625,10.85,7.53,5.50,10.45,27.83,6.78,9.12,22.22
4.750,10.76,7.84,4.52,10.14,17.93,5.50,8.99,21.51
4.875,5.41,4.35,5.94,11.47,14.48,5.98,14.52,20.31
5.000,4.52,7.53,10.36,11.60,12.44,7.62,15.76,20.71
5.125,5.45,7.80,10.14,7.62,8.55,8.11,13.50,18.15
5.250,3.07,5.19,8.51,4.83,7.27,9.92,12.26,12.66
5.375,3.15,11.87,4.48,6.65,5.19,6.74,10.36,7.84
5.500,11.91,7.49,2.05,13.55,5.32,4.44,7.80,4.22
5.625,13.77,7.49,7.75,13.55,7.84,3.51,12.00,7.80
5.750,7.93,9.04,10.89,16.86,10.45,5.94,20.14,19.21
5.875,12.62,6.78,6.74,28.41,17.40,5.37,28.76,38.89
6.000,7.75,16.07,7.62,26.64,18.24,3.24,21.86,46.50
6.125,7.75,6.12,4.83,15.63,16.91,5.98,9.66,49.42
6.250,3.24,5.45,3.46,11.60,11.56,6.91,3.42,32.88
6.375,7.44,12.80,6.74,15.49,11.20,3.64,6.65,21.02
6.500,17.88,15.23,5.50,18.10,19.08,2.40,7.67,15.10
6.625,4.75,7.93,5.23,20.23,25.80,7.36,9.21,15.49
6.750,9.92,9.57,2.58,13.95,26.29,8.86,13.95,23.81
6.875,9.70,7.93,4.13,8.24,24.56,5.81,15.27,29.65
7.000,6.12,4.48,9.04,6.65,18.32,2.36,14.12,30.88
7.125,12.49,8.86,9.57,7.09,16.64,2.62,13.06,31.19
7.250,3.07,4.22,6.96,8.77,13.72,2.84,10.63,25.98
7.375,9.17,6.56,5.28,13.72,17.22,4.57,7.71,23.01
7.500,4.79,8.37,3.99,12.93,16.73,4.75,5.41,18.06
7.625,4.17,8.59,5.54,12.09,19.30,6.52,9.61,12.40
7.750,9.12,7.89,4.26,12.53,18.77,9.88,10.23,7.53
7.875,3.73,9.04,3.51,12.04,20.67,5.98,8.24,7.84
8.000,4.44,8.90,4.66,11.20,20.14,3.46,10.23,8.95
8.125,6.74,10.67,3.51,8.99,18.24,9.12,8.95,13.59
8.250,18.55,10.98,11.34,6.60,18.99,31.64,24.07,10.23
8.375,14.26,22.61,19.12,11.25,21.38,40.08,40.57,11.38
8.500,10.05,11.78,17.66,13.33,25.00,25.31,37.08,9.17
8.625,6.60,8.64,6.43,12.53,23.01,9.70,19.83,12.75
