TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,2.22,9.26,7.58,===,===,1.07,===,===
0.250,3.42,4.17,3.46,12.88,===,1.92,1.83,===
0.375,6.03,7.97,3.95,5.76,5.63,6.29,4.04,3.29
0.500,7.31,5.67,8.11,2.09,6.74,12.00,4.35,4.88
0.625,7.93,9.35,11.29,3.24,7.40,15.85,2.76,6.21
0.750,9.66,9.30,11.56,12.49,7.18,14.17,4.39,6.56
0.875,5.14,8.02,5.90,23.81,9.43,14.30,10.05,6.87
1.000,4.30,6.60,10.50,30.44,15.05,22.39,14.48,7.97
1.125,4.61,4.04,18.55,27.52,18.81,25.40,18.68,7.31
1.250,8.77,4.22,16.38,14.70,17.17,17.53,13.68,6.21
1.375,3.46,3.99,9.04,8.24,12.93,8.37,6.60,3.82
1.500,19.83,12.35,13.50,8.15,6.74,14.70,5.81,3.60
1.625,6.47,5.59,20.14,5.94,5.28,22.61,3.37,4.57
1.750,16.20,11.11,19.70,6.12,5.32,20.31,7.84,5.59
1.875,8.37,5.54,18.55,5.63,6.52,17.57,8.90,6.74
2.000,4.57,5.32,16.11,3.15,7.58,15.54,7.05,5.90
2.125,5.81,2.53,5.76,8.24,8.55,11.56,6.74,4.44
2.250,11.78,11.69,7.75,16.55,14.52,4.57,4.26,2.67
2.375,7.44,8.55,16.11,18.28,21.11,5.81,1.69,2.49
2.500,7.09,3.68,15.23,11.82,25.18,10.27,2.76,4.39
2.625,3.33,4.44,10.36,5.45,28.14,10.81,5.19,6.82
2.750,9.74,7.49,6.96,4.61,22.13,10.89,7.89,7.00
2.875,4.83,4.75,9.39,8.42,18.85,11.16,8.77,6.52
3.000,6.60,6.47,10.63,9.74,8.77,11.11,7.13,3.95
3.125,10.05,8.37,9.04,8.59,6.29,9.12,5.50,3.20
3.250,1.92,5.01,5.19,5.72,5.59,5.19,6.25,4.83
