TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
22.605,23.94,50.57,13.50,47.12,24.52,35.97,26.37,18.90
22.730,18.81,25.05,11.34,32.52,21.86,29.29,29.65,19.83
22.855,10.05,21.46,10.89,16.33,19.12,20.23,30.66,18.90
22.980,12.22,15.14,18.77,19.96,17.88,21.11,22.88,26.59
23.105,10.19,13.55,29.74,22.44,25.71,31.06,16.20,30.40
23.230,29.65,33.10,30.27,20.49,29.47,28.36,8.15,33.18
23.355,16.78,22.48,20.71,13.77,31.99,16.91,11.34,33.45
23.480,7.49,15.41,12.22,11.96,29.74,9.17,11.29,31.46
23.605,5.41,8.11,13.95,17.22,28.50,12.97,11.96,35.84
23.730,7.18,10.72,12.88,22.08,25.44,15.54,16.51,33.58
23.855,4.92,6.60,10.98,29.47,20.62,11.51,22.53,28.72
23.980,14.61,14.08,6.21,28.50,15.18,5.54,24.91,16.64
24.105,4.26,5.41,5.19,15.10,14.65,5.28,15.54,12.53
24.230,18.24,17.62,6.47,9.70,18.41,10.27,7.97,14.34
24.355,13.68,6.91,6.56,11.65,22.79,4.30,8.73,19.96
24.480,9.96,10.72,9.88,10.76,24.12,4.83,6.69,23.32
24.605,8.37,3.77,7.75,15.05,22.04,3.86,9.52,24.29
24.730,9.83,4.22,17.84,17.70,18.50,15.54,13.68,22.88
24.855,5.01,6.52,18.90,13.37,18.63,19.30,7.75,24.91
24.980,23.94,16.60,11.38,23.41,16.38,9.70,6.69,24.69
25.105,15.18,9.52,27.88,29.25,15.36,25.67,15.49,21.29
25.230,29.20,23.72,43.93,27.74,15.54,37.96,22.30,18.72
25.355,47.43,23.01,41.15,32.17,16.42,30.13,20.71,15.27
25.480,31.11,23.37,22.17,31.11,22.04,10.94,18.68,25.36
25.605,15.32,12.18,4.75,19.87,22.66,4.04,20.31,28.98
25.730,13.50,18.50,13.28,11.56,24.74,12.22,18.46,32.65
25.855,5.67,7.13,17.40,13.90,26.86,15.01,16.16,29.60
25.980,7.89,3.99,17.04,15.10,24.07,14.21,12.88,21.51
26.105,4.97,12.57,16.16,15.49,23.41,15.63,16.25,18.01
26.230,11.51,9.61,18.99,17.62,20.71,18.01,20.71,13.55
26.355,9.96,4.08,16.91,19.83,19.61,17.22,19.47,16.55
26.480,11.51,10.27,10.81,26.90,19.39,13.02,24.96,18.85
26.605,22.84,7.18,8.02,33.01,22.04,6.12,32.96,27.08
26.730,27.61,17.70,17.13,47.96,25.36,4.70,48.31,29.34
26.855,26.55,19.52,27.44,50.61,26.99,4.17,57.78,33.36
26.980,17.40,3.11,22.08,41.90,25.36,3.37,53.13,31.73
27.105,22.00,2.80,6.43,28.85,24.29,3.02,37.56,34.33
27.230,9.04,7.44,11.16,8.81,32.83,12.53,13.59,42.92
27.355,30.53,6.52,11.25,16.64,33.67,18.24,13.11,41.10
27.480,9.66,11.34,11.16,11.20,34.87,16.47,12.35,43.80
27.605,13.50,7.97,14.96,6.07,23.68,15.49,13.59,31.24
27.730,10.58,13.50,12.35,5.85,25.22,8.59,8.59,36.28
27.855,9.12,3.77,7.89,9.48,33.76,6.87,8.24,40.92
27.980,9.83,10.45,8.86,8.90,52.47,10.05,10.19,63.44
28.105,15.67,11.69,8.46,22.39,58.53,12.49,21.60,67.42
28.230,11.87,11.60,24.07,43.31,55.34,30.13,34.03,62.69
28.355,6.47,14.56,18.99,51.81,44.15,20.09,31.86,45.17
28.480,21.02,8.86,2.71,34.42,36.15,19.39,31.46,34.47
28.605,9.26,10.76,11.20,18.81,39.07,30.93,34.07,31.55
28.730,10.81,8.64,3.68,15.45,31.95,13.64,15.94,31.33
28.855,9.17,6.78,14.83,18.55,31.19,13.02,8.02,29.38
28.980,8.86,11.91,20.62,20.58,22.44,20.36,13.06,26.73
29.105,31.15,24.38,23.01,24.87,27.26,22.66,9.70,23.06
29.230,26.33,26.90,23.90,26.64,23.81,20.76,9.96,25.80
29.355,13.90,13.33,15.80,26.95,20.71,10.19,23.99,22.22
29.480,35.04,36.10,15.36,42.52,15.80,9.57,46.32,28.05
29.605,20.80,19.12,23.50,51.85,14.56,22.92,56.71,23.68
29.730,7.97,11.60,27.48,52.47,15.49,27.74,60.47,28.63
29.855,12.84,18.37,15.76,51.81,19.39,15.36,55.83,30.35
29.980,25.53,19.96,12.04,51.01,23.23,14.52,49.02,33.23
30.105,13.24,14.03,16.51,60.30,28.89,16.38,55.34,34.60
30.230,20.27,25.05,16.69,58.97,39.86,11.96,56.49,38.45
30.355,13.11,15.10,10.94,47.47,52.56,6.91,52.25,45.79
30.480,3.91,10.14,6.74,35.09,59.85,12.26,45.75,48.00
30.605,19.43,14.30,31.95,37.39,63.48,29.91,50.26,48.44
30.730,16.69,9.17,35.75,33.32,63.57,26.02,50.35,43.84
30.855,9.35,9.70,22.66,19.43,55.83,7.09,37.12,38.36
30.980,8.51,4.75,17.17,18.24,46.19,10.50,27.04,30.13
31.105,8.28,7.36,21.51,13.24,26.33,19.61,17.44,20.18
31.230,5.28,9.57,17.17,5.67,18.19,14.70,5.94,15.32
31.355,4.13,4.70,12.00,14.61,11.07,6.43,6.69,10.94
31.480,10.89,5.32,10.10,18.55,10.50,7.58,7.97,7.84
31.605,5.41,6.96,7.53,12.66,14.65,8.77,6.96,9.79
31.730,5.59,4.75,15.41,6.74,16.78,16.55,6.43,13.90
31.855,9.92,8.59,25.00,11.25,21.20,27.35,14.70,23.63
31.980,12.66,10.50,28.45,15.14,23.45,31.59,14.61,34.29
32.105,23.15,38.36,23.23,13.59,24.25,24.56,7.93,37.21
32.230,10.67,5.54,13.68,14.17,19.87,14.17,10.23,37.61
32.355,6.43,7.22,6.16,15.41,14.52,6.60,19.52,24.56
32.480,14.52,8.77,10.58,13.19,20.23,13.33,17.53,18.68
32.605,5.14,9.66,21.55,15.67,22.97,25.58,16.60,9.26
32.730,7.53,6.91,23.41,19.16,29.47,26.73,19.08,9.12
32.855,5.81,6.25,16.51,22.70,23.45,16.82,26.59,8.77
