"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.87,9.88,5.45,===,===,1.03,===,===
0.250,4.13,7.58,3.20,7.80,===,3.20,2.58,===
0.375,6.96,9.96,6.91,5.10,16.47,8.15,5.98,4.04
0.500,4.44,10.36,9.17,9.30,13.46,9.66,9.96,9.74
0.625,15.49,21.02,11.96,15.49,9.08,9.52,16.51,11.25
0.750,18.59,13.33,10.23,13.06,8.42,9.26,17.00,16.38
0.875,4.92,10.98,9.83,10.19,5.19,9.57,12.09,13.77
1.000,10.94,16.11,7.75,11.20,6.38,6.12,7.97,17.53
1.125,13.81,19.25,9.83,5.01,7.13,3.60,4.61,17.40
1.250,3.99,3.60,12.04,5.01,11.42,7.09,6.16,19.70
1.375,4.70,9.57,16.02,8.51,16.91,13.24,5.50,23.06
1.500,4.66,9.57,15.18,12.00,17.88,13.72,9.79,21.91
1.625,4.22,6.60,11.11,8.81,15.54,11.38,5.28,19.43
1.750,11.65,12.57,10.27,5.90,9.57,11.96,7.05,10.27
1.875,10.14,7.58,8.02,11.96,7.36,10.72,12.93,8.15
2.000,5.59,2.49,3.11,16.02,9.83,4.04,18.55,8.28
2.125,9.08,12.53,3.02,16.82,13.19,9.26,21.86,15.98
2.250,5.59,13.02,3.86,9.92,14.96,9.83,18.81,17.13
2.375,6.52,5.94,4.83,6.87,18.37,7.84,13.28,24.38
2.500,7.89,4.13,5.06,5.28,19.70,7.40,5.23,26.15
2.625,6.25,3.82,5.63,2.58,18.68,6.07,4.13,25.22
2.750,9.70,7.93,4.79,3.07,14.65,3.95,6.65,20.98
2.875,9.35,11.16,6.47,4.79,7.49,7.67,7.44,10.85
3.000,8.64,7.58,14.12,5.32,5.41,17.22,5.67,7.09
3.125,12.26,16.55,19.47,6.65,5.28,22.53,13.99,4.26
3.250,14.74,16.69,15.10,10.72,5.59,18.77,20.58,8.73
3.375,9.79,7.40,9.61,6.78,9.92,15.76,14.26,16.33
3.500,4.66,4.52,6.47,10.32,10.85,12.18,6.52,20.14
3.625,8.24,5.23,3.24,23.99,17.79,3.95,16.47,29.07
3.750,8.81,6.87,6.29,24.87,15.32,4.48,19.25,26.55
3.875,28.59,4.13,12.09,14.03,16.60,3.60,19.87,28.59
4.000,5.14,8.68,13.06,4.48,12.18,4.79,21.86,22.79
4.125,12.26,5.28,10.76,2.89,10.58,7.18,17.00,20.05
4.250,7.71,4.75,7.58,6.60,11.87,8.64,9.52,20.49
4.375,6.60,6.43,14.65,23.06,12.71,9.43,12.44,15.14
4.500,18.06,16.82,25.40,36.02,13.72,10.67,24.96,12.84
4.625,14.30,12.49,24.07,48.53,14.61,18.77,34.73,19.87
4.750,16.38,29.29,19.70,46.98,19.21,21.95,33.98,32.17
4.875,9.04,5.06,18.10,18.41,34.03,12.04,13.15,45.35
5.000,5.90,10.72,10.45,9.92,38.89,6.07,6.34,41.81
5.125,3.37,9.26,11.60,22.88,35.53,3.82,5.19,28.28
5.250,2.27,12.66,18.90,13.59,27.61,2.14,4.83,14.83
5.375,3.02,10.50,16.91,6.87,19.34,4.39,6.21,5.63
5.500,5.90,5.41,10.05,9.48,17.48,8.95,7.31,5.23
5.625,10.98,11.73,5.14,5.90,13.11,26.73,20.80,12.57
5.750,10.36,10.10,9.12,13.02,12.53,37.52,36.33,23.41
5.875,8.59,11.87,7.44,12.00,10.23,30.53,36.06,31.11
6.000,6.25,6.34,6.21,5.67,7.40,15.80,13.24,36.81
6.125,10.14,6.07,15.54,10.45,7.27,19.08,9.35,27.70
6.250,9.48,11.42,18.63,15.94,12.00,27.70,13.33,21.46
6.375,10.54,10.94,19.87,19.70,16.16,27.66,21.38,12.26
6.500,4.44,11.82,20.67,26.99,18.59,22.53,34.07,13.77
6.625,7.89,21.24,16.91,35.57,13.81,25.00,39.42,12.62
6.750,5.98,5.85,18.41,37.52,12.26,18.85,32.12,14.43
6.875,11.34,38.58,21.46,24.29,10.67,5.32,21.20,15.58
7.000,5.81,14.56,15.27,10.41,13.41,11.16,20.40,27.48
7.125,6.60,16.78,10.45,11.29,18.01,2.98,16.64,30.62
7.250,14.61,18.59,15.14,19.83,20.93,11.20,16.11,31.46
7.375,6.43,14.70,18.72,25.89,23.72,11.47,27.52,29.16
7.500,20.05,27.08,14.52,20.05,23.01,9.83,29.82,23.76
7.625,14.21,40.62,9.96,11.16,19.47,24.25,24.83,19.08
7.750,18.10,21.02,13.68,5.59,15.63,21.95,17.31,10.36
7.875,22.92,22.48,10.01,7.53,10.27,6.82,7.00,10.14
8.000,15.10,14.48,16.16,12.71,8.28,15.94,9.35,10.54
8.125,18.41,17.75,24.43,11.47,7.89,24.91,19.61,10.94
8.250,5.81,7.44,20.40,9.83,9.88,20.40,25.31,7.18
8.375,5.19,5.45,17.22,7.62,17.53,17.79,21.91,6.69
8.500,9.96,14.83,14.74,9.88,19.56,17.17,8.51,5.76
8.625,10.72,10.01,8.20,15.63,18.90,10.14,8.86,6.12
8.750,10.58,16.33,8.73,22.88,13.19,6.43,17.53,5.37
8.875,13.46,8.46,10.41,22.13,9.35,13.33,15.71,5.50
9.000,5.14,6.16,13.15,18.99,9.35,15.32,6.69,5.45
9.125,7.84,7.89,16.25,14.39,11.20,14.70,4.17,6.34
9.250,6.29,10.58,15.18,11.51,12.97,16.20,8.06,5.45
9.375,8.42,8.90,8.73,23.19,11.82,11.25,20.85,5.59
9.500,17.57,18.01,8.24,28.63,8.73,4.79,27.30,5.37
9.625,6.47,7.40,13.02,22.57,7.75,8.90,23.23,6.43
9.750,16.64,12.75,16.51,18.41,9.08,16.86,18.24,8.11
9.875,5.54,7.49,14.43,22.30,12.62,18.24,20.00,9.48
10.000,12.00,5.41,12.40,25.93,14.65,21.38,23.90,8.95
10.125,8.42,3.60,19.08,22.53,14.83,30.66,21.24,9.21
10.250,10.01,15.18,19.65,20.76,14.12,31.59,19.61,5.98
10.375,5.01,4.66,11.34,22.88,11.47,22.84,19.78,5.06
10.500,5.81,8.51,10.58,24.16,9.74,15.54,21.91,3.20
10.625,13.06,7.75,13.59,22.04,11.07,12.44,33.45,3.37
