"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.12,4.57,3.77,===,===,0.85,===,===
0.250,1.43,2.22,3.29,1.38,===,1.38,1.38,===
0.375,3.99,2.18,1.43,1.34,1.96,2.67,2.40,1.96
0.500,4.04,1.96,1.52,1.16,2.76,3.82,1.83,2.62
0.625,7.36,2.14,2.18,2.05,2.80,4.83,2.27,2.98
0.750,4.92,2.05,2.89,2.58,3.37,6.38,3.82,3.11
0.875,4.52,1.92,2.98,1.83,3.11,8.11,3.86,3.11
1.000,4.97,1.78,1.87,1.56,3.29,7.09,5.85,3.99
1.125,4.35,1.78,1.03,1.25,3.51,3.15,6.25,5.10
1.250,3.86,2.93,1.43,1.92,3.95,3.37,4.52,5.90
1.375,1.65,3.91,1.12,2.09,5.72,4.17,2.58,7.40
1.500,5.54,3.02,1.61,3.68,6.07,2.09,2.76,6.74
1.625,7.67,1.96,3.99,4.88,5.81,2.00,4.88,6.78
1.750,7.40,2.18,4.57,4.22,3.86,3.11,7.13,3.91
1.875,3.42,2.45,3.51,4.26,2.31,1.52,7.13,3.33
2.000,4.39,1.25,2.14,3.51,2.09,2.53,4.35,2.22
2.125,2.45,1.38,3.11,3.15,2.36,2.93,4.61,2.27
2.250,2.36,1.65,3.33,3.95,4.22,2.40,5.72,2.00
2.375,4.04,3.37,1.74,4.52,6.25,3.91,4.39,3.68
2.500,7.53,2.40,1.16,4.70,7.71,6.21,2.14,5.81
2.625,5.37,3.91,1.16,4.30,8.51,6.38,4.30,9.26
2.750,10.63,3.37,0.99,3.82,7.31,3.33,6.56,10.81
2.875,3.95,3.73,1.16,3.15,5.37,2.53,6.12,9.96
3.000,10.45,2.05,1.56,2.67,3.42,5.06,4.44,7.22
3.125,5.94,3.37,1.74,2.89,3.15,5.01,3.86,4.35
3.250,10.36,3.46,2.45,3.64,3.73,5.76,3.55,4.52
3.375,9.26,2.45,3.46,4.04,3.99,8.20,3.29,5.50
3.500,3.15,5.14,3.07,2.89,3.51,9.83,3.55,5.41
3.625,3.46,1.74,1.83,2.40,2.80,9.66,3.46,4.66
3.750,6.87,3.15,1.47,2.05,2.49,7.67,1.96,2.89
3.875,1.92,2.62,2.18,2.93,2.00,4.08,1.65,1.96
4.000,4.52,2.58,2.84,2.45,3.95,2.49,2.09,2.05
4.125,5.06,1.69,2.45,7.71,9.88,2.18,5.59,7.22
4.250,5.50,3.02,4.70,14.39,16.16,2.27,14.12,13.15
4.375,6.69,3.60,4.22,15.85,26.20,6.07,17.48,21.95
4.500,1.30,4.52,2.58,9.17,28.59,6.78,10.45,25.05
4.625,3.51,3.60,1.96,4.48,26.29,4.04,7.62,21.38
4.750,5.37,2.27,2.89,7.36,18.68,3.20,11.34,13.28
4.875,6.43,2.71,5.50,9.35,11.91,2.18,9.83,6.74
5.000,7.13,2.84,4.44,10.67,10.45,4.48,10.23,6.60
5.125,7.22,5.23,2.53,11.87,10.05,3.91,12.49,8.24
5.250,6.25,2.58,5.14,12.88,9.30,4.39,12.88,10.23
5.375,6.87,6.69,5.14,12.44,8.28,2.62,12.66,10.89
5.500,7.31,7.71,6.16,11.11,7.49,6.43,10.81,12.44
5.625,9.17,5.94,5.01,8.20,8.55,7.36,9.21,12.13
5.750,5.63,8.86,1.87,13.72,11.03,3.29,13.95,10.67
5.875,6.91,6.03,3.46,16.42,13.68,3.42,16.33,9.21
6.000,3.86,6.21,4.30,9.52,14.48,5.94,10.23,8.68
6.125,4.79,4.92,2.00,4.35,13.77,5.45,5.01,10.32
6.250,8.02,3.82,4.08,5.23,12.57,5.59,3.68,11.78
6.375,6.56,2.40,4.44,5.01,10.54,7.93,3.60,11.29
6.500,6.91,3.02,4.61,3.86,7.53,9.79,2.80,7.58
6.625,6.29,6.69,4.79,2.45,5.81,8.15,2.40,6.12
6.750,10.58,3.33,4.57,3.99,5.50,6.87,3.37,5.45
6.875,3.20,5.41,3.07,5.94,9.30,8.99,7.31,11.03
7.000,2.22,2.53,1.56,4.52,13.95,8.20,11.11,14.39
7.125,3.29,5.81,4.08,2.05,16.69,3.68,8.55,16.38
7.250,4.08,3.91,3.86,1.87,18.15,4.22,4.35,17.66
7.375,3.99,4.39,2.14,3.20,15.94,6.34,4.75,15.27
7.500,3.20,4.35,2.14,4.48,11.56,7.93,7.00,12.97
7.625,4.61,2.05,5.37,3.86,7.36,7.84,6.52,7.53
7.750,4.44,3.07,10.76,3.64,7.05,6.38,3.60,8.24
7.875,3.68,2.45,12.04,9.48,8.99,6.82,8.99,9.08
8.000,4.22,3.77,8.06,10.94,12.26,5.63,13.77,10.76
8.125,3.20,4.70,4.52,7.71,8.95,3.55,10.89,8.20
