"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,0.90,13.55,2.58,===,===,0.63,===,===
0.250,1.12,8.28,2.58,14.34,===,1.03,1.12,===
0.375,1.52,4.30,4.88,3.68,24.34,1.25,1.25,2.53
0.500,2.31,4.13,2.76,2.80,12.35,1.74,2.09,3.11
0.625,3.73,12.93,3.64,3.68,5.32,4.17,2.67,3.33
0.750,4.39,11.11,13.28,12.57,6.38,9.83,4.97,2.62
0.875,9.57,30.27,23.23,21.07,11.47,16.16,6.91,4.39
1.000,16.16,11.96,23.19,23.32,17.09,16.07,10.19,5.32
1.125,13.41,18.41,10.63,16.38,21.60,7.00,11.25,7.27
1.250,11.34,19.52,4.61,17.22,17.48,7.80,13.99,8.55
1.375,12.53,23.32,17.13,23.41,17.17,18.85,22.57,18.10
1.500,5.06,10.98,28.36,41.06,22.30,19.43,34.73,28.14
1.625,22.53,30.04,27.88,45.97,30.31,18.10,44.33,37.34
1.750,7.27,4.57,15.71,34.95,44.29,17.57,35.57,45.39
1.875,9.61,7.31,6.29,22.66,39.38,7.62,18.90,41.63
2.000,8.20,5.90,7.71,10.10,38.18,6.34,7.75,40.97
2.125,4.92,7.80,9.52,7.75,28.54,5.67,6.38,30.31
2.250,12.18,14.52,15.76,11.56,24.83,11.20,6.38,25.71
2.375,12.66,8.90,14.56,28.23,19.47,14.83,23.01,17.79
2.500,21.51,20.62,10.50,51.76,13.59,11.07,48.75,13.95
2.625,22.57,16.95,12.57,53.88,18.59,6.78,51.10,21.73
2.750,3.77,13.24,18.32,29.87,32.21,8.77,36.99,35.57
2.875,40.75,22.22,32.17,24.74,56.14,12.22,26.73,58.13
3.000,9.61,12.97,36.37,27.26,65.74,14.65,21.77,70.82
3.125,11.20,5.85,18.06,24.29,70.16,19.12,16.91,74.49
3.250,17.22,39.73,12.22,25.14,70.51,21.91,10.23,78.43
3.375,17.75,14.96,17.09,21.42,71.58,21.07,12.57,74.54
3.500,14.70,21.33,10.14,15.94,67.15,15.45,9.48,70.65
3.625,9.83,6.65,6.16,8.51,61.45,8.73,4.88,65.87
3.750,7.00,8.06,8.02,15.49,55.25,7.58,14.83,54.55
3.875,20.49,15.01,23.19,21.46,56.40,22.48,23.41,54.81
4.000,18.63,21.15,27.17,21.60,58.93,27.66,20.93,54.59
