TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,0.99,3.11,10.41,===,===,0.77,===,===
0.250,3.29,8.68,5.72,13.24,===,2.00,1.16,===
0.375,4.35,3.37,3.11,15.01,27.48,5.50,4.57,5.23
0.500,4.92,27.74,3.86,19.92,30.09,10.63,10.32,15.05
0.625,4.48,6.16,4.83,19.70,33.41,11.69,13.90,18.59
0.750,4.66,11.03,2.93,10.27,32.61,6.82,10.72,26.20
0.875,7.58,5.14,1.92,4.92,25.18,2.67,6.25,19.03
1.000,4.97,10.89,6.87,5.23,14.12,8.15,7.13,16.51
1.125,13.46,6.25,14.30,22.79,9.21,19.70,19.52,21.33
1.250,19.92,18.41,24.29,54.95,8.37,33.89,26.46,32.79
1.375,23.41,17.66,25.09,59.72,14.79,33.49,26.06,51.67
1.500,5.81,8.86,17.17,35.84,22.04,17.09,21.38,57.42
1.625,11.56,6.82,15.05,17.48,20.14,7.36,12.49,49.73
1.750,6.16,4.08,14.03,20.05,13.95,5.41,9.92,33.58
1.875,1.61,5.37,11.91,13.95,7.80,3.37,7.00,17.04
2.000,7.31,7.80,3.11,6.87,8.02,5.72,6.65,13.02
2.125,3.91,2.49,3.68,7.09,10.41,7.75,8.42,10.54
2.250,3.07,8.99,8.64,10.98,10.63,4.17,6.29,6.34
2.375,2.22,6.78,22.66,24.16,14.83,1.07,2.22,3.82
2.500,5.19,19.30,30.27,41.99,19.74,1.69,4.61,2.40
2.625,3.24,6.65,21.02,35.35,21.46,5.28,7.00,2.36
2.750,6.56,4.26,6.21,13.90,19.21,6.65,6.87,2.45
2.875,4.39,4.92,15.41,14.70,13.15,11.20,14.34,3.68
3.000,7.67,4.48,12.49,24.12,10.05,12.53,18.85,4.04
3.125,11.69,13.95,4.22,20.09,10.58,5.37,16.91,5.23
3.250,3.64,4.13,6.78,12.31,11.96,4.17,12.18,4.66
3.375,12.26,14.08,6.21,16.07,13.50,5.45,9.48,4.48
3.500,8.86,8.77,6.25,13.81,11.69,3.37,6.03,3.24
3.625,1.96,2.49,2.58,8.55,9.96,5.98,2.18,2.93
3.750,6.78,5.28,4.61,9.57,7.67,9.30,2.27,3.42
3.875,6.96,6.69,2.71,13.81,5.98,5.54,4.52,4.35
4.000,10.45,10.63,1.78,12.80,6.03,2.84,7.71,4.17
4.125,3.64,6.43,1.83,9.08,8.02,2.80,8.68,4.88
4.250,9.26,12.13,2.05,7.13,11.69,2.62,4.08,5.90
4.375,6.07,4.75,2.62,4.04,18.19,2.53,5.19,11.29
4.500,3.42,3.15,8.59,9.39,20.00,7.93,11.16,13.68
4.625,11.03,10.41,11.82,10.94,24.34,11.47,13.06,15.32
4.750,9.61,10.36,7.09,9.66,22.66,11.78,12.31,15.41
4.875,8.95,9.48,4.30,11.69,23.28,11.56,16.51,13.72
5.000,11.91,18.90,6.91,6.43,23.85,14.61,13.02,14.61
5.125,7.09,7.09,6.52,3.73,25.22,15.27,6.38,13.77
5.250,7.09,17.53,7.53,3.64,24.03,14.21,9.39,12.97
5.375,6.56,11.07,19.56,8.59,20.45,9.08,9.04,13.37
5.500,3.99,26.73,27.97,12.04,12.04,4.44,11.11,14.56
5.625,8.51,6.56,27.04,15.05,10.76,6.16,17.00,18.41
5.750,6.74,6.25,16.82,22.57,9.26,12.04,17.26,17.53
5.875,6.65,3.64,13.15,23.68,14.17,14.12,24.12,20.80
6.000,7.18,4.22,12.26,14.87,18.50,16.25,15.05,25.71
6.125,6.56,3.20,5.50,14.65,25.22,12.00,20.40,32.39
6.250,4.83,2.53,6.03,23.50,24.69,3.68,29.69,32.03
6.375,4.22,3.55,10.27,22.17,22.61,11.91,24.69,24.29
6.500,6.07,10.36,9.83,25.36,22.61,9.35,20.14,21.46
6.625,6.16,9.70,8.15,29.12,22.26,1.47,19.43,20.98
6.750,5.06,3.77,5.32,21.82,24.69,1.61,12.22,22.44
6.875,6.78,5.81,3.07,8.55,19.70,3.68,4.30,22.35
7.000,3.86,3.20,3.29,5.81,16.33,6.38,9.66,14.70
7.125,6.03,2.27,9.08,8.55,14.03,8.02,11.82,15.10
7.250,6.07,8.68,9.48,9.12,12.09,10.14,9.43,12.53
7.375,3.77,5.14,3.20,4.75,17.75,10.50,7.80,19.87
7.500,7.67,5.06,10.10,8.68,20.58,4.75,9.21,27.30
7.625,2.22,13.41,14.79,22.75,19.08,5.63,16.86,33.76
7.750,8.59,9.61,11.07,49.15,14.21,8.15,23.37,34.82
7.875,5.72,26.02,3.33,55.56,15.63,3.86,17.93,31.77
8.000,5.32,9.26,9.17,36.28,23.94,4.75,10.76,23.94
8.125,4.04,5.63,4.97,13.50,31.33,3.51,10.27,15.63
8.250,1.47,3.42,5.23,13.33,30.80,6.69,7.80,10.45
8.375,9.39,12.57,1.96,12.75,22.04,8.20,6.69,8.64
8.500,5.32,6.60,3.95,10.50,14.39,9.17,6.96,9.79
8.625,6.65,7.13,5.76,6.78,8.20,9.04,9.21,6.69
8.750,2.49,3.64,2.62,2.58,8.90,4.22,8.81,6.87
8.875,5.45,4.39,10.50,2.31,11.03,9.74,6.03,7.97
9.000,9.17,7.84,17.97,3.99,8.86,13.24,3.11,9.57
9.125,5.37,8.46,13.33,6.43,8.15,8.24,4.17,7.40
9.250,6.60,3.20,3.42,10.45,4.88,2.31,5.06,5.59
9.375,3.82,5.45,6.52,11.78,3.46,4.79,8.42,3.82
9.500,2.67,9.35,6.52,8.15,5.94,5.28,6.25,8.86
9.625,4.48,3.15,5.14,11.91,10.10,5.94,5.19,11.87
9.750,17.40,19.47,7.09,25.09,15.98,6.78,19.08,18.37
9.875,6.82,8.20,12.26,29.25,17.04,19.34,29.56,22.48
10.000,39.55,51.98,24.34,21.07,15.67,26.02,33.18,23.06
10.125,7.18,19.34,28.72,18.81,13.86,20.23,29.82,23.90
10.250,11.65,16.25,17.93,13.81,22.13,11.82,16.20,15.89
10.375,8.55,4.83,9.74,8.20,27.97,6.34,6.47,16.95
10.500,4.13,6.91,8.02,5.41,29.87,7.58,8.33,12.26
10.625,4.70,4.30,2.71,6.56,21.77,7.53,6.69,14.21
10.750,7.89,4.35,3.64,7.80,15.80,6.16,7.80,9.39
10.875,5.23,4.52,9.74,10.76,11.69,3.82,12.18,7.84
11.000,2.67,4.08,8.81,13.37,8.15,2.31,16.07,6.52
11.125,5.72,7.93,3.20,15.94,6.12,4.17,19.70,5.32
11.250,3.82,2.76,5.81,14.79,7.18,6.43,19.74,5.67
11.375,3.42,10.10,10.72,11.34,13.86,7.27,12.62,9.74
11.500,5.76,7.44,21.11,7.22,17.13,12.57,9.61,15.67
11.625,7.18,6.03,24.38,3.42,17.44,9.48,16.07,17.70
