TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.87,1.96,12.75,===,===,1.56,===,===
0.250,2.71,4.26,7.00,8.64,===,2.22,3.29,===
0.375,5.28,2.84,3.42,8.11,25.80,2.84,7.93,8.11
0.500,9.88,11.42,5.10,5.06,20.85,4.75,11.60,10.54
0.625,18.28,8.15,7.71,3.60,12.35,8.24,10.89,11.11
0.750,11.51,7.05,8.99,11.60,8.95,9.21,8.77,9.26
0.875,8.95,6.74,3.77,15.01,6.65,5.67,10.72,9.08
1.000,8.68,6.43,3.11,9.39,10.89,3.24,12.13,7.58
1.125,4.79,6.07,5.19,5.90,13.90,4.13,6.82,6.87
1.250,10.23,14.34,9.04,5.32,14.43,6.47,3.46,4.26
1.375,8.59,7.62,9.92,3.24,9.74,8.33,5.10,5.63
1.500,9.30,20.14,9.04,2.98,5.32,4.88,8.51,8.37
1.625,9.26,15.63,8.28,3.73,3.99,3.15,8.15,12.40
1.750,10.81,12.49,8.90,4.97,3.77,7.53,6.07,12.31
1.875,4.39,12.88,7.09,4.17,5.50,12.18,4.26,13.64
2.000,8.24,12.04,2.31,4.30,6.07,12.93,5.19,10.72
2.125,8.15,12.22,8.33,9.04,5.94,7.49,8.20,11.96
2.250,3.07,15.10,8.86,12.26,6.38,1.61,9.04,8.02
2.375,9.21,10.19,5.28,13.06,7.13,3.37,8.37,6.91
2.500,2.31,13.95,4.26,9.61,6.91,2.93,7.93,4.48
2.625,5.59,5.72,3.68,6.91,5.32,4.08,7.49,6.52
2.750,6.03,5.01,3.24,6.43,4.13,2.45,5.41,6.43
2.875,5.67,5.81,2.00,5.41,4.83,4.48,2.93,8.06
3.000,5.90,4.44,2.49,4.39,7.00,5.14,5.59,6.56
3.125,5.63,4.75,5.67,4.17,10.36,4.17,6.52,10.14
3.250,6.21,6.21,6.29,3.82,11.20,3.15,4.13,11.20
3.375,8.81,7.49,4.13,4.57,13.11,3.33,2.71,16.78
3.500,4.88,5.41,3.86,6.78,12.18,2.31,2.45,13.64
3.625,7.58,5.14,3.95,10.76,12.13,3.29,1.87,11.20
3.750,7.40,9.26,3.95,12.44,10.23,6.03,3.51,5.67
3.875,2.58,5.81,5.14,10.94,7.49,5.59,6.78,5.67
4.000,4.04,11.34,5.37,6.69,6.82,4.22,7.00,11.38
4.125,9.12,6.07,3.24,8.81,12.53,6.25,7.58,16.29
