"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,2.89,23.28,9.52,===,===,1.56,===,===
0.250,2.93,1.96,9.12,14.61,===,3.42,3.82,===
0.375,11.73,2.98,4.35,7.36,16.47,6.78,4.35,9.43
0.500,11.11,12.00,9.70,13.24,17.22,8.90,6.74,17.13
0.625,13.19,8.33,6.65,20.05,12.04,9.08,15.45,20.27
0.750,9.61,11.56,8.64,13.77,11.34,7.62,12.97,20.58
0.875,7.22,7.93,11.16,11.38,9.79,2.40,17.35,19.12
1.000,3.33,4.79,14.61,16.60,18.90,9.96,24.83,25.44
1.125,12.00,14.21,14.26,16.20,23.06,6.78,20.67,30.58
1.250,7.18,9.74,5.45,22.35,35.13,4.44,20.98,47.34
1.375,11.16,17.44,18.94,27.79,35.26,12.53,30.53,50.04
1.500,32.12,36.15,27.74,33.27,38.23,15.76,38.85,55.61
1.625,8.42,12.18,22.75,28.94,37.74,14.83,29.07,53.97
1.750,8.46,12.00,18.85,9.39,35.79,19.52,9.88,51.76
1.875,5.59,7.05,14.56,17.66,31.73,12.31,13.15,45.08
2.000,14.83,12.66,5.90,9.96,23.54,9.88,7.09,28.63
2.125,14.17,10.72,23.19,15.80,24.29,22.22,22.35,23.37
2.250,16.60,19.43,24.16,29.07,31.28,22.00,36.55,26.82
2.375,3.07,2.00,12.80,23.10,43.00,10.23,24.34,39.82
2.500,9.08,6.56,5.37,11.07,38.45,5.72,15.18,36.77
2.625,8.90,2.14,8.68,6.16,28.45,15.85,12.31,26.73
2.750,3.46,3.95,11.56,8.37,14.96,15.10,11.60,14.92
2.875,5.28,5.76,14.17,21.51,11.73,14.30,25.62,12.22
3.000,4.92,12.26,19.70,30.93,15.45,13.15,47.51,16.33
3.125,12.88,7.53,31.81,23.45,21.77,15.01,48.66,19.74
3.250,35.04,35.48,30.71,12.13,26.99,10.89,34.69,24.52
3.375,8.55,8.46,18.68,32.26,26.82,10.89,24.65,23.41
3.500,20.05,15.98,9.74,46.36,25.84,18.77,27.83,23.28
3.625,33.63,18.46,19.87,41.59,17.04,20.76,32.74,13.06
3.750,8.28,7.84,18.63,28.19,18.24,18.37,31.46,12.35
3.875,8.11,16.20,8.73,19.74,18.94,10.23,22.08,13.02
4.000,12.35,32.79,17.09,26.20,26.99,20.14,14.79,24.34
4.125,12.09,17.26,10.41,36.59,30.62,16.91,26.68,31.73
4.250,14.34,13.19,6.52,45.08,34.78,7.22,47.69,39.82
