ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
3.6,3.02,2.67,4.22,1.07,19.03,2.31,6.21
5.59,3.2,1.96,2.14,1.34,10.76,3.15,3.86
5.37,2.62,7.71,2.4,1.65,6.96,2.98,5.10
2.36,3.24,3.15,1.78,2.00,3.11,5.59,7.93
3.82,4.79,5.45,2.4,2.49,2.40,7.97,8.68
4.52,5.94,5.72,3.15,4.66,1.56,8.28,7.31
3.46,6.25,6.47,4.17,5.98,1.52,5.19,4.61
3.99,6.03,8.99,3.51,7.58,2.18,2.89,3.82
5.32,6.07,4.61,4.04,7.62,2.89,2.36,5.90
4.66,4.79,4.22,1.61,6.21,3.77,3.55,5.28
2.49,4.52,3.15,1.65,5.01,3.42,4.88,4.83
1.69,4.83,1.3,2.71,3.24,3.33,4.97,6.74
3.37,4.44,5.32,1.83,4.75,3.33,7.18,9.52
3.42,3.68,2.45,3.46,5.06,3.15,9.66,9.12
1.83,3.02,4.44,3.42,5.23,3.15,9.61,7.13
1.34,2.05,2.49,2.14,4.08,2.80,7.00,6.12
1.56,1.34,2.89,3.95,2.89,3.64,3.24,4.08
3.77,1.16,3.15,2.98,2.00,3.55,3.95,2.22
4.57,2.8,2.14,3.33,2.53,3.68,5.06,3.15
3.55,4.52,5.98,2.0,3.95,2.53,3.77,4.48
3.2,4.88,4.22,4.04,6.21,2.98,1.56,4.57
4.35,3.07,4.13,3.15,8.02,2.49,2.05,4.08
6.07,1.47,6.25,3.46,7.62,2.71,1.30,4.30
6.38,1.25,5.1,2.09,6.96,1.74,2.00,3.73
3.95,1.52,5.5,3.02,3.68,1.87,2.22,1.87
1.12,1.3,2.62,3.64,2.76,2.05,2.05,2.53
2.31,1.25,4.83,3.33,2.45,2.89,2.58,4.39
1.3,2.58,5.59,4.61,4.13,3.60,2.71,4.26
2.14,2.71,1.69,2.0,4.92,3.91,3.42,3.29
3.82,2.14,3.86,1.83,4.92,3.64,3.20,2.40
3.68,2.36,6.56,2.93,4.08,2.80,2.05,1.78
1.92,2.14,4.66,6.12,2.89,1.87,1.61,2.71
2.45,2.93,5.67,4.04,2.84,1.87,1.25,3.95
2.4,2.58,3.24,2.71,2.93,2.31,1.83,3.82
2.98,1.12,9.35,4.52,4.13,4.57,3.68,3.07
4.13,2.62,5.45,2.09,5.37,5.76,5.10,3.73
3.02,3.91,8.33,2.31,10.14,5.98,6.07,5.32
2.89,3.6,4.75,1.92,14.34,4.75,5.98,6.34
4.04,2.27,2.8,4.57,17.75,4.08,8.59,8.42
5.06,2.67,2.18,3.11,19.16,5.37,7.53,8.11
5.98,3.82,3.42,3.46,15.71,6.60,3.99,5.19
6.07,4.04,2.93,4.66,13.06,6.12,3.07,4.22
