ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
7.09,3.86,4.3,5.23,8.64,17.40,9.66,14.65
11.07,4.88,5.85,7.4,10.72,18.37,12.71,17.40
15.58,11.51,5.67,7.18,12.31,18.94,9.92,14.61
12.93,11.78,10.41,8.68,8.86,14.74,13.59,6.34
5.85,6.38,12.49,10.81,8.28,11.73,12.18,5.37
4.52,8.42,9.92,8.73,9.88,15.76,6.47,5.28
2.45,11.34,5.06,12.97,9.17,17.93,5.50,5.90
9.35,9.92,17.75,19.16,11.11,20.31,3.33,5.19
14.3,6.07,7.36,16.42,9.39,18.90,2.62,8.68
13.55,5.37,17.22,11.34,13.28,19.47,3.82,9.30
10.19,10.05,12.97,14.52,10.94,19.30,13.50,11.16
15.45,21.29,10.14,3.46,11.16,21.38,30.18,33.45
14.03,21.42,15.98,14.61,9.79,19.16,31.55,42.65
8.28,10.5,5.9,7.09,8.95,16.82,21.42,33.94
6.38,2.71,24.6,27.57,7.84,12.31,11.20,18.06
1.87,4.7,4.66,4.92,8.81,14.70,9.70,5.10
6.25,4.26,14.21,11.16,10.45,16.29,12.88,8.46
8.55,3.42,8.55,8.11,11.87,15.76,14.17,13.81
8.95,7.13,4.83,5.41,10.89,11.73,10.19,17.44
12.35,8.24,10.54,6.74,11.20,11.38,5.28,19.03
16.38,7.67,9.21,11.87,13.81,13.86,12.18,16.78
16.69,7.18,18.77,15.45,13.86,14.79,17.40,14.43
20.58,16.55,8.95,9.39,13.68,15.36,12.22,11.87
22.17,18.59,8.02,9.3,12.40,14.65,7.36,13.90
15.23,9.83,9.26,6.21,19.34,20.98,6.21,14.96
7.09,6.43,10.85,12.57,21.11,21.29,6.56,12.13
9.39,10.1,4.79,7.44,26.11,26.73,5.19,9.57
5.28,5.5,11.34,13.11,18.68,18.99,3.99,7.53
2.84,4.83,8.81,9.92,17.17,19.21,9.26,6.82
4.61,4.66,3.07,4.52,10.45,10.85,12.04,11.78
6.16,3.6,7.89,8.46,9.96,10.14,13.90,16.42
5.28,1.92,6.12,8.55,6.47,5.76,9.61,15.58
5.01,8.73,10.14,7.0,5.06,4.75,6.96,11.11
8.24,11.91,2.76,3.37,2.84,3.37,14.74,8.02
4.3,7.4,6.6,5.14,2.80,3.68,22.22,14.12
2.98,6.65,4.79,6.91,4.70,6.34,26.99,23.99
4.57,4.88,13.15,9.79,5.98,7.80,24.47,25.36
9.26,10.89,4.52,9.79,6.47,10.58,18.28,21.07
7.31,13.86,7.31,10.19,6.78,9.74,21.77,24.96
4.26,10.5,4.57,9.08,7.75,9.17,26.20,28.63
4.57,5.14,3.6,3.77,9.88,10.36,34.29,33.89
5.63,6.65,6.34,4.7,11.73,12.62,36.81,34.78
8.2,5.67,5.9,7.89,13.15,19.08,25.14,30.04
10.01,8.02,11.69,11.91,11.60,20.58,22.79,37.78
8.77,10.1,5.94,9.35,8.81,21.15,25.14,41.85
8.11,12.22,12.75,13.28,4.92,23.41,21.73,41.94
11.29,12.97,4.79,3.15,4.97,26.55,11.60,32.17
14.17,12.66,10.63,13.86,5.85,30.44,4.52,17.22
14.52,10.98,8.37,6.47,10.81,38.93,13.19,17.31
14.74,15.23,2.71,6.03,13.19,38.40,16.69,16.82
9.21,16.07,7.93,2.09,16.29,39.64,10.58,11.87
5.14,10.81,8.77,10.01,18.72,32.17,16.73,26.51
12.62,14.48,3.11,11.2,19.43,25.31,30.93,33.32
9.04,11.51,8.37,13.19,27.70,26.15,28.67,19.21
6.82,7.62,8.64,9.79,25.53,19.39,19.87,7.80
11.82,14.39,12.31,12.62,31.81,22.84,12.26,11.25
15.85,20.27,5.06,8.55,22.84,18.10,8.37,13.37
13.15,21.02,5.85,4.79,26.55,21.15,21.33,18.55
