ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
3.86,5.37,5.81,3.37,5.50,29.07,2.00,8.11
5.5,1.92,4.61,4.52,6.65,15.14,3.91,7.22
5.85,1.87,2.98,4.13,8.15,6.96,8.59,15.76
4.3,4.97,4.97,4.48,10.89,8.73,20.49,33.76
11.51,11.91,10.67,8.33,20.05,15.89,36.63,43.53
12.35,13.99,9.43,2.62,25.89,21.55,44.20,41.32
6.16,10.01,3.24,2.27,34.38,29.16,33.14,24.83
7.93,6.34,3.02,3.64,27.39,24.87,23.94,17.44
9.3,6.21,6.38,3.02,28.28,28.63,13.55,9.92
6.07,4.61,3.15,6.34,20.00,22.84,5.59,12.04
2.84,8.28,4.04,4.13,18.81,23.10,8.77,14.74
3.42,8.42,4.3,4.7,13.86,19.39,5.76,7.84
4.48,7.89,6.65,8.81,13.86,23.68,3.64,8.33
4.35,6.07,3.77,4.04,18.32,24.34,3.73,10.81
4.79,3.55,3.95,4.66,20.62,26.37,9.48,6.21
5.67,4.3,5.72,2.49,22.04,19.78,10.32,5.90
8.33,6.21,5.41,7.8,15.14,16.78,7.09,7.75
8.59,9.08,9.04,4.3,10.94,13.19,9.12,3.91
5.54,5.45,2.67,7.71,10.63,14.79,12.53,4.66
4.97,4.39,6.34,6.38,13.24,17.40,13.02,9.21
4.35,7.49,5.23,6.29,16.33,18.99,12.44,15.32
8.15,11.16,3.68,7.89,11.91,20.71,18.24,15.98
11.2,15.49,6.47,5.76,19.92,15.94,23.01,10.98
6.65,14.21,4.39,11.25,27.74,14.21,12.22,5.90
5.9,9.21,5.98,5.41,44.15,9.70,9.66,10.05
9.57,4.04,9.35,13.28,49.06,10.63,16.42,14.12
10.85,3.68,6.87,8.15,44.55,16.11,10.54,8.33
10.94,6.74,10.01,3.37,47.51,27.70,17.66,13.64
13.19,6.6,10.5,11.65,43.22,32.92,37.17,14.52
14.52,2.53,18.63,3.95,51.14,37.74,45.04,9.35
11.29,1.87,7.05,4.97,51.36,27.66,27.92,3.24
5.41,5.23,5.32,10.19,43.45,21.33,8.33,3.20
1.61,7.22,5.67,12.49,36.50,15.71,8.68,10.41
2.62,11.51,5.32,28.67,25.58,19.70,9.52,31.46
4.61,12.26,3.95,21.46,25.75,39.64,6.82,45.44
15.23,11.56,4.75,10.45,31.73,47.29,7.93,37.74
33.41,5.76,15.49,9.39,27.57,47.82,29.78,21.11
36.37,3.07,21.15,4.35,23.54,34.16,43.98,4.66
20.45,1.47,5.5,1.25,25.18,20.27,35.93,2.14
3.64,2.22,8.86,3.99,30.31,12.75,18.28,5.32
6.47,2.89,2.76,4.35,42.87,8.06,13.99,6.87
1.43,4.92,2.62,4.3,30.84,11.42,9.26,5.32
3.11,6.78,4.97,7.97,29.60,14.30,4.75,3.82
9.43,8.28,6.52,9.79,14.83,18.10,11.60,10.58
18.5,8.2,18.59,5.23,17.79,25.67,24.74,15.80
25.27,7.75,12.49,5.41,26.95,31.24,41.59,13.50
22.44,6.12,12.88,4.52,40.97,32.17,45.66,6.34
9.66,3.33,4.44,7.8,55.65,32.92,33.36,4.83
5.01,2.76,5.72,3.86,52.87,27.52,20.00,9.17
4.17,4.04,10.98,5.5,44.02,32.74,8.24,5.90
3.46,7.13,3.51,6.21,28.63,34.20,8.46,2.84
5.1,7.62,14.61,9.74,16.02,36.10,4.04,7.27
10.76,9.88,8.86,14.43,13.81,32.79,14.52,13.72
32.39,16.33,19.52,22.0,16.02,23.54,38.01,16.73
33.58,20.54,19.78,31.77,16.82,16.11,44.37,15.45
12.8,16.82,19.08,12.26,22.35,9.35,32.30,11.91
4.35,13.02,6.03,13.99,25.71,6.34,13.15,6.78
4.75,10.5,12.57,6.65,25.62,13.37,13.02,11.73
8.77,14.3,5.81,9.88,23.15,18.77,16.69,16.02
11.11,17.66,8.64,13.59,20.76,24.56,13.46,12.04
9.57,14.79,3.99,7.13,27.57,24.69,12.62,5.41
8.37,6.65,4.26,10.89,27.88,22.17,14.65,11.38
7.84,2.58,7.53,1.96,30.62,15.80,12.00,13.33
5.94,3.07,7.0,12.93,20.80,8.20,4.22,11.82
7.09,6.91,3.24,3.86,14.08,5.50,9.88,9.30
12.0,9.92,6.38,8.86,5.54,5.37,9.92,9.57
11.34,7.84,5.63,11.42,4.22,5.67,7.49,11.20
5.67,4.39,3.2,4.3,4.92,6.12,10.14,13.68
2.22,2.09,5.76,12.35,10.01,6.65,9.61,13.59
7.4,3.11,5.76,5.63,15.14,8.90,8.06,15.54
8.99,4.66,8.77,9.3,20.45,9.57,8.42,9.83
7.0,5.19,7.49,3.55,21.60,12.00,6.65,9.12
4.57,10.27,6.82,7.09,20.31,17.62,7.97,16.91
3.6,12.62,8.15,9.08,17.75,23.10,5.10,10.94
2.8,8.99,11.42,3.6,12.84,21.02,2.89,4.04
2.18,3.33,4.48,15.01,17.13,13.19,5.50,3.29
4.75,4.88,4.04,4.75,20.89,11.29,4.52,7.22
8.55,7.09,5.37,6.12,24.29,14.30,6.47,9.52
7.89,10.81,7.84,12.13,18.06,19.56,10.98,10.63
10.72,9.57,5.59,9.79,10.67,15.10,13.81,14.30
12.8,4.7,3.91,9.43,9.39,11.42,7.40,17.35
7.0,1.78,10.5,9.48,9.61,7.40,3.77,12.88
3.02,4.92,4.83,3.37,17.88,8.86,6.82,7.22
3.42,2.58,8.95,11.03,16.64,10.32,5.54,8.59
1.74,7.0,7.93,8.99,15.89,16.51,5.59,9.96
1.52,8.86,8.86,8.15,7.97,16.73,5.45,8.59
7.05,3.64,8.24,8.59,4.88,21.51,5.10,10.19
13.72,2.84,9.21,4.35,2.84,21.02,9.48,10.45
13.86,3.77,6.69,10.81,2.98,19.65,9.74,8.81
