ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
19.34,22.39,12.09,21.86,8.02,21.77,5.72,11.65
36.55,35.0,18.5,20.49,14.52,18.37,25.53,26.42
33.85,28.32,23.68,24.16,24.74,11.73,37.08,43.76
19.56,11.65,7.05,7.67,29.56,14.96,20.36,33.01
10.01,17.53,5.59,6.96,30.84,19.16,15.23,21.69
9.3,20.4,9.08,6.29,26.06,23.68,21.20,20.18
6.38,12.44,6.69,4.61,25.44,31.15,16.51,11.42
4.48,4.3,4.52,3.29,21.33,29.65,14.96,4.08
9.92,16.33,9.08,6.65,18.32,30.22,23.32,8.11
14.56,21.24,7.0,7.67,15.63,25.27,25.31,12.84
8.46,14.21,10.41,12.09,15.54,22.39,21.20,15.18
7.13,9.88,3.15,2.14,19.92,25.18,28.67,15.36
9.52,12.44,5.67,6.82,25.14,25.40,36.59,15.58
8.06,9.66,2.22,7.31,29.60,28.94,42.65,20.80
3.11,1.61,6.91,10.45,31.59,27.39,34.38,21.46
8.28,6.82,9.83,15.67,34.33,24.25,24.69,19.61
7.0,8.73,6.56,6.96,36.15,21.42,28.36,21.82
5.63,10.72,4.04,4.13,38.14,23.50,16.82,12.71
4.61,11.6,3.37,4.88,42.96,29.65,9.96,4.66
9.3,11.34,8.68,6.69,42.87,35.18,10.01,14.65
16.55,13.99,10.94,8.06,49.59,39.07,16.11,30.71
13.77,15.27,4.83,4.3,41.10,32.96,26.59,35.35
4.61,7.27,12.93,9.57,34.20,24.56,30.35,35.18
8.68,9.57,4.13,6.82,23.68,12.62,21.33,19.16
13.15,20.09,5.19,5.59,16.07,5.72,18.72,25.62
10.36,19.78,4.7,7.22,14.26,4.70,22.57,42.61
14.79,15.89,5.23,8.81,15.94,7.22,20.49,29.87
17.04,12.8,5.98,7.8,17.13,7.49,28.45,16.73
14.61,10.72,10.27,24.07,22.92,15.18,39.33,18.68
13.5,12.31,5.06,5.28,28.10,20.45,31.33,20.49
5.41,4.92,6.16,10.23,41.99,34.78,19.61,28.19
8.15,5.14,3.86,2.22,42.47,31.68,28.59,30.84
10.85,11.47,9.7,5.06,35.97,29.25,27.70,25.89
5.59,9.48,9.3,7.4,17.70,13.99,14.03,17.97
6.65,4.88,15.49,14.74,8.37,9.70,6.29,13.99
6.34,4.39,15.58,14.87,7.00,5.90,11.91,18.32
