ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
8.9,4.39,6.82,5.14,4.97,13.28,14.48,12.09
7.62,4.08,11.16,13.46,5.76,12.93,22.70,12.04
2.89,4.97,8.28,7.53,6.38,13.64,19.92,8.86
5.59,9.92,7.44,8.15,10.63,18.68,8.02,9.70
5.06,9.83,10.54,8.02,11.65,16.11,5.54,12.62
3.24,6.82,5.37,3.24,16.02,19.92,9.88,10.58
4.44,4.44,4.66,1.47,14.70,17.79,14.03,16.11
3.82,2.53,10.54,6.82,18.19,23.76,15.27,19.39
4.04,4.44,7.22,2.27,17.22,25.62,9.96,14.87
5.19,5.01,5.14,2.22,15.14,24.65,10.50,15.01
5.1,7.13,9.43,12.22,12.53,25.71,15.67,19.16
7.31,12.57,3.2,2.84,8.81,20.31,10.27,12.09
12.04,16.02,10.76,12.97,7.31,19.47,6.60,10.89
13.02,17.22,4.04,3.91,8.15,15.45,12.84,18.46
7.36,13.5,12.04,9.26,10.54,16.86,11.96,17.22
5.23,10.58,4.52,6.16,18.77,16.86,7.89,9.21
9.66,9.83,7.97,6.82,18.32,16.82,4.48,6.25
7.67,8.81,2.09,2.62,18.01,11.11,6.96,10.98
3.99,7.49,3.82,6.74,12.97,16.11,8.99,11.96
3.37,6.21,2.8,2.49,12.13,18.10,10.27,9.70
5.67,6.65,9.26,6.74,17.48,29.25,14.56,9.52
7.93,8.42,4.97,5.98,17.13,24.12,14.65,10.19
6.91,8.06,5.54,4.04,20.62,19.43,14.30,15.23
5.37,7.13,8.15,8.2,13.99,9.92,11.38,16.16
4.35,4.83,8.33,5.85,11.11,6.96,9.48,10.58
6.29,4.61,9.83,10.41,6.56,6.52,12.22,10.98
5.67,3.95,8.68,6.16,13.37,6.96,14.39,16.47
5.59,4.04,7.05,4.97,19.39,7.49,18.85,28.85
4.97,3.99,5.19,3.6,30.58,11.47,14.12,29.34
5.98,5.45,9.48,3.99,31.59,14.52,9.17,19.87
4.44,5.32,8.95,7.0,32.39,16.16,5.14,15.01
2.84,6.03,8.99,5.54,31.64,23.63,8.64,10.23
4.48,5.45,11.2,4.48,27.57,22.13,10.19,7.75
7.49,17.7,10.19,6.38,35.13,26.33,7.05,22.53
4.79,29.91,42.12,12.13,28.76,17.84,9.88,41.01
6.91,24.83,15.89,14.21,28.05,19.25,11.34,47.96
17.84,8.77,41.32,10.98,14.56,23.32,11.11,36.55
17.53,5.1,11.16,7.31,10.98,28.19,8.46,26.90
8.68,6.52,20.09,13.41,14.52,33.49,8.73,14.48
6.25,8.51,5.85,4.13,18.72,30.40,5.67,9.52
