ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
1.25,6.82,1.38,5.94,1.34,27.92,1.07,14.74
1.92,3.02,2.22,3.24,2.00,18.81,2.00,3.82
2.36,2.49,1.03,0.81,2.58,8.73,2.89,2.89
1.78,2.0,1.83,1.61,4.52,5.37,3.51,2.76
1.16,1.74,1.43,1.34,5.67,5.54,3.64,4.26
1.16,1.96,0.99,1.21,6.82,6.52,3.02,4.26
1.16,1.61,1.96,2.05,7.22,7.09,2.53,2.36
1.65,1.3,2.05,1.83,6.78,6.43,2.58,1.03
2.14,1.38,2.27,1.87,8.15,6.25,1.96,0.99
2.22,1.34,2.09,2.27,8.86,5.85,1.25,1.38
1.96,1.83,1.25,1.56,9.30,5.28,1.30,1.65
1.56,2.27,1.12,1.21,8.90,4.83,1.96,2.67
1.83,2.53,2.05,1.74,5.98,3.02,2.09,2.67
1.96,2.76,1.78,1.38,5.23,2.89,2.18,1.34
1.69,2.0,1.52,1.69,5.14,4.30,4.13,2.09
1.69,1.43,1.74,1.65,6.29,5.90,4.92,3.95
1.34,0.81,1.74,1.38,9.74,9.88,4.26,4.17
1.92,1.65,1.34,1.12,10.45,10.89,3.64,3.02
2.45,2.27,2.49,2.18,12.04,12.26,2.58,1.87
2.14,1.87,1.56,1.52,10.63,11.51,3.11,1.52
1.61,1.07,2.36,2.22,8.68,9.04,3.99,1.61
2.27,1.47,1.87,1.47,6.52,6.82,2.40,1.47
2.36,1.43,1.61,2.05,5.67,4.08,1.65,1.12
2.36,1.16,1.74,1.61,6.65,4.04,2.36,1.56
2.18,1.61,1.69,1.78,7.97,4.57,2.27,1.69
3.33,2.53,2.22,2.98,8.37,5.72,1.65,1.07
3.42,2.76,1.43,1.52,7.27,5.72,2.14,1.21
2.98,2.84,1.43,1.92,6.74,5.45,2.05,1.38
2.36,2.09,1.43,1.34,5.54,4.13,2.18,1.34
2.05,1.56,2.09,1.52,6.12,3.37,3.29,2.76
1.16,1.07,1.38,2.0,4.39,3.02,3.55,4.39
1.25,0.9,1.25,2.18,3.55,3.11,3.51,4.57
1.43,0.77,1.34,1.92,4.79,4.97,3.24,3.29
1.38,0.9,0.99,1.34,6.96,6.65,4.22,2.36
2.22,1.69,1.65,1.25,9.08,7.18,3.42,2.53
2.18,1.34,1.47,1.43,8.86,7.44,3.82,3.37
1.43,1.16,1.07,0.9,7.75,5.81,4.22,3.07
1.12,0.99,1.87,1.43,6.65,5.54,3.55,2.71
1.16,1.21,1.65,1.52,3.86,4.08,2.62,2.22
2.09,1.83,2.93,2.05,3.24,4.30,1.78,1.52
2.0,1.83,2.45,2.76,2.53,4.26,1.69,1.16
1.03,1.25,2.09,1.92,3.68,4.92,1.21,0.90
0.9,1.25,1.47,1.61,4.57,5.54,2.76,1.83
1.43,0.72,2.4,1.47,4.70,6.25,3.11,1.78
1.87,1.65,1.87,1.52,4.08,6.47,1.87,2.31
1.96,2.36,1.83,1.56,3.37,6.47,3.15,3.95
2.0,2.36,1.74,1.25,3.73,6.78,3.42,3.77
2.05,1.83,1.52,1.38,5.67,7.36,1.56,1.83
1.38,0.94,1.65,1.56,6.38,7.22,1.78,3.07
1.38,2.14,1.47,2.05,9.04,8.46,3.24,4.35
2.53,3.07,1.83,1.61,10.01,9.43,3.64,4.92
2.22,2.27,1.69,0.99,10.76,9.92,1.78,2.84
1.16,0.85,2.09,1.96,10.45,9.88,2.00,2.40
1.43,1.34,2.4,1.25,7.40,6.74,3.42,3.07
1.34,1.16,1.47,1.25,5.50,5.54,3.77,2.31
1.25,1.21,2.22,1.07,2.45,2.80,3.29,1.56
2.05,2.0,2.49,1.61,1.83,2.36,2.62,1.25
2.84,2.49,2.27,1.12,1.43,1.34,2.14,1.12
2.58,2.18,1.56,1.07,1.61,1.12,2.98,2.05
1.52,1.47,1.21,1.12,1.52,1.16,3.55,3.64
1.65,1.78,1.52,0.9,2.14,2.00,2.40,4.04
1.52,1.69,2.18,0.9,2.27,2.58,1.65,2.98
1.07,1.52,1.3,1.56,2.80,3.20,1.12,2.27
1.43,1.83,1.07,1.87,3.73,3.77,1.34,2.40
0.99,1.47,1.78,1.21,4.44,4.39,2.14,2.22
1.61,1.65,1.3,1.69,5.10,4.70,3.29,1.74
2.18,1.96,3.73,2.53,5.37,5.41,4.26,1.61
1.83,1.61,1.34,1.87,5.01,6.16,3.86,1.83
1.38,1.34,1.21,0.99,5.28,6.65,1.96,2.18
1.38,1.47,0.99,1.47,4.88,7.93,2.31,3.73
1.38,1.38,3.24,2.09,4.70,7.00,1.61,2.84
2.27,2.58,1.43,1.16,4.83,7.31,2.76,2.05
3.46,3.64,3.6,2.05,3.86,5.14,4.30,4.26
2.58,3.2,1.03,1.16,5.76,4.70,4.08,4.48
1.92,2.31,1.92,1.83,6.16,4.35,3.68,2.80
1.74,2.22,1.16,1.92,7.00,4.26,2.76,1.78
1.74,2.53,3.33,2.4,5.63,4.61,2.18,2.76
1.43,1.87,1.43,1.65,4.52,5.50,2.36,2.18
0.9,1.87,2.58,2.22,5.01,6.52,2.84,2.80
1.38,2.27,2.05,1.34,5.81,7.27,2.53,2.31
1.78,2.4,1.34,1.47,9.30,8.73,2.14,1.65
1.78,2.14,1.43,2.0,9.66,8.64,2.53,3.29
2.18,1.78,1.87,1.83,11.25,9.43,2.22,4.48
