ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
3.24,4.57,6.16,7.58,5.01,8.95,5.81,5.72
10.54,11.03,13.86,14.61,10.36,14.12,11.60,9.61
11.25,11.34,11.16,12.0,15.85,18.63,16.02,11.87
3.82,3.46,4.61,4.61,18.24,20.05,17.84,12.40
5.45,6.56,5.23,7.36,17.57,17.09,13.15,7.27
5.23,7.27,2.14,2.4,11.82,11.69,6.29,4.13
5.19,6.78,2.0,4.17,8.28,9.17,2.71,3.20
4.79,5.19,1.65,1.61,6.74,8.81,2.58,2.49
3.37,2.93,2.89,2.0,8.86,8.86,3.60,6.74
3.37,2.67,1.83,2.27,8.64,8.55,3.60,7.49
5.85,5.01,1.87,2.89,7.80,10.01,4.22,5.01
6.43,6.03,3.37,2.71,7.40,10.94,8.28,9.70
7.27,7.31,3.51,3.68,13.19,16.69,9.08,9.83
6.65,6.25,3.64,2.98,16.38,18.85,5.59,4.04
8.28,6.69,1.87,1.34,19.03,22.08,1.96,6.91
8.51,9.12,1.56,2.49,16.82,20.31,7.75,8.42
7.8,9.3,3.37,6.74,20.36,17.97,15.98,12.93
5.37,8.68,4.3,7.71,29.87,20.89,22.00,14.30
10.58,25.58,4.17,20.62,33.80,21.33,19.83,33.76
16.2,27.61,12.66,17.53,39.29,21.82,13.50,63.04
14.43,11.16,5.98,12.09,32.74,17.57,11.07,59.90
6.29,2.22,5.9,8.77,28.98,18.06,11.25,29.87
3.37,2.84,3.07,2.53,21.95,19.74,6.69,9.66
2.14,2.58,1.96,2.05,12.53,20.71,8.64,12.40
4.52,4.13,2.67,2.18,9.48,20.18,14.87,22.00
5.19,4.17,2.98,1.87,8.86,22.53,15.54,20.80
2.89,2.98,2.09,2.8,16.16,29.16,8.64,11.03
1.65,2.53,3.11,3.07,16.69,27.92,2.27,2.84
3.2,4.88,2.53,2.49,14.87,24.91,2.84,3.42
4.04,3.91,2.27,2.45,7.44,14.17,2.09,5.06
3.95,3.29,2.58,1.87,5.50,10.54,2.22,5.50
4.61,4.79,2.09,3.24,3.42,8.15,1.69,4.83
5.06,6.07,4.39,4.79,4.44,7.44,3.60,4.35
3.95,5.41,3.68,3.2,4.22,8.06,6.03,5.14
1.74,3.77,2.18,2.14,3.77,6.69,5.41,5.72
