ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
6.16,5.54,9.57,4.83,6.78,14.34,7.36,3.64
8.9,4.83,29.47,14.74,7.62,11.87,13.72,5.32
12.26,9.17,11.65,9.39,13.81,10.01,19.47,9.48
11.51,13.19,57.11,27.08,15.94,7.31,25.71,19.92
11.73,6.07,11.69,36.5,24.78,12.66,38.76,25.09
12.13,5.06,12.13,30.09,31.99,18.72,43.49,23.01
14.08,15.98,14.74,61.27,34.60,31.68,29.38,19.47
14.26,23.76,14.39,19.25,32.79,40.22,20.54,12.31
7.8,15.45,10.58,47.47,21.82,37.56,18.72,18.41
9.61,16.33,19.43,20.36,15.49,28.45,6.29,25.62
8.15,28.94,18.19,35.26,17.75,15.01,13.77,35.93
12.8,34.47,16.78,5.67,26.06,13.64,20.36,38.05
13.95,27.17,12.84,14.48,28.98,21.73,18.06,24.60
5.72,9.74,9.7,25.93,26.64,24.16,11.91,10.67
12.18,14.96,14.12,22.97,18.28,23.90,7.18,7.36
10.27,11.82,10.54,17.4,17.84,18.37,17.62,18.55
5.32,8.46,9.79,13.59,25.71,21.86,27.21,17.88
3.55,22.39,15.05,57.86,31.99,32.08,27.08,12.62
13.11,32.83,8.51,10.5,35.40,38.14,23.37,8.20
18.68,21.38,31.11,37.48,29.25,44.11,13.77,7.22
16.55,7.58,13.64,24.6,17.93,37.61,6.38,19.16
17.4,16.2,15.67,27.52,14.26,32.65,11.69,19.21
21.6,16.78,8.68,6.29,12.93,21.46,16.25,11.87
17.22,12.4,4.35,11.73,20.93,23.81,17.44,12.53
5.14,11.65,6.78,10.19,15.94,24.83,13.77,21.07
4.17,22.88,5.32,19.74,12.93,38.76,10.41,19.21
5.01,37.25,12.62,34.03,11.42,41.99,9.08,16.33
12.0,36.41,10.45,11.78,23.54,47.29,11.87,21.29
14.61,23.81,10.81,7.49,30.71,52.03,16.60,12.57
11.29,11.34,3.91,8.2,33.98,43.22,19.47,21.60
10.89,5.14,4.75,14.65,35.75,45.92,16.69,27.21
10.05,9.74,15.54,20.98,29.82,33.89,11.60,21.42
7.8,13.33,13.46,24.07,25.27,32.79,12.66,14.70
12.75,13.24,11.11,12.26,20.93,27.57,15.63,14.96
10.67,7.8,11.6,25.22,29.60,34.07,15.80,13.50
8.06,9.61,12.26,14.79,53.13,47.56,17.88,17.17
12.49,11.25,16.33,28.5,64.32,51.45,19.43,29.60
13.64,5.76,7.27,34.25,70.07,54.68,22.17,24.74
5.06,12.75,8.24,7.36,69.98,46.32,20.98,23.32
7.13,21.95,10.85,33.32,67.06,41.46,15.58,26.20
7.89,16.16,8.11,18.01,62.82,35.93,17.79,12.53
2.98,4.04,4.7,16.02,60.65,35.75,28.10,26.90
5.32,8.28,5.37,26.42,52.96,39.77,25.67,36.90
7.31,8.06,5.76,10.27,55.43,42.74,24.07,41.50
8.64,5.19,9.17,31.37,52.56,45.44,21.69,37.83
8.86,5.9,4.92,14.08,50.52,49.51,20.85,31.99
3.29,10.01,2.09,13.37,44.51,47.96,20.54,29.60
4.79,15.05,8.51,19.3,32.52,41.81,18.28,27.52
8.73,20.89,11.03,17.22,29.34,39.47,19.83,13.37
9.66,16.29,3.37,8.2,32.48,42.30,18.46,11.73
13.5,14.65,7.62,9.83,31.90,43.22,18.55,21.95
10.98,15.14,8.51,18.24,33.45,45.97,19.56,26.11
7.71,9.83,10.19,18.01,31.77,42.03,23.28,32.17
5.9,5.37,7.93,12.62,28.85,34.03,22.66,26.73
4.39,6.56,14.79,18.72,24.65,19.16,19.12,12.31
15.67,9.83,4.79,4.79,16.73,20.18,21.69,14.48
21.15,7.22,11.82,5.41,24.43,34.51,22.66,22.57
11.11,6.38,7.8,6.43,25.62,44.82,9.92,18.68
6.25,19.34,9.08,6.43,27.35,41.15,13.06,23.41
17.35,27.74,8.59,11.07,20.40,31.86,14.74,22.00
20.67,29.12,5.54,9.39,18.94,28.41,6.69,15.27
15.54,23.06,6.82,13.55,20.80,26.99,6.74,19.03
9.12,13.41,5.81,18.63,22.17,25.00,5.10,16.73
12.8,6.91,7.44,10.76,21.11,25.89,5.14,15.85
15.94,16.73,12.26,14.79,17.53,24.25,9.66,17.66
14.92,21.95,5.28,7.49,20.93,25.40,7.97,11.78
7.75,17.22,12.13,19.47,21.55,20.00,4.88,6.03
7.05,14.61,12.93,8.46,33.94,23.85,9.57,16.86
15.63,22.84,24.38,23.99,29.82,21.69,17.44,36.77
24.96,32.3,21.46,20.45,34.78,18.99,22.30,37.87
23.81,28.01,20.36,14.52,23.32,16.55,21.91,26.64
10.23,14.48,5.06,23.54,19.25,17.66,16.47,18.59
8.73,10.89,7.4,3.77,17.79,28.63,22.13,20.45
8.95,9.04,8.02,12.62,17.44,25.84,23.37,23.06
5.1,7.58,5.59,6.87,20.49,24.96,20.05,17.97
3.37,8.59,3.68,23.1,12.57,17.70,12.44,8.06
