ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.89,3.29,2.45,3.68,1.30,13.19,1.92,3.68
6.16,3.02,2.4,4.35,2.31,8.51,4.08,1.96
7.13,2.36,4.66,3.6,3.20,3.24,5.90,2.71
3.86,2.49,5.94,3.29,6.21,3.29,5.23,4.97
5.23,4.97,10.36,7.97,7.09,2.71,2.40,4.39
8.33,5.76,9.83,6.65,8.73,6.12,2.67,7.00
7.62,8.33,11.16,17.13,7.89,8.95,3.68,13.19
4.48,8.73,13.37,18.68,6.29,13.95,4.17,16.78
3.55,7.36,7.44,6.25,5.01,16.11,4.35,13.37
10.23,16.16,4.61,6.96,4.08,17.70,4.61,4.92
13.28,16.42,7.49,10.23,5.67,17.75,8.46,3.68
9.17,5.59,15.67,16.51,9.39,18.06,9.57,9.26
5.59,3.77,5.85,8.86,9.43,17.88,6.03,15.10
4.61,3.42,5.59,11.25,8.55,16.11,2.62,15.36
2.53,3.86,2.89,5.19,3.99,11.87,1.30,9.66
1.16,2.89,1.65,3.77,4.66,9.88,2.22,3.42
2.98,1.3,1.78,2.14,6.96,8.99,3.99,1.38
5.76,1.03,3.51,0.99,13.11,7.31,8.68,1.38
7.53,0.77,3.68,1.96,12.09,4.44,16.16,0.85
7.05,2.98,5.19,2.76,9.88,3.77,15.18,2.18
4.83,3.51,2.71,3.11,5.23,6.96,10.19,6.07
3.42,3.77,4.39,4.08,5.85,14.52,8.55,9.43
2.53,2.49,4.26,2.0,7.67,17.84,6.12,9.79
2.14,2.31,5.94,2.14,7.40,18.68,4.61,7.40
2.0,3.33,6.29,1.74,5.76,15.05,5.32,4.22
4.04,2.31,13.77,1.92,4.26,13.50,7.49,2.22
6.87,2.18,6.16,2.49,5.67,9.43,5.67,2.45
8.59,2.93,6.25,5.23,8.06,8.24,6.12,2.76
8.42,4.08,5.76,8.77,11.73,6.52,11.51,10.05
3.64,11.25,7.53,14.56,14.30,7.89,10.67,30.04
11.6,14.08,11.6,30.31,21.42,8.20,12.13,38.67
26.55,9.21,11.6,12.0,20.14,11.42,26.42,33.23
35.31,4.35,25.53,17.09,21.73,19.16,35.09,16.69
25.8,9.39,8.68,10.45,20.85,21.15,25.89,7.67
8.99,27.61,8.46,26.64,24.47,21.46,8.42,25.22
7.0,30.66,6.21,15.32,19.83,18.55,9.57,28.05
3.91,15.32,8.68,11.38,14.52,29.03,11.25,19.96
5.67,14.39,11.73,7.8,11.20,36.06,10.50,15.80
5.5,10.76,19.03,12.04,19.21,40.66,10.23,15.14
6.38,7.31,4.61,8.11,19.74,35.35,5.19,8.28
5.5,12.66,12.26,10.23,26.15,27.17,3.11,7.49
8.46,15.71,7.8,7.31,21.86,19.16,2.76,14.52
15.63,18.9,5.45,6.56,25.49,14.34,8.02,24.16
19.12,18.28,11.11,7.71,18.94,17.84,19.16,30.88
17.4,10.01,6.29,9.57,15.63,29.12,20.93,21.69
10.63,5.01,9.26,5.37,14.65,42.12,20.80,15.58
5.32,13.99,4.39,24.74,21.77,43.93,19.08,21.91
8.64,16.11,7.13,20.45,24.60,39.82,16.51,26.90
11.87,12.71,3.51,13.99,27.17,20.62,12.84,21.60
13.59,10.67,7.67,16.07,20.76,17.88,9.12,17.17
14.26,9.3,3.55,11.25,21.20,18.24,16.73,26.73
10.19,6.6,4.17,14.87,16.69,26.20,15.94,25.44
4.88,4.17,10.05,6.52,14.26,23.45,9.12,12.18
2.98,2.27,9.3,5.45,11.69,20.67,11.51,7.80
10.36,7.62,17.09,10.58,12.71,14.21,20.27,11.69
