ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
6.6,6.03,3.55,4.57,6.25,26.20,5.41,5.45
10.58,10.94,3.29,5.81,10.67,21.95,7.58,14.17
10.14,11.47,6.78,9.7,19.61,21.29,15.54,25.05
7.05,6.47,6.91,7.18,23.59,26.29,17.97,25.58
3.68,4.22,6.16,5.59,22.70,24.16,12.66,13.50
3.95,4.57,4.48,5.54,15.05,19.16,5.50,6.96
4.26,5.23,4.04,3.82,9.21,14.48,3.99,4.22
4.83,4.22,1.92,2.62,9.08,17.62,13.81,9.30
11.16,9.26,4.13,3.6,12.26,24.34,19.39,14.21
13.77,13.41,3.64,4.88,11.29,22.61,16.69,14.12
9.52,10.85,5.32,10.5,10.98,19.03,12.57,12.00
4.52,6.43,7.93,9.04,8.24,11.65,11.25,11.34
5.28,9.43,5.94,10.5,6.25,7.62,5.81,9.52
6.87,13.11,11.16,10.01,6.07,7.13,10.32,5.94
7.75,16.64,10.94,13.64,7.71,6.52,15.45,5.81
7.58,15.41,11.91,9.79,10.10,7.40,16.91,12.40
5.81,10.54,4.48,5.94,10.14,6.65,12.84,13.81
8.28,10.67,5.32,8.9,7.53,7.18,5.06,8.06
12.26,11.87,7.27,7.4,7.62,6.96,2.58,10.81
11.38,8.77,6.34,6.12,6.82,8.77,3.33,14.30
6.65,6.43,8.28,10.94,10.19,9.88,5.54,8.20
5.32,7.0,4.08,4.88,10.94,12.31,10.89,6.03
8.02,10.27,5.5,7.18,11.20,15.27,15.63,10.01
12.35,10.45,3.2,9.3,12.53,14.79,11.03,8.86
10.85,6.38,1.96,3.82,14.08,14.08,4.44,3.95
6.47,7.49,4.44,3.24,19.43,12.18,7.97,9.30
5.63,13.24,8.11,3.42,24.56,16.38,11.16,14.34
5.41,14.96,7.75,6.52,25.14,20.23,8.42,11.20
3.11,10.36,8.77,8.06,23.10,22.84,4.17,4.88
2.14,5.72,6.12,6.87,17.22,23.54,11.42,11.69
1.61,3.29,6.96,10.01,12.97,22.66,22.48,26.29
2.14,3.07,8.95,6.34,8.81,19.83,24.16,28.85
2.76,3.51,5.01,6.07,6.65,15.14,15.76,18.72
4.35,2.0,5.01,2.98,6.07,10.10,7.36,8.99
6.56,4.88,3.46,3.91,6.56,7.05,7.05,5.81
6.78,5.67,7.22,7.49,6.16,4.61,8.51,4.17
6.87,6.25,3.15,3.51,9.08,3.82,3.82,2.67
8.28,6.52,11.56,10.67,11.25,4.35,5.67,3.02
8.9,6.47,7.67,10.32,11.87,5.23,8.95,5.67
5.19,4.83,4.08,4.57,9.57,8.55,9.30,7.89
6.29,3.95,11.87,9.3,8.37,15.54,5.81,10.14
10.85,3.24,6.07,4.48,8.02,17.66,4.83,15.27
7.93,1.74,8.06,6.91,7.75,16.16,8.28,19.21
2.8,5.85,8.28,3.82,7.31,11.69,7.71,16.07
7.49,11.6,6.52,4.83,8.59,9.66,7.40,11.91
6.82,9.52,3.15,5.32,9.66,11.96,11.07,10.10
4.26,5.9,3.55,5.72,11.65,14.83,9.52,8.86
3.77,6.6,1.87,4.17,15.63,16.78,6.56,8.64
1.65,8.99,3.73,5.14,17.75,17.44,4.57,7.36
1.92,10.1,1.92,2.36,22.30,18.41,8.81,6.21
3.33,8.51,4.75,9.61,19.78,19.56,14.61,4.97
7.31,5.59,5.19,3.95,16.55,26.95,14.70,3.51
10.41,3.02,4.13,7.22,11.56,28.23,7.44,3.42
11.38,7.8,5.32,2.4,7.22,28.19,10.32,13.28
10.94,9.04,9.26,11.42,6.87,22.70,14.39,20.45
