ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.22,1.38,2.36,1.25,8.15,9.83,4.52,4.13
4.22,2.27,3.46,1.16,10.98,8.46,6.74,3.91
6.25,2.49,3.15,1.43,13.24,8.33,5.85,2.67
6.52,1.96,4.92,1.34,12.40,6.07,5.32,1.61
5.5,1.21,5.01,1.78,14.03,4.61,4.13,1.52
4.48,1.3,4.17,1.43,15.23,3.15,4.52,1.38
3.86,2.27,7.71,2.58,17.04,2.76,6.03,1.56
2.45,2.62,2.22,2.18,17.26,3.29,8.59,2.14
2.27,3.07,10.23,1.69,16.64,4.61,9.74,2.53
2.31,2.76,2.62,3.33,20.09,5.72,9.35,2.45
1.43,1.83,5.28,1.83,19.65,5.81,7.93,2.40
1.61,2.53,5.5,2.76,24.52,6.07,5.54,1.56
4.48,3.02,5.06,1.65,25.14,4.75,3.37,1.47
5.54,2.27,5.37,2.05,24.21,4.26,5.98,1.61
3.73,1.34,2.18,1.83,22.48,3.24,8.46,0.90
1.56,0.85,3.55,1.43,19.96,3.51,7.40,1.25
3.37,1.74,8.37,2.14,20.27,4.39,3.33,2.05
4.17,2.71,3.91,1.61,20.23,4.66,3.60,2.36
4.66,2.22,7.93,2.18,20.62,5.01,3.91,2.00
4.22,1.83,1.96,2.14,17.97,4.17,2.49,1.78
3.82,2.0,2.05,2.0,18.01,4.70,4.70,1.92
2.58,2.49,5.06,2.36,13.24,3.77,5.06,1.34
2.93,2.31,6.12,0.94,13.06,3.95,7.71,1.74
2.0,1.47,3.42,2.62,11.82,2.98,9.04,2.00
3.07,1.69,5.94,1.83,10.27,2.45,8.55,1.78
3.02,1.21,2.53,1.69,8.86,1.65,7.05,1.56
1.92,0.85,3.2,1.61,4.79,2.36,5.23,1.38
3.77,1.25,4.22,2.05,2.67,3.42,3.82,1.38
4.48,1.56,5.67,2.18,3.42,4.48,6.87,2.53
4.92,2.05,7.0,2.93,6.82,3.73,5.41,3.20
3.99,4.57,10.72,3.11,19.78,8.15,3.60,3.64
8.68,6.21,7.62,5.28,29.43,13.50,10.89,16.78
18.9,12.22,18.32,9.43,39.24,19.30,29.29,35.31
32.74,20.09,15.23,15.85,39.86,18.24,37.30,46.67
40.92,22.97,35.79,14.79,42.21,17.31,28.05,38.32
29.43,14.56,5.81,7.0,39.33,18.55,8.55,14.92
8.24,2.89,6.69,7.09,32.48,16.69,7.53,6.38
12.93,4.44,2.89,3.68,25.80,14.30,10.67,9.92
21.82,13.37,18.55,39.77,18.77,7.97,19.08,17.75
20.0,15.76,10.54,8.28,16.11,7.18,19.08,16.20
9.7,9.08,6.34,14.08,11.78,8.95,16.86,10.05
3.82,3.68,3.29,6.96,18.37,20.18,14.26,4.66
5.59,8.51,1.83,2.49,23.06,30.09,9.83,10.50
5.54,11.6,2.09,10.76,22.70,31.55,12.66,21.11
4.3,16.16,1.83,12.97,16.11,27.13,8.24,19.56
5.45,16.02,10.14,8.68,20.54,28.94,20.00,5.54
14.39,14.52,9.7,28.98,30.97,38.67,27.66,13.28
14.87,13.02,7.71,10.01,46.32,52.07,12.40,23.15
9.08,7.4,4.04,11.51,50.88,60.61,9.61,15.98
2.53,3.37,6.03,3.07,43.80,51.58,6.25,8.90
4.44,4.66,14.26,2.62,40.13,46.85,18.68,9.74
8.9,3.68,11.82,4.39,31.37,27.61,25.31,10.50
9.26,5.45,10.23,3.55,38.85,28.28,26.15,15.10
7.05,4.44,5.76,2.49,32.08,16.78,15.89,9.92
4.17,2.31,4.61,2.49,29.47,14.74,9.39,5.06
2.4,1.25,3.42,2.0,23.06,7.53,5.41,1.52
3.6,1.52,4.22,1.56,19.25,5.37,4.39,1.30
5.01,1.83,2.45,1.43,16.33,3.29,5.41,1.47
6.56,2.0,4.75,1.78,10.27,2.84,6.82,1.47
8.11,2.05,2.14,2.0,8.42,3.11,10.98,1.96
7.49,1.61,3.15,2.09,6.91,3.95,11.91,1.52
