ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
9.57,12.4,4.26,8.55,7.67,14.21,4.30,6.25
18.63,17.84,3.68,4.88,12.04,18.24,13.90,12.00
22.22,19.25,16.25,9.61,13.28,18.90,27.88,27.97
15.67,10.14,8.28,9.57,15.18,17.93,33.72,33.01
8.33,7.49,22.26,21.86,18.24,17.75,41.77,38.89
15.32,15.1,15.32,16.25,33.54,30.27,48.93,46.98
17.84,20.23,10.76,7.67,41.99,37.03,35.26,36.81
11.82,17.26,7.67,6.78,45.26,39.38,14.61,21.29
10.85,14.34,4.44,5.63,37.17,26.15,8.64,14.48
12.75,14.3,4.83,2.76,23.76,16.38,3.86,4.26
9.08,13.37,4.97,8.95,15.01,10.63,6.74,5.23
4.52,10.94,10.45,2.89,6.52,9.70,10.63,7.00
4.13,10.14,7.84,16.51,6.21,8.64,5.94,2.27
4.22,8.59,7.31,5.19,10.23,9.35,5.23,7.00
2.67,3.42,3.07,5.9,13.90,14.74,15.63,15.71
10.81,15.45,4.52,5.81,18.24,19.65,24.60,21.38
16.69,20.93,8.46,8.99,23.15,30.04,18.59,16.73
15.27,17.7,9.57,3.02,30.00,38.05,9.04,8.06
15.67,22.22,8.55,4.88,30.71,41.50,8.02,17.93
14.26,29.12,27.39,21.77,27.66,38.98,7.44,26.29
10.63,26.46,11.2,13.37,21.55,34.07,14.39,20.36
2.76,10.5,14.79,8.77,18.41,28.81,20.36,11.91
9.92,7.44,6.52,10.54,20.85,26.55,17.53,12.40
10.45,9.92,6.43,4.57,17.35,18.63,12.35,9.30
7.71,7.97,7.93,11.82,23.50,24.21,11.47,8.99
5.37,7.27,2.89,0.85,18.68,20.45,7.93,6.43
8.51,9.48,8.86,16.64,25.67,26.64,7.27,6.21
12.22,17.53,10.5,15.18,24.91,23.63,17.09,17.17
11.51,25.84,31.73,14.26,34.60,37.25,39.77,28.54
4.66,27.44,20.36,29.12,35.48,35.66,54.68,27.52
13.55,16.11,12.04,3.2,50.74,47.16,46.28,26.33
14.21,5.59,10.81,12.13,46.81,38.54,22.39,20.27
11.16,10.72,6.07,3.82,50.30,43.22,10.05,13.02
15.8,15.27,10.58,3.68,28.41,28.45,28.89,26.90
20.18,14.65,6.96,8.42,22.97,20.45,34.29,35.04
18.01,18.9,17.04,8.9,18.46,17.04,23.10,28.98
