ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
6.21,3.46,5.67,3.6,13.24,26.29,2.76,7.75
6.65,3.51,4.97,4.35,17.70,24.69,4.83,8.28
3.91,2.67,5.01,1.78,29.74,28.81,5.45,6.74
4.08,3.73,4.57,4.92,28.89,26.11,6.91,4.35
9.12,7.58,4.26,2.76,35.93,35.44,11.65,9.17
12.66,9.48,2.45,3.42,30.80,31.59,11.47,11.56
11.16,8.68,3.24,3.37,31.06,35.00,4.70,6.91
8.99,8.24,3.07,4.22,26.46,29.47,3.20,3.64
10.98,11.07,3.11,5.32,21.91,25.05,5.23,3.99
12.84,11.07,2.36,2.4,20.71,22.48,9.12,7.22
10.67,6.91,4.13,2.4,14.83,15.67,8.64,10.14
7.27,3.15,1.3,2.58,16.73,18.37,10.27,18.55
4.44,2.14,3.02,2.8,11.78,14.92,8.68,16.20
5.1,5.14,2.62,3.86,12.22,15.14,4.30,7.89
6.65,7.75,3.02,2.27,9.17,10.58,4.75,5.94
6.65,6.43,2.49,4.92,13.11,13.02,5.98,8.77
7.44,3.91,3.95,3.37,15.32,16.20,6.43,10.76
4.39,2.58,3.73,4.48,19.25,20.31,3.91,7.58
5.94,7.89,3.24,2.98,13.64,16.16,7.22,5.90
9.61,12.66,8.46,4.13,12.18,15.58,16.38,13.02
12.31,3.86,10.19,6.87,18.15,25.80,35.71,28.94
18.1,21.69,19.21,15.32,24.69,32.21,50.88,40.92
20.09,29.82,7.36,27.04,34.56,39.64,49.51,40.31
13.41,19.87,8.59,7.84,27.44,26.82,40.08,32.26
10.45,9.79,8.15,6.38,35.93,33.45,24.78,21.51
9.92,7.67,3.6,2.31,30.13,29.43,19.78,16.42
9.92,10.89,8.64,4.57,36.90,38.18,13.68,6.47
4.48,7.97,3.82,4.66,26.64,25.98,14.43,13.59
5.63,9.21,2.84,2.09,36.10,33.54,18.63,18.68
6.03,8.9,1.83,2.45,33.18,30.53,13.11,9.39
5.32,6.56,3.55,2.71,34.29,33.45,4.88,5.54
6.03,7.27,1.56,5.72,20.85,20.18,11.16,10.05
11.38,12.71,4.61,3.86,14.79,14.74,16.51,14.43
14.3,14.34,2.67,2.14,15.41,15.18,19.16,19.70
13.72,13.81,4.7,1.83,18.28,22.30,13.81,15.49
12.66,11.69,3.99,3.64,15.58,19.30,6.47,6.69
10.19,8.15,2.58,3.99,11.16,12.75,3.82,2.76
8.73,6.91,2.62,1.12,11.20,11.69,3.68,2.45
7.49,7.49,5.1,4.61,15.18,15.18,8.51,5.98
4.75,3.86,5.63,6.82,22.44,26.24,12.00,9.04
7.67,17.57,7.4,10.81,26.02,25.18,9.48,13.46
8.73,33.94,18.24,21.95,29.51,32.43,6.07,31.37
4.79,30.62,4.22,8.24,36.02,37.43,4.48,37.74
5.81,13.46,6.21,11.38,33.32,36.90,5.76,20.93
7.18,6.52,5.67,5.28,29.65,33.76,6.34,7.09
8.33,6.38,2.84,3.95,17.00,19.43,9.66,4.79
9.3,5.23,2.09,3.6,10.36,16.20,10.23,4.97
9.48,7.84,2.18,7.4,11.42,13.41,11.07,8.06
5.94,7.71,8.51,5.23,16.55,17.53,10.27,11.38
8.55,16.73,7.71,7.93,21.64,20.76,21.42,25.05
