ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.09,3.33,1.34,2.93,2.14,18.10,1.56,5.06
3.37,3.73,2.62,4.22,3.51,17.70,1.34,6.56
3.11,3.55,1.78,3.99,5.63,12.84,2.67,5.45
5.06,4.04,3.42,3.42,12.62,18.77,3.73,4.79
7.67,6.34,6.16,3.11,21.73,26.42,5.54,7.18
5.81,4.79,3.77,4.88,27.79,30.49,5.32,8.90
3.29,2.45,8.64,5.67,34.56,36.06,4.48,6.65
2.8,3.55,2.67,2.4,28.94,26.51,7.18,6.38
2.67,5.76,6.47,7.4,26.29,22.84,11.87,12.04
2.31,10.19,4.92,2.27,12.93,12.13,8.81,9.57
4.3,11.96,5.32,2.8,8.37,9.96,4.97,5.94
7.05,8.81,5.14,5.72,4.30,10.41,10.89,13.15
4.66,2.84,1.92,1.65,4.61,8.77,10.94,13.11
2.49,4.88,3.07,3.6,6.69,10.50,6.82,9.21
6.91,9.12,4.48,5.76,10.23,8.24,15.05,16.42
9.04,11.69,4.75,5.81,11.82,8.77,15.10,14.48
7.58,11.42,3.07,3.2,9.88,6.82,12.00,9.61
6.78,9.7,4.92,9.43,7.93,8.37,10.85,6.07
5.85,8.06,1.69,3.37,9.96,10.94,6.69,7.53
4.75,6.25,2.45,4.75,14.26,13.46,2.00,7.58
4.48,4.97,4.3,4.48,12.88,12.93,3.91,4.26
2.8,4.08,6.52,2.4,9.52,12.09,8.55,9.92
3.42,2.62,3.24,2.84,4.44,10.27,7.71,8.68
5.41,1.87,7.0,3.73,6.38,11.65,4.79,3.77
4.26,3.2,3.99,3.11,8.55,11.20,4.83,6.69
5.59,6.34,5.72,2.67,9.88,11.29,8.06,10.23
4.7,6.07,5.23,5.9,9.43,9.21,6.82,7.80
1.92,2.62,5.9,3.73,7.71,8.11,5.94,6.34
2.58,3.55,5.23,6.07,6.29,6.12,6.12,4.48
2.14,2.8,3.11,3.42,4.30,5.01,2.40,2.36
2.71,3.6,2.67,3.46,4.88,5.01,4.30,6.65
6.16,7.49,12.35,9.43,8.73,9.39,5.37,8.77
6.38,6.38,3.15,1.78,10.63,12.57,5.28,5.19
5.19,2.89,4.48,3.51,12.13,14.30,5.06,4.66
4.26,2.71,3.73,2.67,8.59,14.21,5.37,7.18
3.42,2.93,4.17,4.22,5.94,11.07,6.47,12.31
4.92,6.87,4.22,2.49,3.33,10.72,8.20,16.33
7.84,10.19,4.3,3.33,2.76,8.59,6.25,12.44
7.4,8.11,3.64,2.22,3.33,10.76,7.00,8.68
4.7,4.44,5.9,4.22,3.64,10.45,8.77,11.16
6.74,9.79,2.22,3.91,5.37,10.85,6.69,10.58
9.3,13.02,5.5,3.82,8.55,11.65,7.00,9.96
9.52,10.32,8.2,8.77,10.58,10.45,10.76,11.60
6.16,6.16,4.66,1.96,11.03,10.27,11.07,11.07
