TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,1.65,5.72,2.49,===,===,1.03,===,===
0.250,4.75,5.85,3.33,4.04,===,1.61,1.47,===
0.375,4.79,7.97,3.24,11.87,15.10,3.64,2.84,2.53
0.500,10.58,7.44,4.44,17.66,18.90,3.46,7.31,2.67
0.625,9.79,6.96,4.61,17.79,12.80,3.07,11.34,6.43
0.750,5.19,7.40,4.08,21.20,12.80,2.58,12.66,10.89
0.875,11.51,10.14,6.38,20.76,15.10,5.01,13.72,19.30
1.000,5.41,7.58,3.68,10.85,28.01,8.33,10.23,25.00
1.125,5.14,8.28,5.32,17.04,31.86,9.61,14.79,22.08
1.250,2.98,5.28,7.00,19.74,30.49,6.12,20.05,17.26
1.375,4.30,4.08,5.28,7.93,22.39,3.42,13.41,11.69
1.500,3.55,6.07,8.51,16.60,18.77,6.78,20.05,11.07
1.625,6.43,4.83,7.80,17.04,16.78,5.59,21.07,12.13
1.750,10.36,6.21,5.10,10.81,20.62,4.30,14.65,16.20
1.875,7.09,7.31,3.82,11.69,23.90,4.08,11.65,21.60
2.000,3.73,2.22,4.48,8.02,28.10,2.45,7.40,24.34
2.125,4.08,5.37,6.29,15.05,24.60,3.42,9.79,18.55
2.250,7.58,9.96,6.12,20.49,21.55,5.81,12.75,14.43
2.375,7.05,10.32,2.62,19.83,15.14,4.13,12.31,9.92
2.500,8.02,2.84,6.12,14.43,12.26,2.53,10.32,9.35
2.625,14.08,11.56,9.52,4.83,10.14,6.43,5.19,7.89
2.750,11.96,6.96,7.18,7.36,15.54,6.91,5.01,6.47
2.875,12.62,9.43,5.76,8.90,16.86,3.46,4.61,3.82
3.000,9.43,9.88,7.62,7.22,16.82,3.33,6.38,4.04
3.125,2.14,5.50,6.47,8.33,12.26,4.35,10.19,3.99
3.250,10.50,12.66,5.01,8.28,9.26,3.15,15.89,5.23
3.375,8.28,9.61,7.44,9.35,8.55,4.83,22.48,4.39
3.500,5.32,9.79,6.60,11.69,8.81,5.23,16.51,3.95
