TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,0.85,3.24,2.58,===,===,0.68,===,===
0.250,0.99,1.43,2.22,2.36,===,0.94,0.94,===
0.375,0.90,1.16,2.18,2.53,6.78,1.61,2.05,1.96
0.500,2.00,2.00,1.96,1.65,3.95,1.96,4.22,2.58
0.625,1.74,2.31,1.69,2.36,2.98,1.52,4.61,4.48
0.750,1.87,3.20,0.81,3.20,3.42,1.47,3.51,4.92
0.875,1.96,1.47,1.52,3.37,3.99,1.74,4.35,7.44
1.000,1.30,1.52,2.14,2.00,6.12,2.18,4.13,8.95
1.125,1.61,1.56,1.69,1.65,6.60,2.49,3.11,9.92
1.250,1.69,2.09,1.61,2.98,8.90,2.18,2.45,9.74
1.375,1.12,1.07,1.92,3.86,9.04,3.07,3.15,9.48
1.500,2.09,2.31,1.78,4.44,8.46,2.09,4.04,9.79
1.625,2.84,2.27,2.09,3.99,6.78,1.56,2.89,8.59
1.750,1.78,0.90,1.69,2.58,3.95,1.61,2.05,6.38
1.875,2.89,1.56,1.38,2.49,2.67,2.62,3.07,3.86
2.000,1.16,1.96,2.00,2.00,2.45,3.07,2.09,3.64
2.125,1.52,1.34,2.09,1.78,3.29,3.33,1.83,4.75
2.250,1.83,2.22,2.84,2.45,4.08,4.39,2.58,5.59
2.375,2.53,2.00,2.05,3.42,4.83,3.51,3.29,7.18
2.500,2.05,2.36,1.34,3.29,4.83,2.00,2.53,7.00
2.625,1.69,2.71,2.27,3.24,7.05,2.53,2.27,10.10
2.750,2.00,1.16,2.05,3.24,7.31,2.53,2.98,9.79
2.875,1.34,3.20,1.38,2.00,9.96,1.74,2.98,12.00
3.000,1.65,1.74,1.30,1.83,8.90,1.07,2.00,10.05
3.125,2.00,2.49,1.30,4.26,9.12,1.43,2.62,9.39
3.250,1.34,1.87,1.56,4.52,8.46,2.49,3.55,8.15
3.375,2.53,1.92,1.56,4.35,7.89,2.62,3.60,6.78
3.500,2.93,2.05,0.94,3.64,7.27,2.05,3.24,6.03
3.625,1.56,2.58,2.00,2.93,5.76,2.31,2.80,4.08
3.750,2.89,2.22,3.20,3.60,4.13,2.53,3.51,3.11
3.875,1.87,2.49,3.51,4.83,4.61,2.49,4.83,3.07
4.000,1.61,1.87,3.29,5.98,4.66,2.36,6.29,4.30
4.125,1.47,2.14,1.78,5.28,7.80,1.78,5.23,5.98
4.250,1.61,1.07,2.00,2.71,9.70,1.83,2.14,7.71
4.375,2.31,2.71,2.62,1.56,10.63,2.14,1.92,8.42
4.500,1.25,1.16,1.87,3.51,12.22,1.69,1.92,10.10
4.625,3.46,2.89,2.80,4.79,10.27,2.45,2.31,9.70
4.750,2.05,2.14,3.86,3.60,10.32,3.91,3.33,8.73
4.875,1.69,1.83,2.71,3.95,7.27,3.15,3.77,5.67
5.000,2.31,2.14,1.92,5.81,5.54,2.27,4.75,3.24
5.125,1.30,1.38,1.87,5.50,3.42,2.00,5.28,2.98
5.250,2.98,1.65,1.92,3.73,2.58,1.92,4.13,2.45
5.375,1.96,1.43,1.83,2.27,2.98,1.83,2.89,2.27
5.500,3.02,2.93,1.87,3.24,3.68,2.31,4.75,1.92
5.625,1.56,1.69,2.00,4.44,3.64,2.93,6.69,2.40
5.750,2.22,2.53,1.96,3.55,3.37,2.45,5.54,3.24
5.875,5.76,5.01,1.78,1.74,5.06,1.65,3.37,4.83
6.000,2.76,1.30,1.83,1.96,5.85,2.27,3.07,6.21
6.125,4.57,2.84,1.96,4.13,8.95,2.27,3.24,9.30
6.250,3.82,2.76,2.22,5.45,8.06,2.93,3.37,8.55
6.375,3.82,2.58,2.09,4.35,9.43,2.62,3.60,8.42
6.500,1.43,1.65,0.85,2.80,7.31,1.56,3.99,4.75
6.625,1.69,1.03,2.76,3.02,6.82,2.93,3.99,4.39
6.750,2.14,2.22,3.11,2.09,5.72,2.93,2.14,3.02
6.875,2.27,2.14,1.92,1.47,5.45,1.69,1.03,2.76
7.000,1.78,2.22,2.09,1.56,5.28,1.38,1.61,3.02
7.125,1.87,3.29,3.42,3.07,6.12,2.40,4.61,4.35
7.250,1.30,1.78,4.39,5.28,6.38,3.82,5.81,7.97
7.375,1.78,1.43,3.91,4.48,7.00,4.57,4.92,7.75
7.500,1.87,3.15,2.58,2.22,7.18,3.64,3.24,9.30
7.625,1.78,1.61,1.43,4.04,5.98,1.65,4.44,8.68
7.750,1.30,1.83,1.12,5.14,6.16,1.16,4.13,10.72
7.875,1.92,0.85,1.34,3.99,4.52,1.16,3.07,11.20
8.000,2.53,1.03,1.74,2.27,5.67,1.52,2.36,12.97
8.125,0.94,1.92,1.34,1.56,4.70,1.30,1.78,11.03
8.250,0.94,1.61,1.25,2.05,5.63,1.87,2.05,10.23
8.375,1.74,1.43,2.05,1.61,5.19,2.53,3.07,6.21
8.500,1.87,2.36,2.93,3.29,5.72,3.60,3.46,4.83
8.625,1.69,1.96,2.36,3.51,5.81,3.99,3.20,2.62
8.750,2.58,1.38,1.74,4.26,5.23,3.33,2.80,2.58
8.875,2.58,1.87,2.67,4.04,4.35,3.55,3.29,2.62
9.000,2.62,3.07,3.68,2.45,3.86,4.17,2.49,3.02
9.125,1.56,1.78,3.42,2.53,5.98,4.26,2.27,4.61
9.250,1.83,3.24,2.31,5.32,7.09,2.93,3.95,7.27
9.375,1.30,1.96,2.93,10.27,7.97,3.60,7.40,10.01
9.500,2.18,2.45,6.47,10.63,7.93,6.74,7.75,12.00
9.625,1.87,2.36,8.68,6.78,11.11,7.93,4.97,14.26
9.750,2.31,2.40,7.58,4.26,17.62,6.60,5.90,18.15
9.875,2.58,2.05,5.41,7.36,17.97,4.35,7.89,17.04
10.000,1.61,1.65,3.20,4.75,17.62,3.29,4.17,15.71
10.125,2.45,2.84,2.31,2.14,11.38,2.53,3.55,9.30
10.250,1.96,1.34,1.61,1.92,9.04,1.69,3.37,7.05
10.375,2.62,1.30,1.47,1.25,7.00,2.00,2.62,4.57
10.500,2.14,1.92,1.56,1.43,8.15,2.53,2.71,5.28
10.625,1.38,1.61,1.16,1.12,8.95,1.74,2.53,6.25
10.750,2.53,1.65,2.53,0.99,9.66,2.22,2.45,7.05
10.875,1.69,1.56,2.31,2.09,8.95,4.22,2.40,7.05
11.000,2.18,2.09,1.38,2.93,9.26,4.04,2.45,8.37
11.125,2.89,2.62,1.83,3.82,10.32,2.67,2.93,10.58
11.250,2.31,1.16,1.96,3.20,11.73,1.83,3.07,12.35
11.375,3.33,2.18,1.65,1.30,14.34,1.47,1.69,15.32
11.500,2.62,1.43,1.61,2.22,13.19,1.61,1.65,13.33
11.625,2.53,2.31,2.31,2.45,13.37,2.09,1.83,13.99
11.750,2.67,1.96,1.52,3.20,8.95,1.87,2.31,9.08
11.875,1.52,1.61,1.43,3.02,7.53,2.31,3.95,7.80
12.000,2.93,2.67,2.36,2.18,4.57,3.55,2.67,5.76
12.125,2.53,2.36,3.02,1.38,4.57,4.26,1.96,6.96
12.250,2.36,2.80,3.29,2.27,5.76,3.77,2.67,10.67
12.375,3.51,2.31,2.62,2.49,5.72,2.49,4.30,9.52
12.500,2.18,3.29,2.09,1.52,4.52,2.31,4.04,7.27
12.625,3.91,1.87,1.34,1.61,2.40,1.07,1.87,3.37
12.750,3.07,3.15,1.07,3.02,1.96,1.87,4.75,3.02
12.875,2.71,1.56,1.56,5.01,3.07,1.96,6.96,4.97
13.000,2.14,3.33,2.00,4.04,5.23,2.22,4.88,7.18
13.125,2.62,1.30,2.22,2.36,6.56,2.93,1.78,9.12
13.250,2.71,2.71,2.09,3.37,7.80,2.89,3.15,10.98
13.375,3.20,1.47,2.00,3.15,6.16,2.84,3.73,9.43
13.500,2.09,2.53,1.74,2.22,5.85,2.27,3.15,9.17
13.625,1.34,1.96,0.99,1.03,4.30,0.94,2.18,6.43
13.750,3.33,2.71,1.69,1.87,3.95,1.78,3.37,5.98
13.875,1.61,1.69,1.52,3.33,3.42,2.40,5.32,4.52
14.000,2.76,2.89,1.92,3.99,2.58,1.78,5.81,4.22
14.125,2.00,3.33,2.09,3.51,2.36,1.69,3.51,5.76
14.250,4.52,3.82,2.84,2.71,4.66,1.96,4.30,7.80
14.375,4.52,5.50,6.56,8.28,7.53,4.22,8.51,9.17
14.500,2.62,2.53,6.56,12.44,10.23,4.30,9.96,9.70
14.625,2.05,3.20,3.68,9.57,12.75,2.31,6.96,12.66
14.750,1.25,1.38,1.92,6.21,11.87,2.40,5.14,14.43
14.875,1.92,3.02,1.96,3.51,11.51,2.53,3.95,15.76
15.000,1.38,1.69,3.07,3.33,7.71,2.58,4.13,14.39
15.125,2.27,1.65,3.91,4.70,6.52,2.00,6.52,10.67
15.250,1.96,2.36,3.77,5.32,6.12,1.12,7.05,9.48
15.375,2.27,2.62,2.27,7.80,11.03,1.96,6.34,8.64
15.500,4.75,8.81,3.51,9.08,12.62,2.62,7.75,12.40
15.625,4.75,4.48,10.14,16.02,14.34,3.07,11.25,15.49
15.750,7.31,20.40,18.68,43.18,11.07,7.97,11.56,19.39
15.875,7.36,12.53,17.97,53.71,15.49,5.72,8.06,24.38
16.000,4.13,5.06,19.30,47.69,30.49,6.03,10.63,23.72
16.125,11.34,16.07,22.53,46.06,40.44,7.27,26.51,24.56
16.250,9.08,7.84,24.07,34.60,53.35,19.08,32.52,24.16
16.375,31.42,24.03,29.12,17.04,48.36,31.59,21.64,28.54
16.500,9.74,9.12,16.16,26.29,45.79,22.84,32.30,29.16
16.625,13.46,8.86,5.63,38.67,43.89,5.19,40.62,32.48
16.750,1.69,6.34,7.09,43.80,37.12,4.17,45.30,27.66
16.875,12.80,15.05,14.34,53.71,37.74,4.13,58.48,25.14
17.000,14.26,29.56,17.84,37.96,20.67,5.10,48.93,15.63
17.125,8.73,8.33,7.67,15.89,21.64,6.74,28.67,20.14
17.250,7.13,14.56,6.38,8.59,22.88,7.93,12.75,25.44
17.375,3.95,5.59,8.86,14.48,47.74,6.25,12.26,44.24
17.500,5.81,6.52,4.75,11.29,49.55,6.52,8.55,47.43
17.625,7.40,10.27,6.87,10.50,56.63,6.82,10.54,50.43
17.750,17.40,9.70,10.14,30.13,46.36,6.07,34.69,48.53
17.875,21.95,27.26,18.01,44.37,43.31,17.57,56.58,46.85
18.000,25.27,14.92,25.98,41.23,41.06,26.06,46.41,45.17
18.125,9.26,8.73,19.30,43.36,35.66,21.69,36.15,40.62
18.250,10.05,4.35,6.12,42.34,30.04,12.04,34.60,32.83
18.375,3.11,2.89,2.58,26.51,17.84,2.76,23.85,24.21
18.500,2.58,1.83,3.07,5.63,10.05,1.78,7.27,12.44
18.625,2.67,2.14,5.54,7.40,12.97,4.22,8.15,10.85
18.750,2.71,1.56,6.82,12.71,26.06,5.41,13.28,22.13
18.875,2.76,2.84,5.45,21.24,34.60,6.07,20.23,32.52
19.000,1.96,2.36,2.80,16.47,50.30,4.17,14.08,51.05
19.125,1.78,2.98,2.27,7.13,42.52,2.18,5.10,45.35
19.250,2.93,2.31,3.60,2.00,41.68,3.24,3.29,41.85
