"Time","PIP Beta R","PIP Alpha R","PIP Theta R","PIP Delta R","PIP Beta L","PIP Alpha L","PIP Theta L","PIP Delta L","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","B","B","B","B","A","A","A","A","A","B","B","B","B","A","A","A"
0.125,===,===,===,===,===,===,===,===,2.00,3.33,5.76,===,===,1.12,===,===
0.250,===,===,===,===,===,===,===,===,6.47,5.98,5.01,2.00,===,2.18,1.65,===
0.375,===,===,===,===,===,===,===,===,6.52,5.63,3.82,3.29,6.52,4.61,3.29,2.36
0.500,===,===,===,===,===,===,===,===,16.25,16.33,7.93,6.56,4.61,9.66,8.33,3.91
0.625,===,===,===,===,===,===,===,===,6.87,3.42,6.56,7.62,2.05,9.21,11.51,5.67
0.750,===,===,===,===,===,===,===,===,13.46,12.75,15.05,5.32,2.58,14.39,6.47,7.18
0.875,===,===,===,===,===,===,===,===,8.59,7.09,21.51,13.37,4.04,22.97,7.80,7.75
1.000,===,===,===,===,===,===,===,===,10.63,16.95,12.97,24.21,6.43,15.45,18.85,7.62
1.125,===,===,===,===,===,===,===,===,10.45,6.69,7.89,21.29,10.85,4.70,17.62,10.23
1.250,===,===,===,===,===,===,===,===,8.73,14.30,10.58,10.85,12.49,9.88,9.08,12.00
1.375,===,===,===,===,===,===,===,===,15.63,10.41,9.12,28.45,14.08,12.13,21.24,16.07
1.500,===,===,===,===,===,===,===,===,10.58,13.33,8.55,30.40,13.02,7.05,19.61,19.65
1.625,===,===,===,===,===,===,===,===,7.89,15.32,8.51,11.38,12.66,6.60,7.49,20.54
1.750,===,===,===,===,===,===,===,===,14.96,14.17,9.17,8.24,11.91,8.99,14.83,19.21
1.875,===,===,===,===,===,===,===,===,8.59,9.74,7.75,14.92,11.29,6.47,18.46,15.23
2.000,===,===,===,===,===,===,===,===,15.67,18.41,8.46,14.52,13.19,7.05,19.21,18.59
2.125,===,===,===,===,===,===,===,===,8.20,13.77,16.78,13.77,17.31,12.22,16.47,20.62
2.250,===,===,===,===,===,===,===,===,9.21,8.42,22.08,14.74,17.17,17.31,16.16,20.09
2.375,===,===,===,===,===,===,===,===,4.97,9.39,17.75,12.44,15.27,17.40,14.48,14.61
2.500,===,===,===,===,===,===,===,===,8.24,6.47,17.17,11.96,10.89,17.40,14.34,10.58
2.625,===,===,===,===,===,===,===,===,7.71,10.94,10.54,14.65,14.30,10.10,17.09,14.26
2.750,===,===,===,===,===,===,===,===,21.20,18.99,7.75,12.22,15.85,6.34,13.06,16.02
2.875,===,===,===,===,===,===,===,===,16.95,7.09,14.96,10.23,22.75,16.69,10.41,22.70
3.000,===,===,===,===,===,===,===,===,14.96,12.88,12.00,16.38,26.55,15.05,17.66,25.89
3.125,===,===,===,===,===,===,===,===,38.89,20.27,7.84,18.68,30.27,6.82,18.81,28.94
3.250,===,===,===,===,===,===,===,===,20.05,20.62,9.52,12.84,32.92,4.08,12.04,32.48
3.375,===,===,===,===,===,===,===,===,22.00,16.16,6.74,9.66,27.08,4.08,6.78,28.14
3.500,===,===,===,===,===,===,===,===,10.19,11.87,4.17,8.68,22.17,3.95,7.00,24.43
3.625,===,===,===,===,===,===,===,===,10.41,6.82,16.38,8.33,13.55,16.07,8.64,16.69
