"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,2.53,12.00,5.28,===,===,1.65,===,===
0.250,3.95,2.80,7.49,17.84,===,3.11,3.77,===
0.375,6.74,6.25,5.59,15.05,18.72,5.50,9.21,10.81
0.500,10.41,5.59,3.15,15.49,17.57,5.28,12.57,11.96
0.625,8.64,16.16,1.83,13.37,12.22,4.04,7.71,18.06
0.750,5.90,4.66,4.92,11.82,9.30,6.56,4.57,16.78
0.875,18.90,8.68,6.87,10.27,5.90,4.30,8.90,20.80
1.000,6.21,5.59,6.03,7.97,10.01,2.84,8.02,18.46
1.125,16.11,11.25,3.46,5.10,11.47,4.48,6.60,15.54
1.250,5.81,4.88,6.12,8.33,16.78,8.02,14.48,12.13
1.375,17.40,11.65,6.65,10.32,21.82,12.00,13.19,12.35
1.500,7.31,11.34,6.38,12.53,25.98,5.14,12.93,18.50
1.625,7.89,6.29,16.60,28.14,26.73,12.53,17.40,21.29
1.750,24.74,20.14,34.42,45.52,24.65,23.63,21.60,26.15
1.875,8.55,9.57,37.56,39.73,24.43,24.43,19.74,25.44
2.000,12.97,12.97,24.34,11.42,21.86,15.89,8.15,24.21
2.125,6.25,7.89,11.11,8.02,16.86,13.68,4.75,18.10
2.250,13.06,10.94,7.22,14.70,12.22,16.11,5.45,12.22
2.375,5.45,8.99,5.54,17.26,16.42,10.76,4.97,16.07
2.500,4.13,9.04,7.05,22.61,20.31,3.11,14.74,23.10
2.625,14.92,3.02,18.85,13.86,22.44,10.19,13.19,26.11
2.750,8.15,21.24,25.93,11.96,18.37,22.35,5.59,25.22
2.875,26.42,15.05,20.27,21.86,11.65,29.07,16.78,17.75
3.000,26.99,12.84,10.19,12.88,8.77,25.80,22.30,15.18
3.125,5.45,3.20,4.92,8.46,5.81,16.95,15.94,15.58
3.250,15.54,9.04,9.79,16.91,8.46,15.36,14.03,19.74
3.375,13.15,8.06,10.76,21.55,17.09,9.04,28.10,23.63
3.500,11.47,5.54,9.74,25.53,24.07,8.46,34.64,23.72
3.625,14.17,8.55,11.38,19.03,25.09,7.44,27.44,17.04
3.750,8.42,5.67,15.32,16.16,16.78,5.23,20.31,18.37
3.875,7.62,6.47,16.38,22.08,17.66,13.64,16.73,23.15
4.000,7.00,7.00,5.63,20.54,19.08,12.18,15.49,25.49
4.125,6.69,5.54,7.09,10.01,22.08,5.67,11.11,20.05
4.250,11.16,10.19,17.09,10.27,17.75,15.10,13.81,9.66
4.375,9.61,3.77,24.87,29.12,16.60,21.33,33.98,8.55
4.500,8.15,7.18,24.29,36.63,18.81,19.70,39.73,10.14
4.625,15.49,3.51,12.35,24.29,22.35,10.14,25.71,13.50
4.750,25.40,9.17,3.55,13.55,32.30,3.15,12.53,18.90
4.875,4.04,5.01,5.37,14.74,40.35,7.31,11.25,22.13
5.000,11.38,8.02,8.99,9.79,43.49,7.49,7.58,24.69
5.125,7.27,4.83,14.79,15.01,40.62,14.30,14.12,23.50
5.250,2.53,11.60,11.60,23.76,38.40,13.15,23.01,25.62
5.375,4.39,4.79,14.21,18.10,49.11,14.26,17.79,35.04
5.500,14.21,6.56,18.81,15.49,56.58,14.74,11.47,39.51
5.625,9.48,6.07,18.50,14.92,54.72,11.82,6.82,39.29
5.750,5.01,12.97,14.12,10.50,43.45,9.39,3.99,32.83
5.875,15.14,14.92,10.45,10.10,31.15,8.99,11.25,23.50
6.000,12.04,18.46,7.49,13.37,24.65,10.89,11.51,17.88
6.125,13.81,22.13,5.10,12.53,17.40,13.24,7.18,15.41
6.250,8.64,11.29,7.18,18.28,12.00,13.28,8.15,18.32
6.375,17.04,18.19,9.21,13.64,10.19,9.66,9.08,21.86
6.500,2.80,15.71,10.10,9.12,14.87,8.90,16.69,21.86
6.625,7.62,12.93,11.03,21.77,23.28,14.34,23.06,25.14
6.750,4.70,9.61,10.14,23.85,25.80,15.45,19.87,26.82
6.875,16.60,3.60,9.83,22.04,23.54,14.56,16.47,24.43
7.000,14.26,11.51,10.05,13.81,17.17,13.64,14.56,17.53
7.125,17.70,6.34,11.20,7.71,12.84,8.06,17.75,10.10
7.250,15.63,35.35,16.69,16.82,14.79,9.52,13.95,7.89
7.375,9.43,7.71,10.45,22.26,22.26,6.16,13.55,10.67
7.500,16.16,16.82,6.29,22.61,30.22,5.94,12.88,18.46
7.625,10.10,8.24,11.56,10.76,39.20,6.25,16.25,25.67
7.750,14.12,12.40,15.85,19.78,46.32,5.19,37.03,38.23
7.875,12.22,8.51,10.23,16.02,44.60,10.32,42.61,34.07
8.000,12.80,31.55,2.80,26.86,33.23,18.81,39.69,31.37
