"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.47,5.94,6.82,===,===,0.99,===,===
0.250,1.25,2.27,4.35,5.32,===,1.78,2.31,===
0.375,3.55,4.57,6.03,5.45,26.20,6.60,5.41,6.25
0.500,3.29,5.81,10.94,14.17,21.95,10.58,7.58,10.67
0.625,6.78,9.70,11.47,25.05,21.29,10.14,15.54,19.61
0.750,6.91,7.18,6.47,25.58,26.29,7.05,17.97,23.59
0.875,6.16,5.59,4.22,13.50,24.16,3.68,12.66,22.70
1.000,4.48,5.54,4.57,6.96,19.16,3.95,5.50,15.05
1.125,4.04,3.82,5.23,4.22,14.48,4.26,3.99,9.21
1.250,1.92,2.62,4.22,9.30,17.62,4.83,13.81,9.08
1.375,4.13,3.60,9.26,14.21,24.34,11.16,19.39,12.26
1.500,3.64,4.88,13.41,14.12,22.61,13.77,16.69,11.29
1.625,5.32,10.50,10.85,12.00,19.03,9.52,12.57,10.98
1.750,7.93,9.04,6.43,11.34,11.65,4.52,11.25,8.24
1.875,5.94,10.50,9.43,9.52,7.62,5.28,5.81,6.25
2.000,11.16,10.01,13.11,5.94,7.13,6.87,10.32,6.07
2.125,10.94,13.64,16.64,5.81,6.52,7.75,15.45,7.71
2.250,11.91,9.79,15.41,12.40,7.40,7.58,16.91,10.10
2.375,4.48,5.94,10.54,13.81,6.65,5.81,12.84,10.14
2.500,5.32,8.90,10.67,8.06,7.18,8.28,5.06,7.53
2.625,7.27,7.40,11.87,10.81,6.96,12.26,2.58,7.62
2.750,6.34,6.12,8.77,14.30,8.77,11.38,3.33,6.82
2.875,8.28,10.94,6.43,8.20,9.88,6.65,5.54,10.19
3.000,4.08,4.88,7.00,6.03,12.31,5.32,10.89,10.94
3.125,5.50,7.18,10.27,10.01,15.27,8.02,15.63,11.20
3.250,3.20,9.30,10.45,8.86,14.79,12.35,11.03,12.53
3.375,1.96,3.82,6.38,3.95,14.08,10.85,4.44,14.08
3.500,4.44,3.24,7.49,9.30,12.18,6.47,7.97,19.43
3.625,8.11,3.42,13.24,14.34,16.38,5.63,11.16,24.56
3.750,7.75,6.52,14.96,11.20,20.23,5.41,8.42,25.14
3.875,8.77,8.06,10.36,4.88,22.84,3.11,4.17,23.10
4.000,6.12,6.87,5.72,11.69,23.54,2.14,11.42,17.22
4.125,6.96,10.01,3.29,26.29,22.66,1.61,22.48,12.97
4.250,8.95,6.34,3.07,28.85,19.83,2.14,24.16,8.81
4.375,5.01,6.07,3.51,18.72,15.14,2.76,15.76,6.65
4.500,5.01,2.98,2.00,8.99,10.10,4.35,7.36,6.07
4.625,3.46,3.91,4.88,5.81,7.05,6.56,7.05,6.56
4.750,7.22,7.49,5.67,4.17,4.61,6.78,8.51,6.16
4.875,3.15,3.51,6.25,2.67,3.82,6.87,3.82,9.08
5.000,11.56,10.67,6.52,3.02,4.35,8.28,5.67,11.25
5.125,7.67,10.32,6.47,5.67,5.23,8.90,8.95,11.87
5.250,4.08,4.57,4.83,7.89,8.55,5.19,9.30,9.57
5.375,11.87,9.30,3.95,10.14,15.54,6.29,5.81,8.37
5.500,6.07,4.48,3.24,15.27,17.66,10.85,4.83,8.02
5.625,8.06,6.91,1.74,19.21,16.16,7.93,8.28,7.75
5.750,8.28,3.82,5.85,16.07,11.69,2.80,7.71,7.31
5.875,6.52,4.83,11.60,11.91,9.66,7.49,7.40,8.59
6.000,3.15,5.32,9.52,10.10,11.96,6.82,11.07,9.66
6.125,3.55,5.72,5.90,8.86,14.83,4.26,9.52,11.65
6.250,1.87,4.17,6.60,8.64,16.78,3.77,6.56,15.63
6.375,3.73,5.14,8.99,7.36,17.44,1.65,4.57,17.75
6.500,1.92,2.36,10.10,6.21,18.41,1.92,8.81,22.30
6.625,4.75,9.61,8.51,4.97,19.56,3.33,14.61,19.78
6.750,5.19,3.95,5.59,3.51,26.95,7.31,14.70,16.55
6.875,4.13,7.22,3.02,3.42,28.23,10.41,7.44,11.56
7.000,5.32,2.40,7.80,13.28,28.19,11.38,10.32,7.22
7.125,9.26,11.42,9.04,20.45,22.70,10.94,14.39,6.87
7.250,1.92,5.28,9.39,15.49,15.49,8.33,9.39,6.82
7.375,9.83,8.33,8.28,12.35,17.48,7.05,8.51,5.98
7.500,3.29,2.93,13.64,15.49,17.75,7.58,5.67,5.45
7.625,5.06,2.40,14.17,17.44,21.82,12.04,3.77,5.37
7.750,4.75,4.35,10.85,20.09,30.35,14.52,5.94,12.44
7.875,5.45,2.98,5.50,21.95,32.70,13.33,7.80,22.92
8.000,8.81,5.01,7.62,20.49,41.01,11.82,9.92,32.12
8.125,10.98,3.77,8.90,20.23,33.36,22.13,16.16,38.23
8.250,19.43,3.77,4.79,12.40,32.52,27.61,17.66,43.80
8.375,5.59,6.43,10.10,9.17,19.30,19.34,22.17,54.28
8.500,6.78,17.35,12.09,11.56,17.35,7.97,17.31,48.80
8.625,12.44,19.78,6.74,38.54,18.55,5.50,6.52,35.04
8.750,6.74,19.30,7.89,58.66,36.37,7.22,5.37,16.38
8.875,9.12,11.87,14.79,38.05,48.05,9.88,9.48,19.43
9.000,10.81,6.78,12.00,12.13,53.04,13.37,7.31,29.03
9.125,21.60,9.12,10.85,9.21,50.92,18.63,16.07,42.07
9.250,5.37,7.62,6.56,6.78,36.55,18.06,31.02,55.34
9.375,5.85,24.25,6.74,3.46,23.23,14.12,26.06,54.64
9.500,3.42,17.48,5.19,4.13,12.18,7.22,15.63,55.87
9.625,11.51,12.53,6.82,5.45,9.12,12.00,16.16,37.25
9.750,5.63,14.61,10.32,17.09,15.23,24.38,16.69,36.63
9.875,18.46,3.86,8.06,35.66,24.52,31.33,20.62,27.61
