TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,B,B,B,B,A,A,A,A,A,B,B,B,B,A,A,A
0.125,===,===,===,===,===,===,===,===,1.34,7.44,7.18,===,===,1.03,===,===
0.250,===,===,===,===,===,===,===,===,2.31,4.08,6.38,3.86,===,1.92,2.22,===
0.375,===,===,===,===,===,===,===,===,1.30,2.76,6.47,11.82,16.07,4.22,7.13,5.10
0.500,===,===,===,===,===,===,===,===,6.16,3.64,7.71,14.87,14.12,4.66,10.76,8.02
0.625,===,===,===,===,===,===,===,===,3.29,5.45,6.16,10.89,15.36,4.17,8.37,10.36
0.750,===,===,===,===,===,===,===,===,4.26,7.05,8.42,5.01,18.06,8.51,4.26,9.17
0.875,===,===,===,===,===,===,===,===,5.90,13.72,9.39,10.85,18.01,12.00,7.80,7.44
1.000,===,===,===,===,===,===,===,===,9.57,13.99,9.35,11.38,16.20,9.70,15.85,9.26
1.125,===,===,===,===,===,===,===,===,5.10,37.39,23.23,7.62,13.24,4.30,20.05,10.85
1.250,===,===,===,===,===,===,===,===,14.61,6.91,29.12,7.31,14.79,8.86,22.13,13.72
1.375,===,===,===,===,===,===,===,===,10.23,18.81,18.94,16.29,16.55,10.27,18.28,14.12
1.500,===,===,===,===,===,===,===,===,5.98,3.51,6.12,20.18,24.78,6.47,13.64,14.96
1.625,===,===,===,===,===,===,===,===,13.28,9.83,6.60,18.32,36.99,2.89,21.29,24.03
1.750,===,===,===,===,===,===,===,===,3.95,8.28,9.66,15.18,42.16,4.22,20.40,28.67
1.875,===,===,===,===,===,===,===,===,16.16,6.82,10.27,15.71,52.96,8.37,10.32,44.33
2.000,===,===,===,===,===,===,===,===,10.10,3.24,11.91,24.52,46.41,9.83,8.06,43.58
2.125,===,===,===,===,===,===,===,===,18.68,22.35,21.60,32.52,42.25,6.16,14.70,40.00
2.250,===,===,===,===,===,===,===,===,7.93,14.56,21.82,24.96,25.93,2.40,13.99,25.49
2.375,===,===,===,===,===,===,===,===,7.71,5.01,11.73,7.22,15.67,6.43,9.08,15.58
2.500,===,===,===,===,===,===,===,===,7.53,8.81,4.83,5.23,12.18,8.99,4.83,14.21
2.625,===,===,===,===,===,===,===,===,3.99,8.33,2.49,5.59,15.32,7.80,5.94,17.31
2.750,===,===,===,===,===,===,===,===,6.43,5.28,3.29,4.35,19.87,7.89,8.64,25.14
2.875,===,===,===,===,===,===,===,===,4.61,5.90,2.49,5.59,21.77,5.41,9.48,25.93
3.000,===,===,===,===,===,===,===,===,4.92,6.21,4.88,4.75,25.80,1.65,7.40,30.31
3.125,===,===,===,===,===,===,===,===,5.45,3.11,10.32,4.66,23.68,6.38,6.52,23.94
3.250,===,===,===,===,===,===,===,===,2.93,7.40,13.90,9.61,28.50,10.01,10.50,23.15
3.375,===,===,===,===,===,===,===,===,6.07,4.08,14.12,10.14,21.51,10.14,10.36,16.33
3.500,===,===,===,===,===,===,===,===,5.10,10.01,10.58,7.31,22.88,8.73,6.29,12.13
3.625,===,===,===,===,===,===,===,===,5.72,3.60,9.04,9.17,17.93,6.74,2.80,9.70
3.750,===,===,===,===,===,===,===,===,8.68,12.88,4.66,10.45,26.20,3.51,5.14,14.48
3.875,===,===,===,===,===,===,===,===,9.39,5.50,2.62,17.70,27.08,4.26,12.71,18.99
4.000,===,===,===,===,===,===,===,===,7.49,6.56,7.36,30.97,27.08,8.28,16.02,21.51
4.125,27.63,39.92,53.65,88.24,24.39,24.39,44.78,82.16,10.32,17.09,7.97,40.79,15.10,15.23,10.27,18.19
4.250,27.20,39.22,55.53,89.41,25.65,25.65,45.02,83.43,15.45,9.30,12.40,55.87,17.48,23.41,12.80,19.56
4.375,26.56,38.51,57.49,90.20,26.98,26.98,44.94,84.51,19.30,13.11,23.15,52.82,22.30,25.75,18.50,29.87
4.500,25.70,38.20,58.59,90.49,27.76,27.76,44.86,85.98,10.36,5.37,18.59,35.48,34.91,17.48,16.60,47.29
4.625,25.24,38.20,59.14,90.88,28.31,28.31,45.10,87.45,11.20,5.37,9.74,29.74,27.92,6.52,13.11,47.47
4.750,25.10,38.12,59.69,90.39,28.39,28.39,44.86,87.84,7.67,10.94,3.11,26.02,27.97,3.55,18.90,45.97
4.875,25.38,38.12,60.00,90.69,28.39,28.39,43.69,87.06,10.45,9.61,9.83,18.81,19.52,6.03,12.44,25.05
5.000,26.02,38.75,60.00,91.18,28.55,28.55,42.51,86.08,14.21,17.04,16.51,7.71,23.06,8.37,5.32,22.08
5.125,26.17,39.14,58.43,90.39,28.55,28.55,41.49,85.00,6.91,5.81,11.69,5.14,19.12,7.27,4.92,15.18
5.250,25.63,38.59,56.08,89.80,28.78,28.78,40.63,84.02,6.47,9.26,9.88,4.83,24.21,11.34,9.92,18.37
5.375,24.53,37.57,53.80,89.22,29.18,29.18,40.08,83.24,9.92,4.13,12.57,6.56,25.36,11.03,12.71,17.66
5.500,23.32,36.63,52.55,89.31,29.73,29.73,40.47,84.22,9.96,4.44,10.94,8.06,35.40,7.44,6.82,21.38
5.625,22.85,37.18,53.65,89.80,30.51,30.51,42.20,85.00,16.42,10.54,6.74,7.93,34.73,9.43,21.60,17.44
5.750,23.60,39.37,56.63,90.39,31.45,31.45,44.31,84.90,23.68,11.96,17.31,20.23,31.73,12.88,40.13,19.96
5.875,25.42,42.04,59.69,90.69,32.71,32.71,46.04,85.59,27.44,36.41,27.88,44.37,25.44,13.77,38.54,18.90
6.000,27.59,44.39,62.35,90.78,34.12,34.12,47.69,86.18,10.72,21.07,21.33,43.71,25.27,12.13,36.15,31.64
6.125,29.48,46.20,65.02,91.27,35.45,35.45,49.57,86.57,11.78,10.85,6.47,26.46,32.88,7.31,28.01,27.79
6.250,30.80,46.98,66.90,91.57,36.31,36.31,50.90,87.25,11.65,16.42,11.78,25.53,32.43,8.28,18.94,21.95
6.375,31.91,48.16,68.63,90.88,37.41,37.41,52.39,86.96,10.63,12.75,22.70,43.58,26.82,15.14,22.53,10.19
6.500,33.40,49.25,70.35,90.20,38.75,38.75,53.41,87.35,13.33,27.35,20.67,61.58,16.42,24.34,22.88,12.35
6.625,34.90,50.12,72.24,90.78,40.78,40.78,55.06,88.24,16.55,10.72,15.32,55.30,15.94,23.06,30.75,20.31
6.750,35.86,50.98,74.12,90.49,42.67,42.67,57.41,89.12,8.42,7.18,11.82,28.89,16.29,12.44,28.23,37.74
6.875,35.86,51.92,75.06,90.20,44.00,44.00,59.76,89.80,13.68,8.95,9.96,17.31,22.39,5.59,10.36,40.35
7.000,35.33,52.55,75.92,90.10,44.31,44.31,61.25,90.49,4.70,3.46,5.28,23.63,20.49,4.66,18.85,37.39
7.125,34.72,52.86,77.10,90.49,44.24,44.24,62.12,90.69,8.59,7.53,8.02,27.17,26.37,8.73,24.38,24.07
7.250,33.76,52.78,77.41,91.27,44.31,44.31,62.75,90.88,10.32,12.00,9.66,22.92,36.59,18.50,23.15,21.77
7.375,32.87,52.16,76.47,91.18,44.78,44.78,62.98,90.69,10.05,7.97,4.22,19.70,46.81,29.87,13.72,25.22
7.500,32.55,51.76,75.53,91.18,45.65,45.65,62.82,90.29,7.18,27.52,17.44,12.93,51.85,29.96,5.90,21.60
7.625,32.62,52.00,74.82,91.27,46.35,46.35,61.65,88.92,9.04,13.64,21.69,11.20,51.76,21.11,2.62,17.35
7.750,33.26,52.86,75.06,91.18,47.14,47.14,60.63,86.76,8.99,9.08,12.26,19.47,48.44,10.19,3.64,8.51
7.875,33.80,53.96,74.75,90.98,47.92,47.92,60.08,85.00,10.41,11.20,13.72,15.63,39.47,12.09,5.94,9.08
8.000,33.83,54.67,74.20,90.49,49.25,49.25,60.78,84.41,6.38,5.06,16.42,10.85,27.08,16.64,16.47,9.17
8.125,33.26,54.51,74.43,89.51,50.51,50.51,61.80,84.31,4.92,3.46,9.57,15.18,12.57,15.05,17.57,11.73
8.250,32.55,53.65,74.82,88.92,51.06,51.06,62.67,84.41,3.20,8.77,9.35,14.08,9.52,9.83,10.94,13.28
8.375,32.01,52.55,75.22,87.84,50.90,50.90,62.59,84.22,3.60,4.52,8.20,9.08,9.08,7.00,6.12,12.09
8.500,31.87,51.61,75.06,87.06,50.43,50.43,61.96,83.92,6.87,4.79,6.29,6.96,10.54,7.80,3.02,12.53
8.625,32.01,50.59,74.27,85.88,50.27,50.27,60.78,82.94,8.73,6.12,6.38,8.68,11.11,10.98,4.97,10.98
8.750,31.94,49.49,72.78,83.82,50.27,50.27,58.67,81.18,6.74,6.60,10.41,11.51,12.40,12.80,6.47,14.48
8.875,31.02,48.00,70.51,82.16,50.12,50.12,56.78,80.10,5.85,8.68,10.36,14.03,14.08,8.68,7.62,16.47
9.000,29.23,46.51,68.78,81.27,49.73,49.73,55.61,79.22,8.95,8.11,11.78,13.90,17.57,10.14,10.67,18.94
9.125,27.20,45.49,67.53,81.27,49.10,49.10,54.59,79.02,5.85,5.94,10.85,7.00,29.69,9.92,5.98,29.65
9.250,25.35,45.02,66.59,81.37,48.78,48.78,53.88,79.22,6.96,8.02,3.55,9.48,35.18,3.37,6.34,33.98
