"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,0.94,4.61,8.20,===,===,0.72,===,===
0.250,1.21,2.80,5.54,5.10,===,0.77,0.77,===
0.375,1.92,2.36,2.27,3.82,8.64,0.94,1.69,1.03
0.500,2.80,1.83,1.87,1.34,4.52,1.56,2.71,1.30
0.625,2.27,1.87,2.00,1.07,4.08,2.05,3.95,2.27
0.750,2.84,2.22,1.38,1.69,3.86,2.14,4.35,3.15
0.875,1.03,1.96,1.52,1.47,3.95,1.87,2.71,4.04
1.000,4.08,3.86,1.87,1.65,3.11,0.90,1.16,4.08
1.125,3.42,1.96,2.05,3.33,2.76,1.47,1.92,4.08
1.250,4.88,1.43,1.78,4.13,3.68,2.62,3.60,6.16
1.375,2.58,1.47,1.92,3.82,4.30,3.07,4.70,7.75
1.500,2.45,3.20,2.27,3.02,5.37,3.11,4.61,9.21
1.625,1.47,2.49,2.18,3.07,5.06,3.29,6.47,8.02
1.750,5.10,4.17,3.29,3.73,4.75,3.37,7.40,5.32
1.875,1.69,2.31,3.11,4.52,4.57,3.33,7.84,3.42
2.000,3.29,3.55,1.78,3.86,3.37,2.49,5.90,2.27
2.125,3.11,3.29,1.38,1.65,2.89,1.69,2.18,3.99
2.250,2.76,3.68,2.09,1.34,2.14,2.49,1.56,4.66
2.375,2.40,2.67,1.21,0.99,2.49,2.67,2.27,4.13
2.500,0.94,2.36,1.21,1.16,2.49,2.14,2.31,3.02
2.625,2.31,1.69,1.65,2.09,2.62,2.67,1.74,2.58
2.750,3.99,1.78,2.18,3.15,2.98,3.07,3.82,4.48
2.875,4.44,2.36,2.45,3.46,5.50,2.62,6.96,8.46
3.000,2.27,1.69,2.14,3.24,6.60,1.34,7.18,10.27
3.125,2.71,1.34,1.56,3.37,7.40,1.61,4.70,11.34
3.250,2.80,3.15,2.09,3.33,5.94,3.02,4.57,7.97
3.375,1.43,2.31,2.49,2.93,4.66,3.29,3.91,5.41
3.500,3.33,1.65,2.18,2.93,3.37,2.36,2.71,3.24
3.625,1.21,2.00,2.00,2.14,2.18,1.16,1.21,2.36
3.750,2.45,2.31,1.83,1.92,1.83,1.47,1.21,2.80
3.875,4.26,2.00,1.52,1.96,2.14,2.36,2.40,3.68
4.000,2.98,2.93,2.22,1.52,4.75,1.74,2.53,8.81
4.125,4.66,2.36,2.80,3.77,8.06,12.18,10.63,13.33
4.250,10.81,4.79,2.62,5.90,15.45,30.40,31.90,16.78
4.375,5.63,1.07,2.09,9.57,21.33,37.96,44.82,19.61
4.500,3.95,2.71,2.36,9.08,23.15,24.74,35.31,17.31
4.625,2.49,1.43,1.61,6.29,22.26,7.93,16.47,18.46
4.750,3.29,1.34,1.65,2.98,15.10,3.37,3.33,13.11
4.875,1.56,1.25,1.47,2.18,10.81,2.05,2.53,11.51
5.000,2.22,1.25,1.65,2.84,4.88,1.61,2.27,6.52
5.125,1.52,1.03,2.05,3.64,2.84,1.52,1.83,3.73
5.250,1.34,2.14,1.12,3.46,2.09,1.69,3.37,2.22
5.375,2.00,1.61,1.25,3.37,2.31,2.62,3.99,1.65
5.500,2.80,1.56,1.96,4.22,1.96,3.20,3.77,1.43
5.625,1.69,2.18,2.40,3.60,2.62,2.71,4.79,2.98
5.750,2.22,1.61,3.15,3.24,2.22,1.61,5.90,3.82
5.875,1.30,2.40,3.24,3.73,3.07,1.21,5.81,5.72
6.000,2.18,1.87,2.53,3.15,3.02,2.22,3.95,5.28
6.125,2.93,2.45,2.14,2.36,5.32,2.62,4.75,8.51
6.250,1.30,1.34,1.92,1.83,5.72,1.74,4.48,8.90
