ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.8,3.11,2.0,2.49,6.91,7.67,8.81,5.01
7.62,7.84,5.32,10.89,12.35,12.44,24.52,18.32
15.49,13.81,6.78,5.37,16.16,15.76,34.91,30.09
18.59,13.72,6.29,9.96,18.46,22.30,34.29,35.35
9.79,6.25,4.79,5.81,21.55,25.09,28.28,32.17
8.46,12.49,3.51,4.57,21.69,27.13,29.43,33.49
15.23,16.55,11.07,7.8,25.84,28.32,29.87,32.74
17.7,14.43,10.98,9.61,29.91,30.09,29.60,29.38
16.16,12.13,8.28,7.31,33.80,30.58,29.38,28.05
7.8,8.42,7.18,11.47,34.20,27.88,24.69,32.48
8.28,10.98,8.51,6.29,32.03,21.86,19.39,31.11
14.34,12.71,4.83,4.92,25.75,15.18,20.18,27.61
17.26,13.95,9.35,8.77,18.55,10.10,17.57,18.99
14.26,16.78,2.22,9.74,9.74,9.57,12.88,6.34
3.37,13.15,9.7,11.91,9.66,12.40,13.86,11.07
10.76,14.96,3.42,9.92,12.66,22.22,16.11,21.69
13.5,18.32,13.86,10.05,19.61,24.29,16.29,23.41
2.8,15.94,18.1,3.51,20.27,25.58,15.80,21.77
10.32,22.0,29.29,9.79,22.08,17.17,33.98,25.27
15.8,17.48,28.28,7.22,20.14,15.98,42.92,33.36
17.93,12.97,15.67,7.44,29.60,18.19,37.25,31.64
9.3,10.32,16.2,8.11,35.71,31.90,15.36,18.32
11.25,12.62,11.6,4.88,37.39,32.21,15.32,8.11
15.76,18.99,6.96,10.19,30.22,37.21,33.98,13.50
8.95,7.05,8.28,10.45,22.17,26.02,35.57,23.23
5.54,15.1,8.46,7.67,21.07,23.37,17.75,24.07
11.47,17.62,10.85,4.75,23.68,20.23,12.66,27.79
7.75,10.89,10.94,6.6,38.45,30.75,15.54,31.42
4.66,7.0,11.03,7.44,41.41,35.84,20.85,30.84
4.88,6.34,5.72,5.59,45.39,42.92,21.51,29.78
8.15,7.71,7.8,9.35,32.79,37.65,23.90,34.47
7.4,8.73,7.71,7.8,27.57,34.03,34.91,41.68
4.7,4.44,10.54,11.2,21.29,26.82,38.18,36.33
6.87,3.55,5.85,7.89,21.91,23.59,30.80,24.43
10.01,4.97,13.5,7.18,30.27,33.14,18.06,14.21
7.09,3.6,10.98,15.1,31.46,37.48,6.38,5.01
5.9,4.48,8.55,4.08,31.02,38.01,5.94,6.07
11.56,12.0,37.3,41.37,20.40,32.08,16.78,20.31
16.73,15.45,5.45,8.37,20.36,24.47,20.45,27.30
14.96,15.36,18.24,21.73,16.78,19.70,11.03,15.49
8.86,11.42,6.82,13.55,23.01,11.65,14.43,11.03
15.27,15.89,8.64,6.96,20.31,11.78,13.68,17.13
25.53,17.93,23.32,9.79,22.35,10.36,5.94,20.89
25.4,13.19,31.5,9.17,17.22,11.03,11.03,31.81
13.41,6.16,10.81,4.75,22.48,17.04,27.57,41.90
9.88,8.9,17.22,11.87,24.74,23.19,34.73,34.42
