ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.45,4.04,2.93,2.58,2.18,10.67,2.84,4.83
3.77,5.37,6.16,8.24,2.05,8.15,6.07,4.26
2.89,4.7,4.13,2.36,1.96,5.23,5.14,4.17
4.08,6.52,4.79,7.84,1.83,5.23,5.41,12.18
4.61,5.76,3.77,2.31,2.40,5.54,8.28,16.25
3.51,2.58,2.27,8.15,2.71,8.24,5.14,10.32
3.15,4.17,3.99,2.45,2.76,11.47,5.90,5.81
4.57,5.63,4.35,5.9,5.90,11.69,11.07,8.37
5.01,4.13,3.91,5.63,8.02,11.16,9.79,6.03
2.89,3.82,4.08,3.91,12.04,8.95,3.46,9.17
4.22,3.95,4.44,4.22,10.19,9.39,5.19,10.23
8.77,2.62,3.15,4.3,19.30,18.24,6.16,8.24
10.98,6.65,5.23,6.87,24.12,25.80,9.35,11.11
7.22,5.06,5.45,7.27,35.84,36.72,10.27,11.25
1.3,4.75,6.43,7.05,37.74,39.69,7.31,7.13
2.27,5.37,2.89,5.59,34.03,34.69,8.51,4.66
1.52,2.93,5.37,6.56,27.04,27.88,9.35,6.07
3.86,3.11,3.15,5.14,13.64,12.53,8.28,10.45
4.04,6.87,6.21,7.8,8.68,7.27,3.11,8.02
2.53,6.43,3.33,2.8,3.77,2.58,2.71,9.21
4.52,6.12,5.41,11.91,5.85,3.86,5.54,12.09
5.81,5.63,2.49,4.26,8.42,5.50,7.13,11.78
4.3,4.04,1.78,6.52,11.82,7.18,6.60,7.18
3.91,4.92,2.67,6.52,15.01,10.58,4.92,3.82
7.93,6.38,7.97,6.96,14.12,11.20,2.36,5.59
7.93,5.23,3.02,6.07,12.04,11.47,2.89,6.60
6.03,2.62,6.91,7.05,7.58,10.85,6.96,8.95
5.37,4.35,1.92,3.51,4.52,9.43,10.01,8.33
3.73,1.96,5.98,5.85,3.33,9.17,8.33,5.32
4.7,7.18,3.07,2.98,3.77,5.94,5.59,5.59
5.72,10.14,9.21,8.64,7.36,7.53,3.60,9.12
3.42,4.97,2.71,5.9,11.42,8.42,4.79,9.39
2.45,1.96,5.45,3.37,14.21,10.81,5.45,4.92
4.04,3.68,6.12,7.89,17.53,12.26,6.43,2.14
4.3,6.65,9.3,10.14,21.38,15.14,7.18,5.28
4.04,9.74,6.69,10.14,22.35,16.07,5.06,6.56
3.73,6.43,9.21,10.85,21.51,16.42,2.58,4.17
4.97,3.51,2.58,4.08,20.49,16.73,4.83,4.26
9.08,5.19,5.98,12.97,19.08,16.42,9.48,8.64
15.27,7.4,4.61,7.13,16.69,15.01,9.04,9.83
14.48,7.53,4.61,7.36,12.57,12.44,7.71,10.58
12.26,11.16,6.74,6.07,11.20,12.53,12.13,16.29
18.85,21.86,5.98,6.78,10.14,12.57,16.38,18.06
17.79,22.75,3.91,8.95,8.37,11.42,14.96,11.07
14.3,21.07,5.23,5.94,6.12,9.39,7.89,4.57
16.25,21.42,2.67,3.02,4.70,7.97,5.10,8.02
19.96,23.41,4.57,6.91,4.35,6.56,8.55,11.03
18.68,21.15,2.4,4.48,5.19,6.07,10.81,13.37
