ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
5.1,8.15,5.32,6.25,4.66,11.16,9.43,10.72
13.37,6.34,13.37,4.3,6.21,10.36,18.94,14.52
28.19,7.0,26.68,5.63,6.69,8.51,25.44,12.84
33.63,8.99,28.59,7.31,8.81,7.80,21.07,8.59
20.49,5.45,1.43,7.05,11.25,6.69,16.11,12.35
4.22,6.47,7.8,4.26,19.16,8.24,17.17,18.85
7.53,11.34,8.02,5.76,26.64,14.87,15.36,18.06
10.14,7.49,10.85,15.23,26.24,19.25,29.69,31.19
16.95,6.87,26.42,22.88,24.83,31.81,49.59,48.58
26.42,13.33,20.09,30.13,21.29,33.80,47.91,46.32
19.78,9.04,5.63,12.18,32.70,49.42,30.71,29.34
7.49,5.59,10.94,10.63,30.88,40.00,11.03,11.16
11.78,3.99,17.57,9.21,29.74,35.88,12.35,16.33
18.55,8.2,4.92,4.22,16.69,16.33,17.09,14.92
15.49,9.48,12.0,8.77,19.25,14.12,14.12,9.30
8.2,2.62,12.49,7.49,17.13,12.35,20.54,25.27
14.43,18.77,22.79,24.91,24.74,16.64,39.64,38.18
21.33,29.29,25.98,17.93,24.69,22.08,43.00,32.17
15.71,24.83,10.81,12.18,40.22,37.08,35.40,25.71
8.55,10.72,11.16,6.25,36.15,38.62,21.29,19.25
7.53,4.79,13.06,5.85,34.91,34.87,18.19,15.23
9.04,9.04,6.03,3.11,18.90,16.20,25.40,14.17
6.52,6.25,11.69,5.23,16.86,10.01,28.36,22.08
4.92,6.12,14.74,11.16,12.53,11.60,25.14,20.85
5.45,6.29,10.19,7.53,12.75,19.16,26.64,16.60
17.84,20.54,15.67,16.64,12.53,27.13,27.97,22.70
33.05,31.24,20.23,18.01,11.25,19.74,45.08,39.51
40.66,36.06,20.58,20.58,12.97,16.42,49.46,51.63
36.37,31.68,17.84,10.1,22.79,20.67,29.03,38.23
19.92,19.03,7.89,8.77,27.44,23.28,10.27,15.71
11.56,10.63,7.0,5.1,23.23,22.48,13.64,8.86
11.56,7.27,5.06,7.75,12.44,12.40,14.30,7.05
8.42,4.79,12.71,7.44,10.63,13.06,14.87,6.25
8.06,1.3,12.04,6.74,12.04,10.76,22.92,10.23
10.27,6.03,10.5,5.37,12.49,8.77,22.08,11.51
13.24,9.17,5.85,3.86,11.34,5.90,10.32,7.71
12.22,9.08,18.01,4.17,13.50,6.47,7.71,8.51
10.81,12.93,13.19,9.48,13.50,7.13,8.99,10.63
15.49,17.31,16.55,2.22,11.69,8.15,7.31,11.20
15.98,15.63,6.82,5.06,11.69,9.74,6.78,13.55
9.3,8.2,8.64,3.73,11.91,10.19,5.14,12.84
4.26,3.6,5.54,4.66,13.59,10.67,3.33,10.27
4.26,2.53,10.23,8.51,12.93,10.01,4.17,5.32
5.76,6.56,9.3,11.69,15.80,13.72,10.89,8.77
8.81,10.01,4.66,16.55,15.80,13.50,35.57,36.41
14.48,7.84,28.85,29.29,21.64,20.71,50.83,55.12
15.14,3.42,11.11,21.64,21.82,21.77,52.47,61.18
10.1,8.81,19.43,17.62,28.63,35.97,35.79,44.64
6.07,7.97,4.75,7.93,21.51,33.23,16.38,16.55
9.43,5.76,6.52,15.63,26.33,38.01,13.81,11.38
8.28,5.41,8.15,6.43,22.61,27.92,9.70,8.33
6.52,6.56,8.06,14.74,31.15,26.24,8.02,6.12
4.44,5.41,17.79,9.48,22.61,17.26,17.31,8.15
4.17,6.56,7.53,5.28,16.91,13.06,15.76,7.00
3.91,6.52,19.3,5.45,9.04,12.80,4.66,2.71
