ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
5.54,3.37,5.01,2.45,8.06,3.77,6.47,2.93
7.62,6.43,2.8,3.37,13.64,6.25,7.93,3.95
7.05,7.22,3.86,1.43,14.21,7.58,4.75,3.24
4.97,7.0,0.9,1.92,13.72,7.93,2.76,2.53
2.58,5.37,2.36,2.31,8.81,4.92,2.36,1.87
5.1,4.22,2.45,1.87,7.93,4.08,4.35,3.07
5.67,3.99,4.26,2.71,6.96,5.19,5.59,3.29
3.11,2.14,4.3,1.69,6.74,5.90,5.37,3.02
1.43,1.74,3.29,2.62,6.21,6.07,4.52,2.45
3.33,2.76,1.96,1.92,5.72,4.61,4.30,2.05
3.37,2.27,3.46,2.36,6.07,4.22,5.14,2.45
2.62,1.96,5.14,3.99,5.41,3.99,5.67,4.08
3.24,2.36,1.38,1.74,4.97,3.91,3.73,3.55
3.24,2.36,4.75,3.64,4.08,3.64,2.76,2.80
3.51,2.22,4.35,1.92,4.66,3.68,3.02,3.51
3.29,2.0,2.45,1.56,5.54,4.08,1.87,2.40
2.4,1.65,3.24,2.49,5.94,4.83,1.47,1.52
2.22,0.85,2.27,2.27,5.59,5.01,1.25,1.92
1.65,1.38,3.33,1.47,4.48,5.32,2.09,2.09
1.34,2.09,2.22,1.16,2.89,4.30,3.07,2.09
1.16,2.31,3.24,2.09,2.05,3.91,2.93,2.98
1.03,2.58,1.38,1.69,1.61,2.76,1.83,3.42
2.18,3.15,3.64,2.45,2.22,2.53,1.16,2.84
3.11,3.24,1.25,1.52,3.07,2.89,1.52,2.31
3.11,4.52,2.62,3.02,3.77,2.93,2.31,1.30
3.46,5.06,2.05,2.05,3.91,4.08,2.05,1.65
3.91,4.7,4.22,3.24,3.91,4.13,2.49,2.14
3.95,4.39,2.93,2.45,3.55,4.22,4.61,3.68
3.82,4.57,1.69,2.53,4.04,3.60,4.17,4.61
2.93,4.39,2.45,2.93,3.86,3.60,2.62,3.95
2.71,3.95,4.52,2.53,3.77,3.29,1.38,2.00
3.33,3.51,2.53,2.76,2.45,3.99,1.69,1.25
3.73,2.89,1.21,1.34,2.31,3.46,2.89,1.43
3.2,1.83,4.88,3.55,2.53,4.13,2.80,3.29
2.22,1.12,2.71,2.09,4.08,2.76,2.67,4.17
3.86,2.09,5.28,2.49,4.30,2.62,2.71,3.20
6.03,3.95,2.71,4.57,4.35,1.74,4.35,3.11
6.78,5.45,5.14,2.49,3.15,2.22,5.10,3.11
5.1,5.01,1.96,2.18,3.24,2.22,4.57,2.49
2.89,2.62,2.27,0.85,3.02,2.76,3.46,1.83
4.97,3.24,1.69,1.87,5.54,3.20,3.33,2.89
4.66,3.29,2.45,2.31,8.95,5.45,6.12,3.20
5.37,3.02,1.16,2.45,18.01,12.00,8.81,5.76
4.88,1.78,2.31,2.4,29.96,21.69,10.63,6.56
4.13,1.69,2.09,2.27,33.67,25.09,8.11,4.26
