ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
4.61,6.56,3.99,4.79,5.98,8.37,6.34,3.60
1.52,5.01,2.45,3.11,7.00,8.37,8.24,7.31
6.03,4.44,4.88,2.27,9.43,7.58,6.82,12.18
6.34,4.17,1.83,3.82,9.43,6.25,7.89,11.73
4.61,4.04,6.03,4.04,10.54,4.97,7.31,13.15
6.82,8.55,3.29,2.89,10.27,3.95,13.81,20.71
5.01,8.11,3.73,5.23,10.41,3.11,14.39,16.60
5.85,9.35,2.71,4.26,8.86,4.48,9.74,6.87
5.98,7.93,2.27,2.58,7.05,7.58,6.56,2.58
2.31,5.72,3.24,3.46,7.67,16.25,4.39,4.44
7.09,8.51,4.57,6.56,9.04,19.16,4.17,6.21
8.99,9.39,4.22,7.27,12.22,20.23,3.82,7.71
7.22,7.97,5.06,7.62,11.42,14.17,4.22,8.11
3.29,4.17,8.77,2.27,11.47,9.57,3.95,7.75
6.12,5.28,5.14,3.42,10.27,5.90,8.46,12.84
9.08,10.85,5.98,1.87,7.67,3.77,11.03,16.42
7.27,9.96,5.72,5.06,6.03,4.70,6.29,12.88
4.04,4.7,1.96,2.67,5.28,5.54,6.03,13.50
3.02,4.44,7.8,4.83,5.41,8.64,10.72,12.44
3.91,7.84,4.52,4.44,5.94,9.61,8.02,6.78
3.99,5.28,6.52,10.19,4.22,11.78,5.01,10.32
5.59,2.31,8.02,7.44,4.44,12.53,4.66,9.48
6.38,3.82,5.1,9.61,4.22,11.16,7.40,5.85
8.51,5.63,1.96,4.75,5.59,9.48,11.60,15.85
7.8,3.51,7.36,5.1,7.97,7.71,10.19,17.22
4.92,4.22,6.12,2.84,9.43,8.99,13.33,17.31
6.34,9.74,7.53,9.48,10.72,11.25,18.19,17.70
6.96,10.85,7.18,8.42,12.04,15.10,18.99,19.08
8.28,10.32,5.76,5.94,14.12,16.29,14.87,17.70
8.42,7.0,6.29,5.19,15.80,15.67,7.18,10.05
6.56,6.16,4.39,8.73,16.11,10.72,2.89,3.51
5.01,8.33,6.87,3.99,12.62,8.81,2.89,4.17
3.6,5.67,3.15,10.23,9.83,7.13,2.31,2.71
2.27,3.73,2.36,7.62,4.83,5.81,4.79,7.18
6.96,8.99,2.76,6.91,4.52,6.56,8.68,14.12
11.96,12.75,4.35,4.75,6.07,9.83,7.22,11.91
9.83,10.36,5.98,5.41,9.52,14.39,3.07,8.59
11.25,17.0,12.57,11.69,14.48,18.50,9.43,9.96
14.96,18.72,10.27,2.58,18.90,19.92,19.08,15.80
14.26,12.4,9.17,5.59,21.38,20.85,20.93,13.68
8.99,4.66,7.18,2.36,20.18,18.85,11.91,5.76
5.59,4.44,5.19,4.97,17.53,17.35,5.28,6.07
5.23,4.39,4.61,3.33,16.51,15.23,3.91,6.12
5.06,4.92,6.6,5.67,13.46,12.31,2.67,5.50
6.6,5.85,7.49,4.57,14.79,11.20,4.70,4.22
5.41,4.22,5.59,6.16,11.16,8.99,11.73,11.20
2.71,3.77,6.03,3.55,11.73,12.80,11.69,12.53
7.58,6.25,4.35,5.01,7.93,13.41,4.70,6.25
8.24,4.44,5.67,2.49,9.04,16.78,2.89,7.22
5.9,1.83,10.81,10.41,12.18,20.93,3.51,8.90
3.68,2.4,4.39,3.95,14.96,22.39,3.64,5.45
1.56,5.06,5.63,7.18,21.29,27.70,5.28,5.19
2.89,9.92,4.7,3.91,22.00,25.75,5.67,5.32
5.37,8.77,10.45,4.39,21.29,24.91,4.83,4.97
2.89,2.4,8.95,7.71,15.49,21.69,6.96,8.46
4.61,9.61,9.43,3.33,8.51,15.18,11.65,8.20
4.7,11.78,4.3,5.59,7.09,12.13,13.77,6.56
6.21,8.64,8.99,3.64,5.81,9.17,12.35,2.98
6.25,4.75,6.07,4.83,10.81,11.96,12.00,1.47
6.6,4.04,8.73,4.61,9.88,12.75,9.35,2.27
6.96,6.91,8.9,5.63,13.11,13.15,5.45,4.79
4.48,6.52,6.16,7.36,10.72,8.28,6.82,5.01
3.2,4.97,13.41,10.14,16.64,9.08,13.95,12.09
5.85,7.62,7.49,7.09,15.76,8.06,20.49,20.89
15.63,17.35,9.92,5.72,17.57,12.18,19.83,18.41
23.76,28.54,18.24,15.76,17.31,16.82,30.13,27.97
22.84,29.65,26.64,21.38,24.60,25.93,40.00,36.72
14.21,17.75,3.37,1.92,36.28,38.27,35.66,33.14
6.25,5.06,8.77,8.11,35.57,36.06,19.16,17.75
3.55,3.64,3.95,3.91,30.53,30.71,4.88,4.52
2.84,2.84,5.98,3.51,14.26,13.55,3.20,3.51
6.47,9.66,6.74,9.7,8.64,9.04,4.52,7.84
23.72,24.43,12.13,8.46,6.74,6.91,20.62,25.89
33.45,32.43,23.15,29.74,17.22,9.88,33.67,34.95
24.69,24.16,5.98,5.06,28.28,17.84,28.45,25.49
13.15,10.36,6.34,12.13,36.06,23.50,12.75,13.11
10.63,10.76,8.64,10.45,50.39,43.67,12.97,14.39
11.2,11.38,10.81,11.56,57.07,54.06,12.66,12.93
12.88,12.66,26.24,26.15,65.83,65.83,17.57,15.98
6.56,6.91,6.96,7.27,75.42,78.30,19.87,17.75
7.13,7.84,14.26,13.19,68.30,70.47,13.50,11.69
7.62,7.84,5.63,6.12,64.01,65.52,11.51,11.16
1.07,1.25,2.98,2.62,37.08,38.23,6.38,6.07
3.15,3.33,2.31,1.78,26.24,26.55,2.40,2.62
1.83,3.15,1.25,5.59,12.53,13.59,2.40,3.29
2.93,3.37,4.61,12.75,6.96,7.84,2.89,4.48
7.27,16.38,9.26,14.52,7.09,4.75,5.63,16.86
22.35,32.74,10.98,35.35,10.32,8.59,26.11,33.67
