ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
7.22,10.36,3.64,4.39,3.29,5.94,6.03,9.21
15.76,19.96,5.63,5.06,5.72,5.01,8.11,6.65
18.5,20.27,5.14,4.3,6.21,4.61,4.70,3.82
15.45,15.85,9.66,8.86,7.67,4.75,2.00,3.99
13.55,14.21,5.06,3.15,6.60,6.52,2.84,2.80
12.66,10.85,5.59,3.02,9.39,9.66,5.59,6.60
16.02,11.82,2.71,4.39,8.15,9.83,8.51,9.39
15.85,12.53,4.79,4.35,8.90,11.38,11.34,10.54
11.29,9.96,4.3,1.92,5.67,9.70,9.96,7.71
6.25,5.67,5.32,7.4,4.70,10.54,5.37,2.45
7.8,9.12,5.63,3.15,6.47,9.39,5.45,4.57
12.35,12.35,3.29,2.05,9.08,10.36,8.90,6.69
13.24,12.26,3.24,1.83,11.73,9.43,7.05,5.10
9.12,9.26,4.61,4.26,11.51,9.08,4.13,3.07
8.15,7.62,3.15,2.93,11.11,5.90,2.27,2.80
14.12,13.72,8.02,9.3,9.96,4.61,2.31,6.60
12.75,12.93,4.66,3.2,8.42,5.45,4.08,5.81
6.91,6.74,4.75,5.06,7.40,7.22,2.45,3.02
5.67,2.71,6.07,6.65,8.02,7.97,5.28,4.83
8.2,4.88,2.18,5.45,9.92,6.69,8.15,7.71
7.13,5.06,4.22,2.67,10.45,5.72,8.33,8.37
4.61,4.97,3.11,5.59,10.63,6.29,9.57,8.33
2.89,2.89,7.31,6.91,9.52,6.47,9.26,6.21
9.26,9.7,9.08,7.13,7.53,6.91,9.04,5.14
12.84,16.2,7.58,5.1,5.59,7.22,7.84,4.97
17.04,23.06,7.84,4.08,4.70,7.84,5.06,8.51
19.61,24.65,11.11,11.03,5.41,7.36,3.60,8.33
20.8,21.07,5.14,6.82,6.78,6.96,9.48,15.67
18.19,17.84,5.63,3.46,5.37,5.63,15.98,23.63
10.5,11.47,5.1,7.93,5.10,7.40,15.23,17.84
5.85,8.02,3.91,3.02,3.68,6.52,6.38,5.41
3.6,3.37,3.64,8.02,3.86,5.59,2.27,3.64
9.35,4.35,7.44,9.88,5.98,3.77,4.26,8.11
11.73,7.22,3.37,7.49,6.38,3.11,11.20,20.09
5.81,4.61,5.59,8.99,9.92,5.72,11.96,24.12
7.0,2.05,3.82,10.01,9.79,7.13,5.23,15.76
13.41,6.12,9.61,10.58,14.92,10.41,6.38,4.17
15.49,10.94,3.51,4.7,12.35,8.20,5.98,5.06
15.14,14.03,5.85,5.14,13.72,9.04,3.51,3.95
13.33,15.32,1.38,3.42,9.92,6.87,4.57,8.24
12.57,13.64,11.73,10.19,8.81,8.24,4.13,12.04
10.05,9.26,5.94,8.06,5.10,5.67,2.80,9.39
9.35,7.0,5.59,4.83,3.29,6.21,4.83,8.15
11.51,7.31,4.92,7.62,2.71,5.50,7.75,5.94
12.26,9.92,5.37,7.84,4.61,6.78,5.01,4.97
10.63,13.68,3.33,4.97,7.13,7.36,7.31,9.88
9.96,13.81,9.12,9.66,8.24,8.11,14.34,14.30
9.48,10.67,4.97,2.22,8.55,9.70,12.49,11.56
7.36,7.36,2.53,4.61,6.52,10.76,7.27,5.81
6.25,3.95,3.29,3.37,7.27,10.81,5.94,2.67
6.16,5.06,5.59,3.95,6.74,10.85,5.67,5.45
4.79,6.29,6.56,9.43,7.75,8.59,5.28,6.21
4.22,2.84,1.78,2.31,5.76,6.69,2.49,4.79
3.33,2.05,2.45,4.61,4.61,3.91,4.35,8.59
1.74,2.58,4.48,3.02,2.58,2.62,4.66,10.45
5.9,7.97,7.84,7.53,1.83,3.60,6.12,10.41
6.96,10.54,1.61,2.98,1.96,3.95,6.82,7.40
5.37,9.74,4.35,3.95,3.51,4.08,7.22,5.59
6.47,11.56,2.18,4.7,5.81,2.76,7.67,7.22
5.98,9.79,1.16,3.55,7.44,2.62,6.03,6.21
6.87,9.61,3.24,6.07,7.84,2.05,4.66,3.42
10.23,11.82,6.12,5.41,7.18,2.89,8.46,8.51
14.39,13.72,9.66,12.71,4.83,3.29,13.02,10.05
13.11,11.07,9.7,7.53,3.60,3.73,14.83,7.58
10.32,7.8,6.03,8.06,3.91,2.80,10.85,6.12
8.68,8.11,8.9,4.92,4.66,2.62,7.89,6.96
8.46,11.2,12.49,10.67,5.45,3.33,10.58,12.00
5.94,10.27,7.44,8.06,4.75,5.41,9.70,13.06
3.6,5.67,5.32,5.23,7.49,7.93,4.66,6.43
6.56,9.39,5.81,9.08,9.04,9.08,7.09,4.39
5.1,4.88,6.87,5.28,9.96,9.30,7.22,6.65
8.77,13.33,4.88,4.83,8.37,8.11,6.91,8.51
19.43,25.67,8.15,6.47,5.41,6.52,9.88,13.90
18.28,22.57,2.49,4.35,5.10,5.81,11.38,14.92
11.51,12.44,5.37,1.83,4.57,4.13,6.74,5.98
8.15,8.33,2.0,1.61,6.74,3.42,5.06,1.52
5.1,6.91,2.89,3.77,6.78,1.92,6.34,6.43
4.04,5.63,3.99,3.73,6.47,1.47,9.12,10.45
9.39,10.36,2.93,3.55,5.19,1.52,7.75,7.05
10.81,13.06,4.26,3.33,4.35,2.40,3.91,4.44
8.15,10.94,1.87,5.5,5.85,2.31,9.83,6.56
6.96,8.99,2.58,3.64,8.15,2.76,7.27,3.95
5.59,9.3,5.28,6.65,15.27,4.88,6.82,7.97
10.19,12.84,6.78,6.34,18.15,8.77,14.12,9.66
