ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.71,2.93,2.62,4.75,4.52,4.88,7.18,2.98
3.64,3.73,8.9,5.72,8.06,9.48,10.81,5.72
4.79,6.96,4.17,2.98,9.08,12.31,11.91,5.28
6.34,11.25,4.22,3.99,9.88,12.97,11.25,2.40
9.21,12.26,3.42,1.78,6.69,10.05,9.66,4.22
9.08,10.45,2.84,6.07,10.05,9.96,10.10,6.43
6.56,9.43,2.18,3.29,12.22,10.81,8.73,7.05
3.64,6.12,5.23,2.71,22.04,15.80,4.04,5.23
2.62,5.98,4.57,5.37,20.54,16.60,8.15,6.03
2.84,9.12,6.12,7.62,19.16,17.04,12.62,8.90
4.97,5.19,7.05,4.08,13.81,14.12,12.09,7.18
17.35,13.9,9.39,8.77,18.01,15.71,16.29,5.76
30.66,25.62,17.17,15.85,26.42,21.77,25.49,11.38
30.62,26.42,21.77,25.14,36.41,31.19,29.60,20.80
17.93,14.92,6.16,8.33,43.67,43.76,30.13,28.45
5.72,4.44,13.15,12.66,39.91,41.46,14.48,15.71
4.7,8.28,5.81,3.07,33.67,34.69,6.56,4.39
5.01,6.87,2.89,3.6,22.66,21.07,7.67,7.97
6.6,5.9,2.27,2.36,20.62,18.41,8.77,10.72
3.46,2.71,2.71,3.02,18.59,17.31,8.77,8.33
4.92,7.8,2.53,3.15,17.75,16.82,5.94,4.22
8.95,13.77,5.41,8.46,14.79,11.78,6.74,4.66
7.67,12.71,3.64,7.62,11.87,9.48,7.75,5.67
5.37,8.02,5.72,2.8,6.96,5.01,5.41,4.48
5.59,5.1,4.26,7.58,5.98,4.83,2.80,2.84
5.67,4.97,11.69,14.12,4.52,3.15,6.47,8.02
4.17,3.07,6.07,5.81,4.17,3.07,4.22,8.37
4.92,3.2,8.37,6.65,7.49,6.38,4.26,4.61
5.72,8.95,3.2,3.95,9.92,7.89,8.24,8.90
4.22,8.73,3.02,4.83,10.94,8.20,16.51,18.55
4.88,7.09,4.57,7.36,9.30,6.69,18.59,20.23
5.06,7.0,5.85,5.59,11.60,9.35,13.02,13.24
5.41,7.49,3.95,8.02,13.02,9.74,8.73,8.02
4.04,7.89,2.31,4.08,14.87,12.09,4.39,3.07
4.39,4.83,4.97,4.35,12.04,11.65,3.07,4.66
8.64,4.52,10.27,3.82,14.21,15.36,9.96,4.92
22.17,7.0,10.05,8.37,12.13,16.55,25.71,2.14
28.41,7.49,23.28,9.26,11.82,19.52,35.66,1.92
17.26,7.89,7.84,4.39,8.90,19.16,36.10,9.43
5.1,4.66,6.07,7.4,12.84,21.60,28.14,17.97
4.61,5.01,3.42,4.52,12.18,16.33,18.59,22.57
2.8,6.69,6.47,8.55,10.27,13.46,10.63,15.85
1.87,6.03,2.36,1.96,5.72,7.31,5.63,6.34
3.42,3.55,2.05,3.55,6.38,7.71,14.30,11.34
3.95,2.22,3.02,2.36,9.70,9.96,13.77,10.89
2.62,1.96,2.0,1.96,9.61,9.61,5.23,3.86
5.23,3.42,5.59,4.08,13.95,13.72,6.03,3.95
3.86,4.57,4.97,6.03,12.49,12.53,7.09,5.01
3.2,3.29,4.22,6.65,18.37,17.66,4.48,3.24
4.61,5.81,12.93,14.08,17.93,16.60,6.91,10.85
14.34,10.54,20.58,6.56,28.32,25.09,25.84,36.55
29.03,20.93,22.79,21.11,24.56,21.73,43.71,49.90
29.47,22.92,3.64,4.57,20.05,17.70,42.92,40.48
13.95,11.47,8.95,5.63,8.33,7.09,23.63,16.73
2.76,3.64,11.42,5.98,4.75,4.88,5.37,3.68
10.98,10.32,4.39,5.81,4.88,6.38,3.77,5.14
27.97,29.07,20.4,14.12,7.75,9.92,14.74,20.00
35.62,41.54,12.04,13.24,9.12,10.36,34.69,47.12
24.65,29.43,13.02,7.44,12.04,10.67,50.12,64.41
8.95,16.16,24.25,30.8,19.25,18.06,48.75,58.66
3.37,16.16,23.15,9.61,30.18,27.13,46.98,51.98
6.74,7.67,23.63,21.11,51.58,46.19,26.42,27.97
10.19,13.24,18.15,10.98,58.13,53.09,7.31,8.11
28.5,28.05,16.11,18.28,54.55,50.52,12.71,10.76
33.89,38.09,30.09,26.11,40.53,40.08,17.44,18.06
20.18,30.75,19.43,22.57,26.24,24.87,29.20,35.57
11.03,11.96,23.37,10.54,32.08,27.79,31.28,39.51
14.12,8.15,7.75,4.97,33.14,29.96,19.03,17.13
26.29,22.97,11.34,16.51,37.56,32.79,48.93,44.82
33.8,34.29,11.87,5.85,28.01,28.41,65.91,65.47
37.03,41.37,36.19,52.29,19.78,19.52,53.40,50.79
40.97,46.72,20.58,15.49,14.21,16.42,29.38,19.78
36.19,38.76,39.07,53.66,13.19,12.93,19.39,9.30
20.18,19.21,17.09,10.19,17.22,15.85,23.81,15.14
4.48,5.72,21.82,19.47,25.53,19.96,22.75,14.03
10.76,13.33,6.38,8.95,33.32,24.47,25.31,16.38
12.31,11.29,9.88,7.84,43.67,30.04,27.74,15.76
9.12,7.0,4.57,2.84,49.90,34.29,24.56,15.05
6.43,6.82,3.95,1.83,49.02,34.11,18.41,14.08
8.64,5.81,3.99,14.43,48.18,35.26,11.20,8.20
14.26,8.64,5.41,7.18,37.52,26.24,12.66,15.05
21.69,18.94,6.34,35.18,36.37,29.29,32.26,30.31
29.56,26.9,12.66,14.74,24.87,24.83,30.35,28.67
29.07,29.91,13.37,17.7,34.20,42.65,24.12,25.71
21.46,24.21,14.52,14.79,43.98,51.89,24.47,23.15
12.35,12.4,6.87,8.86,59.41,65.12,8.55,8.59
6.52,9.08,8.68,15.01,64.50,66.49,10.41,9.79
4.57,7.71,16.6,19.74,57.51,57.60,15.94,12.71
3.11,10.27,18.01,37.34,51.76,50.04,13.46,26.20
21.2,26.33,44.37,46.06,44.73,38.23,13.24,27.74
27.08,27.44,11.73,22.17,47.60,37.65,27.08,39.86
18.77,11.96,12.53,15.49,40.79,28.94,34.38,51.36
9.66,14.3,11.51,5.37,29.82,17.79,32.92,44.37
9.43,11.11,4.79,7.49,26.20,18.90,26.15,33.05
9.04,7.09,22.04,7.62,30.71,25.18,9.61,16.20
8.68,8.68,6.96,3.95,34.20,33.80,7.49,11.69
7.13,7.67,11.91,8.42,23.01,22.97,9.79,12.49
7.49,8.51,3.6,1.69,23.76,25.09,8.68,10.01
5.5,6.47,3.2,3.6,20.54,20.67,5.63,2.27
6.56,6.96,5.32,4.97,22.35,20.80,7.80,5.41
7.97,7.89,4.3,2.8,14.39,12.62,9.12,11.60
6.96,6.74,4.75,4.75,12.40,10.45,6.34,11.07
4.08,4.52,3.46,6.91,8.95,8.77,2.93,6.91
1.43,3.86,3.33,4.04,10.23,9.04,2.98,3.68
2.8,3.02,4.13,7.49,9.12,8.59,2.80,4.70
4.61,3.37,7.89,5.9,12.18,11.11,4.48,9.79
6.12,7.18,2.89,2.93,12.71,14.26,5.54,9.61
6.52,8.33,4.88,6.38,12.40,15.49,5.23,5.14
4.92,7.18,3.99,3.64,10.54,14.70,5.67,3.24
4.83,4.04,2.67,4.48,7.44,11.11,6.07,2.80
3.91,1.92,6.25,1.87,7.84,8.73,4.92,1.87
2.31,5.32,3.42,3.86,8.42,6.60,6.60,3.42
3.15,8.15,5.37,8.68,11.69,4.92,7.93,5.14
6.34,8.99,3.29,3.99,10.94,4.92,4.52,5.90
7.84,7.44,6.78,7.13,12.40,4.79,3.60,7.89
7.97,8.51,4.92,7.27,8.90,5.06,5.41,7.18
7.58,9.26,3.68,4.35,10.67,5.90,4.88,5.50
4.04,6.47,3.99,3.86,9.66,7.40,2.76,4.70
2.8,4.88,4.92,7.36,9.79,11.56,4.04,3.20
4.17,6.07,6.43,6.87,7.22,15.18,5.54,10.05
5.19,4.04,4.08,4.75,5.63,17.35,6.12,12.18
6.38,6.12,2.09,4.22,5.32,19.43,9.08,10.41
7.49,10.41,7.09,7.58,8.24,17.66,10.81,10.81
6.65,9.12,3.07,4.97,9.30,16.64,11.38,10.14
9.83,9.26,7.67,8.2,10.98,14.65,8.68,7.67
13.95,11.91,5.01,3.42,7.22,10.81,8.42,7.62
12.4,9.48,4.57,10.14,8.02,10.89,6.38,11.69
7.53,3.42,4.3,4.08,7.22,7.36,5.28,13.33
5.23,4.88,3.2,3.55,11.38,8.24,6.65,9.35
4.13,5.67,5.76,6.52,13.90,8.06,3.73,6.29
5.28,6.25,2.4,4.48,17.13,9.17,2.67,7.27
3.99,3.95,2.05,4.92,20.18,10.67,7.18,8.11
4.61,4.57,4.08,4.44,25.93,14.52,9.57,7.05
8.55,6.82,4.08,5.32,29.12,18.24,7.97,5.23
6.6,4.52,5.9,7.22,29.78,20.40,4.75,5.72
3.6,2.62,1.61,4.44,30.09,23.15,6.56,7.75
5.28,4.57,4.22,7.27,29.16,25.27,10.72,11.73
4.39,4.39,2.98,4.26,29.16,26.59,17.93,17.93
5.28,4.97,7.27,7.8,27.17,28.36,18.28,18.55
6.03,4.39,2.49,5.14,28.89,29.20,17.09,16.20
8.24,2.45,6.25,7.31,30.13,30.00,15.71,13.72
8.59,4.35,3.73,6.47,27.83,26.95,12.71,10.19
8.28,8.24,5.67,6.07,24.87,24.38,10.41,8.33
5.19,6.47,4.83,6.6,20.05,19.83,8.20,5.63
4.17,4.13,5.81,4.39,16.38,17.17,8.86,6.52
8.95,6.21,2.84,3.24,14.92,14.79,10.19,8.11
9.35,7.09,4.39,5.1,14.65,15.45,9.43,8.46
6.12,7.36,1.96,1.92,18.99,19.47,5.23,6.34
5.5,8.59,2.49,1.87,16.91,19.21,3.99,3.33
3.42,6.03,2.53,3.91,14.87,18.94,5.98,1.78
3.2,4.75,4.44,2.93,10.67,19.12,6.07,1.96
4.3,6.12,3.86,6.07,8.24,17.26,5.06,2.36
3.73,5.94,4.79,3.51,9.08,18.24,9.61,4.52
3.29,5.28,1.83,5.63,11.91,19.12,11.42,5.50
4.35,6.16,5.01,7.13,15.10,21.24,6.91,2.62
6.29,9.21,3.46,5.63,14.21,20.62,6.74,5.54
6.38,10.01,3.24,2.53,11.47,17.53,8.99,7.93
4.48,5.1,6.47,2.93,7.58,16.02,5.50,6.16
3.99,4.39,4.66,5.41,12.35,23.01,5.50,7.18
3.07,5.37,3.68,2.67,14.52,23.99,9.30,10.89
5.59,5.06,4.79,5.59,16.73,25.05,9.04,11.51
6.65,5.1,3.11,2.58,11.42,14.26,7.36,9.43
5.1,4.26,5.59,6.38,9.39,9.57,3.51,6.16
2.49,3.29,4.39,4.97,8.73,6.43,2.27,5.01
3.15,2.76,4.88,4.7,10.85,10.67,4.22,5.72
4.08,1.47,3.82,4.3,12.93,15.71,5.98,8.90
4.79,3.6,4.79,5.9,14.12,18.59,6.60,9.96
6.38,5.72,7.4,8.95,20.31,26.06,6.91,6.12
7.36,7.58,5.45,6.74,21.11,24.43,11.29,8.51
5.85,4.48,2.98,10.19,27.66,30.27,11.96,9.88
3.99,6.03,2.53,9.61,21.07,21.29,9.26,12.97
1.78,15.36,3.33,26.02,19.34,18.90,3.95,16.82
2.27,14.74,5.1,4.22,9.57,8.15,5.41,18.55
3.11,6.74,3.29,8.46,6.03,6.87,3.86,9.96
3.82,5.72,4.66,5.9,4.17,5.98,6.78,5.28
4.48,6.07,4.61,5.01,7.31,10.81,10.41,6.12
3.15,5.28,3.37,4.22,8.95,10.76,7.36,7.05
2.09,5.94,3.55,5.5,9.17,12.53,6.78,7.27
3.64,6.52,3.91,5.45,8.42,12.75,8.46,8.24
5.28,5.76,3.64,5.9,12.80,19.25,9.08,9.92
5.85,6.38,2.84,5.37,19.74,28.41,11.29,11.56
6.65,6.16,4.22,3.64,19.74,28.50,8.73,7.22
5.76,4.48,4.83,5.45,22.22,31.86,5.37,5.63
3.46,1.96,7.05,2.93,21.07,26.95,8.11,11.65
3.64,2.93,2.09,3.95,23.54,28.72,15.85,15.36
4.88,4.79,4.17,4.57,29.34,31.68,17.53,16.38
7.22,6.16,3.07,3.2,29.16,32.03,17.04,17.22
6.52,4.79,5.14,7.89,36.55,38.85,17.09,16.02
4.08,2.05,2.76,1.74,38.40,41.15,10.72,8.77
5.59,3.73,3.2,4.61,38.98,40.92,7.89,8.64
6.56,5.54,3.2,5.85,36.90,37.92,12.97,14.17
5.54,6.6,5.1,6.25,25.49,24.74,8.90,9.35
8.06,10.76,3.99,4.17,19.74,18.50,7.31,7.31
9.83,10.72,7.09,4.26,13.68,12.53,7.93,7.67
8.42,7.89,1.61,5.63,12.26,12.88,5.41,2.62
4.13,4.22,11.42,7.62,13.64,17.00,4.97,5.01
5.37,7.67,2.31,9.74,10.45,17.26,4.17,9.17
4.83,8.55,4.83,5.63,7.49,16.38,2.67,10.89
10.54,7.97,6.34,5.9,8.42,9.70,11.11,8.73
19.87,28.67,20.18,19.74,14.74,9.48,36.86,31.90
17.79,30.93,24.69,16.29,23.85,11.38,47.16,45.66
11.07,17.44,5.41,6.74,36.72,25.93,33.76,36.19
3.33,5.19,7.0,5.32,37.34,28.10,12.40,13.41
5.94,2.71,3.29,4.17,38.01,31.37,5.37,5.50
5.98,2.89,5.19,7.27,21.51,18.81,3.11,5.37
5.5,2.84,3.55,2.62,20.89,18.99,2.31,4.26
4.04,2.89,3.07,6.56,14.21,12.57,2.09,2.58
3.15,4.48,6.43,3.82,15.14,11.11,1.87,3.33
2.36,4.22,2.58,6.56,12.84,6.60,3.20,3.99
3.07,3.86,8.15,6.69,13.19,7.62,3.33,2.27
2.49,4.08,3.86,1.69,16.33,8.37,3.07,3.02
3.29,5.01,3.15,3.91,14.03,9.04,1.83,3.37
4.97,7.09,4.97,3.55,12.40,6.47,2.93,4.17
5.81,6.16,4.61,2.84,8.24,5.54,1.65,3.86
5.06,2.0,2.49,2.0,5.59,3.91,6.16,4.26
3.82,1.38,4.57,2.31,4.57,4.39,9.52,4.17
2.71,3.46,5.98,5.01,3.55,6.21,8.95,4.44
4.48,5.98,3.15,5.9,5.41,10.32,9.17,7.53
7.49,6.69,8.73,7.62,6.52,13.95,8.24,9.61
10.89,7.93,4.08,7.44,9.57,18.32,6.29,7.27
8.55,6.21,5.14,7.09,10.76,22.53,5.81,5.90
6.69,4.17,4.7,6.82,11.34,23.32,5.63,4.92
9.57,8.11,2.71,5.28,9.30,21.29,4.75,1.74
11.2,12.35,5.98,8.24,7.40,16.78,4.79,1.96
9.08,11.96,4.88,4.61,8.51,18.19,3.82,2.80
8.15,9.48,2.84,6.6,10.98,18.90,3.99,6.52
9.83,9.26,6.6,8.55,12.09,17.93,5.98,9.83
10.76,10.32,2.18,7.22,12.57,15.98,5.45,5.72
10.36,12.22,3.46,3.95,11.60,14.03,3.51,3.64
6.82,9.74,4.97,2.62,10.94,11.51,4.04,4.44
3.86,6.82,3.07,7.05,13.11,10.36,3.95,6.38
3.07,5.72,5.5,5.28,12.84,8.68,3.20,8.81
4.57,7.18,2.62,6.56,15.98,13.06,2.18,5.28
5.19,7.13,6.29,4.35,12.57,12.22,3.33,4.08
3.37,6.12,6.21,7.8,10.45,12.26,6.82,6.38
6.69,7.44,7.67,5.28,6.87,10.50,7.49,3.68
8.59,7.62,8.95,8.37,6.21,8.33,8.06,4.79
7.53,6.25,7.18,2.45,11.11,10.05,5.72,4.75
6.65,5.45,4.35,4.26,15.76,11.20,5.45,5.23
3.95,2.98,3.46,4.92,24.60,20.31,8.06,7.31
3.2,2.27,3.73,2.0,21.20,21.29,8.99,7.36
1.38,1.87,4.08,5.59,19.12,23.19,5.01,6.74
1.83,2.89,4.88,5.59,9.66,13.68,1.87,5.76
1.78,4.79,4.57,3.51,8.02,8.99,3.99,5.63
2.18,5.19,3.82,5.76,5.45,5.54,5.28,3.60
3.11,5.23,3.29,6.74,4.79,5.59,4.92,3.95
5.01,7.84,4.3,4.75,5.90,5.98,2.67,5.14
6.25,8.77,5.54,2.93,6.87,4.30,1.30,5.81
5.14,5.23,2.18,3.24,8.33,3.77,3.33,6.03
7.31,3.91,3.55,5.81,8.46,5.32,10.58,10.67
7.67,4.88,1.78,2.4,12.53,9.88,13.24,15.18
5.45,5.54,3.46,7.8,13.81,14.52,8.99,12.97
1.69,4.22,3.95,6.65,12.26,13.81,5.85,8.46
4.7,2.89,5.32,9.66,8.11,9.92,6.60,7.05
