ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
9.61,8.77,9.3,7.84,4.48,19.92,15.49,17.84
8.55,8.42,3.29,2.98,5.81,11.82,38.40,23.45
5.59,8.73,8.28,8.99,8.42,9.04,41.59,24.65
12.22,15.41,3.33,8.15,14.43,11.07,34.38,26.46
12.84,18.68,8.55,10.98,23.41,16.11,28.28,30.27
13.86,18.5,16.16,16.95,27.26,16.02,16.69,27.88
10.45,13.28,4.97,11.6,25.27,12.80,7.93,19.08
8.77,9.04,9.88,23.59,17.84,8.99,19.74,12.13
19.92,13.95,3.55,8.02,13.95,10.81,35.79,19.87
17.44,16.91,2.67,41.94,12.40,14.56,45.35,23.01
8.55,11.96,7.67,4.04,12.62,15.85,38.98,16.38
5.63,7.49,6.03,15.76,12.93,16.29,12.97,7.89
7.93,8.51,3.29,3.95,11.78,13.19,15.32,21.33
8.73,4.44,7.49,3.15,12.75,12.18,25.00,29.43
2.58,7.49,2.98,6.56,11.69,9.61,24.21,28.76
12.97,18.15,4.83,5.19,14.92,12.49,24.43,23.94
15.36,19.03,2.27,4.83,18.68,14.87,14.61,12.49
7.84,14.12,5.01,3.99,35.18,22.53,5.85,4.92
5.1,9.96,3.99,5.54,45.57,26.29,7.84,8.02
3.99,6.74,9.61,8.42,48.58,25.89,6.38,9.88
7.44,12.0,5.85,8.06,38.80,19.12,6.69,11.34
4.26,11.51,11.16,10.81,22.08,12.09,19.08,19.52
10.89,5.63,22.84,24.12,14.96,9.96,30.00,18.50
15.67,12.84,5.23,5.01,8.64,9.43,26.20,11.56
13.28,12.8,41.01,43.14,12.26,8.68,29.20,34.91
13.86,15.94,5.63,4.44,10.89,11.96,45.30,51.19
11.82,14.74,22.08,19.12,10.32,14.30,51.58,56.01
4.75,8.9,4.83,2.76,14.26,22.17,33.63,44.02
11.38,13.15,8.06,10.01,15.32,16.69,9.17,18.55
12.22,21.69,10.76,6.38,19.47,14.39,16.16,10.81
12.0,22.66,8.73,7.18,14.52,14.03,26.02,24.74
15.23,18.94,11.6,5.1,14.30,19.30,33.41,39.07
22.57,24.74,6.47,8.24,16.25,26.20,35.26,44.20
22.0,24.69,10.89,10.27,16.16,25.71,20.05,33.58
14.83,16.25,9.3,13.19,16.78,21.29,15.98,14.26
9.66,14.39,6.82,14.43,12.49,13.50,23.19,6.52
7.58,15.14,6.29,9.48,16.55,12.66,24.52,16.51
13.68,19.12,12.18,18.9,14.70,13.46,22.57,23.81
11.11,16.64,5.5,6.6,13.59,14.52,23.32,31.11
4.13,6.82,8.77,11.2,6.69,8.37,18.81,21.11
7.93,8.15,10.67,13.5,4.22,6.07,23.81,15.76
8.15,18.5,8.68,8.99,5.63,5.06,43.62,36.77
7.36,18.81,7.67,13.81,10.63,7.62,59.46,59.10
16.38,11.16,31.42,20.93,23.45,19.52,60.65,68.70
16.51,3.55,10.76,20.09,40.04,31.99,44.37,59.10
11.65,5.5,18.37,7.31,45.13,41.77,25.71,34.42
14.87,10.36,5.63,14.52,50.96,46.54,10.98,8.95
18.85,17.09,7.27,3.29,34.78,37.96,15.98,17.75
19.08,17.44,3.46,11.69,37.65,37.12,21.60,19.03
18.59,14.43,7.18,4.22,26.64,24.16,25.75,14.52
14.17,9.74,5.59,7.0,33.49,27.26,21.95,7.58
10.54,12.93,13.86,4.52,24.56,21.20,17.48,2.09
11.07,20.93,10.63,14.79,27.92,23.54,19.87,6.56
13.06,20.27,11.91,8.9,25.75,23.01,19.08,12.93
15.67,12.62,11.11,16.69,27.88,21.11,23.23,17.97
18.5,11.34,8.95,6.12,27.97,19.96,27.48,28.10
15.18,11.73,10.45,11.07,26.42,17.22,25.49,30.97
4.88,5.19,10.81,8.15,24.25,18.37,24.96,24.29
7.62,7.49,12.44,9.21,24.47,20.62,20.18,19.65
19.65,18.1,7.53,9.92,19.61,19.92,12.97,14.79
28.63,24.16,11.16,7.05,18.81,16.95,18.94,13.77
29.07,24.78,4.52,12.22,14.34,13.41,17.84,11.47
22.22,18.15,10.63,8.99,17.04,10.58,8.68,6.60
13.86,6.43,19.74,12.53,23.81,15.36,3.64,4.79
13.59,5.32,10.19,9.35,25.67,18.01,6.69,8.46
9.83,10.76,20.98,9.66,28.98,26.20,7.53,9.70
3.91,13.86,5.1,5.98,23.59,25.84,10.50,19.43
9.08,11.87,6.29,10.36,23.15,25.93,20.54,23.45
12.8,7.93,4.52,6.52,23.01,22.13,18.55,14.65
18.63,16.33,3.82,7.27,22.97,17.09,8.64,12.71
21.29,22.48,8.11,6.74,21.64,13.72,8.95,20.89
