ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
5.45,4.83,2.14,2.71,2.58,8.28,3.46,3.55
9.08,9.96,3.29,3.46,6.21,13.15,2.18,9.12
9.83,12.04,4.7,5.72,8.64,17.84,5.63,16.95
6.34,8.24,5.67,11.73,12.13,26.86,9.43,18.10
1.65,3.99,5.63,5.23,13.86,26.90,5.72,13.41
4.17,9.52,7.4,9.35,13.50,25.05,4.35,7.49
4.97,6.34,7.93,7.49,13.41,17.13,6.60,5.59
5.1,4.04,6.56,4.7,8.64,10.23,5.98,8.59
3.77,6.07,3.07,4.17,7.31,7.22,6.38,15.98
4.92,4.79,4.04,4.26,5.06,3.86,7.40,18.19
10.23,6.6,2.98,4.61,7.27,4.30,6.47,15.98
11.91,6.91,4.92,1.83,8.15,7.09,8.33,20.45
10.54,6.12,5.32,5.9,8.73,9.43,9.35,18.37
10.72,6.82,4.3,6.65,8.51,10.27,9.79,8.55
11.34,9.79,3.82,4.08,8.15,7.93,8.95,7.84
11.51,14.65,8.81,5.76,6.52,6.03,9.21,11.51
13.72,16.6,4.35,4.79,4.44,6.65,9.88,15.23
18.85,15.45,7.58,5.54,2.84,10.01,11.60,23.76
15.1,8.37,4.88,5.81,3.15,10.98,11.96,24.83
6.03,13.55,5.81,5.28,4.92,10.45,13.02,18.06
15.94,26.33,5.19,5.28,5.23,14.30,10.94,12.22
14.17,21.42,5.28,7.09,5.63,17.66,9.57,12.62
3.37,11.2,8.73,8.46,4.44,21.86,12.09,17.44
4.26,6.07,2.05,7.22,3.91,18.01,16.82,26.06
10.54,4.08,10.01,10.14,4.17,18.72,13.90,24.43
13.95,7.8,7.22,8.95,7.44,22.35,5.28,14.30
12.0,6.96,7.31,5.32,10.45,26.82,6.78,11.42
5.59,1.56,6.38,4.39,13.86,31.33,5.67,9.30
5.41,5.23,7.58,12.4,15.10,28.14,8.20,7.84
8.33,2.62,3.95,13.99,16.33,28.14,14.08,13.06
10.72,3.99,7.75,12.62,15.89,25.40,14.17,20.00
11.07,9.61,3.11,24.03,17.57,30.40,8.86,22.35
7.36,13.59,3.99,7.18,16.16,31.46,7.27,25.98
6.78,15.49,2.76,8.64,15.63,27.48,7.62,20.58
11.25,18.1,7.18,5.98,10.32,18.99,7.71,14.08
6.52,12.04,5.01,3.55,10.81,12.53,3.68,7.18
10.19,10.19,5.41,2.93,12.75,17.09,6.52,9.43
12.75,13.72,10.63,10.19,26.37,36.10,11.56,17.04
11.16,14.39,4.88,2.76,38.49,50.39,17.13,23.68
8.15,12.0,8.46,6.82,47.29,58.40,16.02,18.19
4.52,7.58,3.15,5.32,52.51,57.07,10.41,6.21
4.44,5.32,3.33,5.23,39.91,41.99,5.76,4.26
6.6,7.4,6.25,3.55,34.64,28.89,8.55,10.14
6.25,8.02,9.08,8.15,16.64,10.50,13.06,13.24
6.56,6.74,5.28,5.5,12.97,8.11,12.84,15.58
6.12,5.94,8.2,7.09,5.01,7.67,9.74,10.89
6.03,7.27,11.73,9.48,5.10,10.72,3.33,4.08
7.53,9.26,6.12,7.58,4.79,8.24,2.36,8.06
6.16,9.26,7.8,3.86,6.60,6.82,3.11,13.15
7.58,8.68,4.35,2.0,6.47,4.52,5.94,16.02
12.71,12.18,11.34,4.88,6.87,6.87,9.12,12.09
11.42,14.3,7.71,11.56,8.73,9.12,8.06,6.65
4.57,13.33,4.3,5.5,12.00,11.07,7.18,4.97
3.95,10.23,6.6,8.95,15.49,15.18,11.07,4.26
5.23,7.62,3.46,3.42,21.11,17.44,13.46,6.34
2.93,8.42,2.62,4.79,24.03,17.22,12.62,10.50
3.24,5.28,9.74,11.6,25.49,12.80,9.12,9.39
7.67,18.06,9.21,7.89,26.37,9.43,8.51,23.01
6.82,27.66,7.53,28.54,25.71,9.61,7.62,39.91
4.39,18.68,8.73,7.49,23.23,12.18,5.59,37.39
3.11,8.33,9.21,9.43,20.45,17.00,4.70,22.88
3.24,4.52,3.64,6.38,16.82,20.85,9.39,9.21
3.37,9.61,24.96,17.93,17.00,22.92,16.64,14.12
2.58,10.58,5.45,5.67,17.00,25.22,18.01,16.86
1.83,6.21,12.8,11.47,12.26,23.63,12.13,12.53
3.02,6.43,4.83,6.87,8.81,18.41,9.92,12.04
5.01,9.66,7.93,7.58,9.21,10.23,10.27,24.29
5.72,11.78,2.71,8.02,11.42,6.87,9.21,30.49
5.76,11.16,7.89,10.45,16.25,5.81,6.52,22.26
3.91,10.54,11.82,9.26,10.89,6.56,11.82,17.70
6.78,16.2,4.35,5.9,9.12,7.58,16.82,25.05
11.87,25.58,26.24,7.58,7.05,12.35,20.62,26.82
10.01,25.89,18.24,8.46,17.09,22.57,23.06,23.45
4.52,14.03,7.89,10.67,28.98,38.36,19.47,14.65
5.32,2.53,3.64,6.82,34.51,43.27,16.33,4.52
6.56,4.39,3.99,3.37,33.76,48.13,16.86,12.49
9.04,11.34,6.16,5.94,30.00,39.38,14.70,22.48
10.01,14.61,7.13,9.08,28.41,35.35,9.92,22.84
7.84,13.11,10.63,12.62,24.91,34.03,6.74,12.31
8.15,9.83,8.64,10.1,22.48,29.25,4.88,9.43
7.53,8.2,5.19,6.96,16.69,33.23,6.38,14.52
5.59,7.67,5.01,4.17,13.19,26.24,7.75,6.43
2.18,6.91,3.99,8.24,7.58,19.56,11.11,6.60
4.35,7.71,5.59,3.2,7.89,14.70,10.05,10.63
6.56,6.43,1.61,5.72,11.11,14.17,6.16,8.33
5.5,7.0,3.37,5.01,12.84,20.23,9.74,5.94
5.37,9.79,4.48,4.35,17.93,24.25,12.93,6.29
7.97,13.37,1.92,2.58,16.95,20.58,11.56,9.17
8.99,15.98,4.22,4.88,17.31,19.30,11.65,14.08
6.52,12.4,8.24,8.73,17.79,14.56,17.66,18.81
3.51,11.42,5.01,6.12,19.78,17.79,14.61,18.50
3.86,8.06,6.91,11.56,22.70,19.34,10.50,19.87
4.61,5.28,4.66,9.92,24.03,24.87,11.11,12.44
7.22,13.37,7.18,4.44,23.76,21.46,9.35,9.39
7.4,14.08,4.04,10.01,29.51,27.21,7.40,16.29
6.07,6.52,10.14,5.67,29.43,24.69,3.60,13.95
12.13,12.53,6.47,5.9,38.36,33.94,8.86,9.17
19.39,19.7,9.48,4.92,31.99,24.78,19.03,12.71
18.28,14.03,11.42,12.0,27.48,19.74,18.72,13.28
11.34,4.22,3.68,2.4,15.94,8.24,12.04,10.10
12.53,8.86,5.59,6.12,9.61,7.00,7.62,9.88
15.18,12.57,12.0,8.42,7.93,8.81,7.31,11.91
13.02,9.52,9.88,6.74,8.11,11.34,7.93,13.33
7.18,12.75,13.86,9.52,11.69,14.61,5.98,8.90
6.6,18.5,13.55,22.92,15.71,18.94,2.36,14.65
7.36,18.85,13.06,24.43,16.29,22.66,2.14,22.35
7.93,10.94,7.18,11.65,14.87,30.27,3.95,18.50
6.56,6.78,6.6,17.48,9.96,31.68,15.71,14.52
3.55,11.87,12.26,2.62,9.43,27.35,31.06,13.19
8.86,18.24,15.45,22.88,13.81,19.47,30.80,14.17
7.53,15.94,15.36,17.75,26.33,13.28,22.88,8.68
4.04,9.83,21.15,7.44,34.20,14.21,20.09,9.48
7.62,4.44,11.47,7.71,35.31,13.86,21.51,12.80
6.47,5.59,3.37,2.76,32.26,12.00,18.55,12.00
7.97,9.96,9.7,10.58,23.28,10.63,15.80,10.58
