ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
14.12,16.33,5.37,9.17,3.68,6.07,12.44,12.75
18.55,16.82,5.37,4.3,6.43,9.39,20.00,23.85
10.85,11.38,3.99,6.65,7.67,9.30,16.95,23.99
8.77,12.4,2.09,5.1,7.49,9.66,8.59,17.26
14.43,18.68,8.02,8.24,6.29,6.52,5.28,12.18
19.61,22.61,3.42,3.91,6.52,4.39,10.89,12.04
20.62,19.83,9.17,8.15,10.36,4.57,14.52,8.64
20.71,17.88,5.9,3.51,11.34,5.59,12.44,4.30
21.69,17.0,4.39,3.42,13.28,9.08,8.37,3.82
10.98,9.21,7.09,5.72,9.12,7.71,6.74,4.92
6.91,9.3,3.51,5.19,10.54,8.90,4.97,5.10
14.12,13.86,3.77,7.36,8.90,6.87,14.03,14.21
19.21,16.95,2.31,4.3,10.98,8.55,21.24,15.49
18.24,17.62,5.98,8.99,8.59,8.95,21.07,11.96
16.16,25.05,2.49,5.63,8.55,11.60,16.55,9.83
18.32,28.81,4.22,3.6,6.43,10.23,10.32,7.44
15.98,18.55,12.13,10.72,5.06,7.62,8.99,7.75
21.95,18.01,5.67,3.46,4.39,4.97,8.06,4.75
24.91,22.0,6.03,6.91,4.70,5.45,3.86,5.59
20.4,20.05,7.31,7.97,6.12,7.31,11.03,15.54
21.77,23.45,4.79,2.45,5.81,7.44,16.78,22.79
26.68,29.96,4.04,8.64,5.67,7.49,13.64,20.80
24.78,28.23,11.87,12.18,6.43,8.20,9.92,9.70
17.57,19.56,2.98,3.77,8.95,9.12,20.00,13.28
10.89,14.21,6.69,8.2,15.58,12.09,21.95,18.19
7.93,13.59,3.73,8.06,17.44,11.07,16.16,10.05
7.84,12.35,9.26,1.83,19.12,9.08,14.39,8.77
8.33,9.52,9.35,9.08,14.96,4.30,10.23,9.74
3.46,5.81,6.38,3.51,12.26,2.40,4.97,4.48
9.21,15.49,8.42,6.74,9.04,2.98,5.85,8.15
20.14,22.79,8.15,7.22,6.07,4.08,15.71,15.85
23.37,23.32,4.92,4.83,5.76,5.94,19.52,18.72
20.05,23.19,6.69,5.19,5.45,6.29,8.99,10.89
15.98,19.25,11.29,11.73,5.63,7.18,16.86,16.07
9.66,13.64,4.35,7.05,6.82,8.64,21.86,20.71
9.12,10.45,4.61,4.17,8.33,10.85,20.05,14.34
11.69,10.67,9.66,3.64,9.21,11.82,17.75,8.46
23.01,19.12,7.58,4.48,9.08,12.00,9.66,8.59
20.58,16.91,6.38,3.99,7.93,10.76,12.93,12.57
13.95,13.11,8.77,3.6,9.70,12.31,15.63,16.51
19.61,19.61,5.94,1.65,8.33,11.29,17.22,21.95
27.26,26.59,7.13,5.9,10.94,11.03,19.12,22.35
30.35,31.15,5.72,3.46,9.21,8.06,23.63,23.32
27.3,31.9,10.19,7.71,11.69,7.13,24.47,18.06
17.93,23.81,5.23,4.08,7.53,5.32,18.63,12.35
5.37,7.84,17.79,14.17,5.37,5.50,11.42,8.28
21.2,18.72,4.44,3.6,1.92,5.32,14.12,9.48
20.89,22.0,18.28,12.44,2.09,5.45,23.15,18.41
11.51,16.55,2.53,3.99,3.60,4.83,22.61,20.31
24.47,25.84,11.6,10.72,6.12,4.66,15.54,12.09
29.16,27.74,9.17,6.07,8.15,5.85,20.45,12.00
19.39,19.52,4.39,5.81,9.12,5.94,27.66,18.85
12.93,13.5,8.02,9.88,7.80,5.63,19.92,12.93
18.24,13.9,9.83,12.09,6.07,4.97,9.26,8.02
24.25,16.55,7.13,4.04,4.30,4.39,5.37,7.84
29.29,26.46,11.87,12.22,3.77,4.61,8.68,3.82
25.4,33.54,7.67,6.03,5.32,3.37,9.79,3.55
24.87,36.33,10.54,13.72,6.29,3.15,6.47,3.15
25.18,28.54,9.83,5.37,6.12,2.76,8.99,5.76
