ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
1.69,1.87,2.53,1.21,2.58,2.27,3.20,1.56
1.12,2.36,3.91,3.68,4.08,2.71,4.04,3.60
1.83,2.22,2.89,1.43,4.48,3.24,3.11,4.22
2.0,2.18,1.87,2.09,4.30,2.62,2.58,2.53
3.42,2.53,1.74,1.03,2.98,2.05,2.58,2.00
5.14,4.35,2.58,1.65,2.00,1.52,2.84,3.20
4.92,4.57,1.07,1.69,1.78,1.21,3.73,4.35
3.42,4.04,2.62,2.49,2.27,2.31,2.71,3.55
1.38,2.98,2.58,1.3,3.20,3.24,1.47,2.00
1.87,2.58,2.49,2.0,4.08,5.50,2.27,2.22
2.76,2.45,1.78,1.56,4.26,5.23,2.89,2.40
2.09,2.36,3.95,3.68,3.37,5.28,2.27,2.09
2.76,2.18,3.29,2.4,2.27,3.60,1.07,1.56
2.98,2.4,4.44,3.99,1.83,2.53,1.30,1.34
2.22,2.58,2.14,2.49,3.24,3.07,2.18,1.78
1.96,2.84,2.58,2.45,4.70,3.99,2.53,2.71
1.96,2.09,1.21,1.69,6.38,5.59,3.60,2.84
2.0,0.99,2.49,2.45,6.47,5.14,4.35,3.51
1.21,1.3,2.22,2.09,5.76,4.39,3.15,2.98
2.49,1.38,2.22,2.09,3.95,3.29,1.61,1.43
2.93,1.25,2.22,2.36,2.22,2.36,2.53,1.78
1.25,1.07,2.8,2.4,1.78,1.96,4.30,2.62
3.15,2.62,2.45,2.71,2.09,1.78,3.82,2.89
3.68,2.93,3.24,3.15,2.58,1.65,3.82,3.95
2.8,3.6,4.13,3.37,2.62,1.78,4.88,6.38
3.24,5.01,4.61,4.7,2.18,2.22,5.01,6.65
3.11,4.48,3.11,1.43,1.61,2.18,3.95,5.54
2.76,3.64,3.86,3.51,1.47,1.87,3.68,5.41
2.27,2.58,2.58,2.67,1.87,1.47,2.18,5.14
3.11,2.49,5.41,3.86,2.84,1.83,1.65,4.97
3.29,1.83,5.23,2.22,3.99,2.00,3.42,5.45
3.33,1.03,2.49,2.22,3.86,1.74,4.30,6.74
2.45,1.83,4.52,2.0,3.02,1.69,3.29,6.74
4.48,4.57,3.2,1.65,2.09,2.45,1.87,5.01
