TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,B,B,B,B,A,A,A,A,A,B,B,B,B,A,A,A
0.125,===,===,===,===,===,===,===,===,1.56,9.26,6.25,===,===,1.38,===,===
0.250,===,===,===,===,===,===,===,===,4.08,6.91,7.13,5.63,===,3.33,2.40,===
0.375,===,===,===,===,===,===,===,===,3.86,3.99,9.57,9.39,8.11,8.37,8.46,6.82
0.500,===,===,===,===,===,===,===,===,17.40,11.29,12.62,15.85,15.89,8.20,11.96,17.04
0.625,===,===,===,===,===,===,===,===,6.21,9.17,15.76,14.43,33.14,6.78,8.99,34.69
0.750,===,===,===,===,===,===,===,===,22.97,18.06,14.65,38.18,40.92,15.76,23.81,43.45
0.875,===,===,===,===,===,===,===,===,4.44,8.64,14.39,51.94,48.58,17.17,26.33,53.97
1.000,===,===,===,===,===,===,===,===,10.63,11.73,16.20,41.10,41.81,12.26,11.47,38.18
1.125,===,===,===,===,===,===,===,===,8.59,13.46,16.33,24.38,33.05,10.85,3.91,32.48
1.250,===,===,===,===,===,===,===,===,13.77,14.61,17.53,11.03,25.75,16.73,10.27,16.55
1.375,===,===,===,===,===,===,===,===,19.21,16.82,15.18,15.41,16.16,15.58,16.91,15.58
1.500,===,===,===,===,===,===,===,===,13.55,19.47,7.97,15.80,17.66,5.37,14.30,11.11
1.625,===,===,===,===,===,===,===,===,19.30,12.35,4.83,11.07,14.74,13.06,35.09,12.53
1.750,===,===,===,===,===,===,===,===,14.79,20.00,11.87,7.97,17.44,21.38,54.55,18.32
1.875,===,===,===,===,===,===,===,===,5.72,13.28,19.43,6.78,17.35,17.57,49.06,36.55
2.000,===,===,===,===,===,===,===,===,9.12,29.56,23.01,22.17,18.50,9.43,29.82,50.70
2.125,===,===,===,===,===,===,===,===,9.61,24.25,11.20,46.36,28.05,6.82,30.22,56.14
2.250,===,===,===,===,===,===,===,===,1.83,8.51,11.47,49.51,35.66,4.44,22.04,52.42
2.375,===,===,===,===,===,===,===,===,3.73,6.65,18.24,21.51,38.93,4.57,9.66,37.34
2.500,===,===,===,===,===,===,===,===,4.57,6.69,15.71,8.86,31.59,7.44,7.49,25.98
2.625,===,===,===,===,===,===,===,===,3.95,6.65,10.27,11.87,18.59,14.83,20.80,12.84
2.750,===,===,===,===,===,===,===,===,11.38,12.31,9.08,21.60,14.96,15.05,36.55,7.31
2.875,===,===,===,===,===,===,===,===,7.36,16.78,7.75,16.69,13.90,11.38,41.10,7.22
3.000,===,===,===,===,===,===,===,===,8.51,12.57,8.24,9.88,23.15,6.07,29.43,12.80
3.125,===,===,===,===,===,===,===,===,15.54,41.32,18.46,19.08,29.65,5.54,23.94,19.25
3.250,===,===,===,===,===,===,===,===,11.78,24.83,20.89,13.59,35.88,8.28,18.24,24.60
